file,utterance_id,start_ms,end_ms,ref,mb,gl,ft
synthetic_paradigm_glossed.eaf,8892,19504464,19506450,iɲaʔ bebɔhaɾ d̪ɔ sapʰaa,iɲ-aʔ bebɔhaɾ d̪ɔ sapʰa-a,1SG-GEN behaviour TOP clean-FIN,My behaviour is clean.
synthetic_paradigm_glossed.eaf,8893,19506450,19508427,oŋkoaʔ t̪ɘɾup̚ʔ d̪ɔ ɾɘskɘa,oŋko-aʔ t̪ɘɾup̚ʔ d̪ɔ ɾɘskɘ-a,3PL-GEN tiger TOP happy-FIN,Their tiger is happy.
synthetic_paradigm_glossed.eaf,8894,19508427,19510402,apɛaʔ əɽis d̪ɔ ɟɘɾuɽa,apɛ-aʔ əɽis d̪ɔ ɟɘɾuɽ-a,2PL-GEN annoyance TOP important-FIN,Your annoyance is important.
synthetic_texts_glossed.eaf,8895,19510402,19512006,bat d̪ɔ sapʰaa,bat d̪ɔ sapʰa-a,rheumatism TOP clean-FIN,The rheumatism is clean.
synthetic_paradigm_glossed.eaf,8896,19512006,19514122,alɛaʔ bʰaŋ d̪ɔ mɔ̃ɟa,alɛ-aʔ bʰaŋ d̪ɔ mɔ̃ɟ-a,1PL.EXCL-GEN hemp.drug TOP good-FIN,Our hemp drug is good.
synthetic_texts_glossed.eaf,8897,19514122,19515851,bat d̪ɔ mɔ̃ɟa,bat d̪ɔ mɔ̃ɟ-a,rheumatism TOP good-FIN,The rheumatism is good.
synthetic_bangla_glossed.eaf,8898,19515851,19518060,oŋko d̪ɔ ajaŋ bin ɲɛla,oŋko d̪ɔ ajaŋ bin ɲɛl-a,3PL.ANIM TOP cobra see-FIN,They will see the cobra.
synthetic_texts_glossed.eaf,8899,19518060,19519588,basɾɛ gɔgɔ menaa,bas-ɾɛ gɔgɔ mena-a,dwelling.place-LOC mother exist-FIN,There is a mother in the dwelling place.
synthetic_paradigm_glossed.eaf,8900,19519588,19521668,uniaʔ ɔɽaʔ d̪ɔ ɟɘɾuɽa,uni-aʔ ɔɽaʔ d̪ɔ ɟɘɾuɽ-a,3SG-GEN house TOP important-FIN,His/her house is important.
synthetic_paradigm_glossed.eaf,8901,19521668,19523763,uniaʔ bʰoɳɖa kəhu d̪ɔ ɾɘskɘa,uni-aʔ bʰoɳɖa kəhu d̪ɔ ɾɘskɘ-a,3SG-GEN bow.billed.corby TOP happy-FIN,His/her bow-billed corby is happy.
synthetic_school_dialogue_glossed.eaf,8902,19523763,19526622,sɛt̪aʔɾɛ apɛ t̪o̯͡a ɲukat̪ɛ gaɖaɾɛ hiɟuʔa,sɛt̪aʔ-ɾɛ apɛ t̪o̯͡a ɲu-kat̪ɛ gaɖa-ɾɛ hiɟuʔ-a,morning-LOC 2PL milk drink-CVB river-LOC come-FIN,"In the morning, you all drink the milk and then come to the river."
synthetic_bangla_glossed.eaf,8903,19526622,19529362,alɛ d̪ɔ aʈap̕ uʈup̕ aɾ bɛ̃t ɲɛla,alɛ d̪ɔ aʈap̕ uʈup̕ aɾ bɛ̃t ɲɛl-a,1PL.EXCL TOP rumbling.sound and rattan see-FIN,We will see the rumbling sound and the rattan.
synthetic_texts_glossed.eaf,8904,19529362,19531086,aɖe ʈolaɾɛ ban menaa,aɖe ʈola-ɾɛ ban mena-a,vicinity-LOC sorcery exist-FIN,There is a sorcery in the vicinity.
synthetic_texts_glossed.eaf,8905,19531086,19532665,ɔɽaʔɾɛ at̪o menaa,ɔɽaʔ-ɾɛ at̪o mena-a,house-LOC village exist-FIN,There is a village in the house.
synthetic_texts_glossed.eaf,8906,19532665,19534459,kuɲɾɛ bəu̯ɾi menaa,kuɲ-ɾɛ bəu̯ɾi mena-a,well-LOC aborigines exist-FIN,There is an aborigines in the well.
synthetic_texts_glossed.eaf,8907,19534459,19536034,iskulɾɛ bədʰi menaa,iskul-ɾɛ bədʰi mena-a,school-LOC bandger exist-FIN,There is a bandger in the school.
synthetic_texts_glossed.eaf,8908,19536034,19537750,basaɾɛ bʰut͡ʃampa menaa,basa-ɾɛ bʰut͡ʃampa mena-a,residence-LOC earthquake exist-FIN,There is an earthquake in the residence.
synthetic_school_dialogue_glossed.eaf,8909,19537750,19540492,t̪eheɲɾɛ oŋko d̪aʔ ɲukat̪ɛ kuɲɾɛ gat̪ea,t̪eheɲ-ɾɛ oŋko d̪aʔ ɲu-kat̪ɛ kuɲ-ɾɛ gat̪e-a,today-LOC 3PL.ANIM water drink-CVB well-LOC play-FIN,"Today, they drink the water and then play in the well."
synthetic_see_paradigm.eaf,8910,19540492,19542937,alɛ d̪ɔ ãɾgɔm balɛ ɲɛla,alɛ d̪ɔ ãɾgɔm ba-lɛ ɲɛl-a,1PL.EXCL TOP constellation NEG-1PL.EXCL see-FIN,We do not see the constellation.
synthetic_paradigm_glossed.eaf,8911,19542937,19545132,iɲaʔ kat̪ʰa d̪ɔ mɔ̃ɟa,iɲ-aʔ kat̪ʰa d̪ɔ mɔ̃ɟ-a,1SG-GEN word TOP good-FIN,My word is good.
synthetic_school_dialogue_glossed.eaf,8912,19545132,19547893,sɛt̪aʔɾɛ oŋko kat̪ʰa paɽha͡o̯kat̪ɛ at̪oɾɛ gat̪ea,sɛt̪aʔ-ɾɛ oŋko kat̪ʰa paɽha͡o̯-kat̪ɛ at̪o-ɾɛ gat̪e-a,morning-LOC 3PL.ANIM word study-CVB village-LOC play-FIN,"In the morning, they study the word and then play in the village."
synthetic_see_paradigm.eaf,8913,19547893,19550396,oŋko d̪ɔ bʰap bako ɲɛla,oŋko d̪ɔ bʰap ba-ko ɲɛl-a,3PL.ANIM TOP vapour NEG-3PL.ANIM see-FIN,They do not see the vapour.
synthetic_bangla_glossed.eaf,8914,19550396,19553076,iɲ d̪ɔ ato posu aɾ aɾda kuɽi ɲɛla,iɲ d̪ɔ ato posu aɾ aɾda kuɽi ɲɛl-a,1SG TOP domestic.animal and virgin see-FIN,I will see the domestic animal and the virgin.
synthetic_texts_glossed.eaf,8915,19553076,19554875,aɖe paseɾɛ bədi menaa,aɖe pase-ɾɛ bədi mena-a,neighbourhood-LOC accuser exist-FIN,There is an accuser in the neighbourhood.
synthetic_texts_glossed.eaf,8916,19554875,19556707,kuɲɾɛ bɔ͡i̯ha menaa,kuɲ-ɾɛ bɔ͡i̯ha mena-a,well-LOC brother exist-FIN,There is a brother in the well.
synthetic_texts_glossed.eaf,8917,19556707,19558557,bəteɾɛ babeɾ menaa,bəte-ɾɛ babeɾ mena-a,courtyard.of.house-LOC twine exist-FIN,There is a twine in the courtyard of house.
synthetic_texts_glossed.eaf,8918,19558557,19560194,bʰusə d̪ɔ sapʰaa,bʰusə d̪ɔ sapʰa-a,chaff TOP clean-FIN,The chaff is clean.
synthetic_texts_glossed.eaf,8919,19560194,19561910,basa d̪ɔ sapʰaa,basa d̪ɔ sapʰa-a,residence TOP clean-FIN,The residence is clean.
synthetic_paradigm_glossed.eaf,8920,19561910,19563816,oŋkoaʔ bɛɾõʈ duk d̪ɔ ɟɘɾuɽa,oŋko-aʔ bɛɾõʈ duk d̪ɔ ɟɘɾuɽ-a,3PL-GEN gripes TOP important-FIN,Their gripes is important.
synthetic_bangla_glossed.eaf,8921,19563816,19566527,apɛ d̪ɔ badaɽ aɾ apʰɔɾ ɲɛla,apɛ d̪ɔ badaɽ aɾ apʰɔɾ ɲɛl-a,2PL TOP thicket and transplantation see-FIN,You all will see the thicket and the transplantation.
synthetic_school_dialogue_glossed.eaf,8922,19566527,19569159,sɛt̪aʔɾɛ uni haku ɟɔmkat̪ɛ sɔhɔɽɾɛ gat̪ea,sɛt̪aʔ-ɾɛ uni haku ɟɔm-kat̪ɛ sɔhɔɽ-ɾɛ gat̪e-a,morning-LOC 3SG.ANIM fish eat-CVB town-LOC play-FIN,"In the morning, he/she eat the fish and then play in the town."
synthetic_texts_glossed.eaf,8923,19569159,19570777,gaɖaɾɛ aneã̯o menaa,gaɖa-ɾɛ aneã̯o mena-a,river-LOC injustice exist-FIN,There is an injustice in the river.
synthetic_bangla_glossed.eaf,8924,19570777,19572945,alɛ d̪ɔ bəhni ɲɛla,alɛ d̪ɔ bəhni ɲɛl-a,1PL.EXCL TOP round.jar see-FIN,We will see the round jar.
synthetic_texts_glossed.eaf,8925,19572945,19574630,bilənɾɛ bəndʰi menaa,bilən-ɾɛ bəndʰi mena-a,wide.expanse.of-LOC hitch exist-FIN,There is a hitch in the wide expanse of land.
synthetic_school_dialogue_glossed.eaf,8926,19574630,19577370,t̪eheɲɾɛ apɛ baʈɽa ɲɛlkat̪ɛ sɔhɔɽɾɛ hiɟuʔa,t̪eheɲ-ɾɛ apɛ baʈɽa ɲɛl-kat̪ɛ sɔhɔɽ-ɾɛ hiɟuʔ-a,today-LOC 2PL pea see-CVB town-LOC come-FIN,"Today, you all see the pea and then come to the town."
synthetic_bangla_glossed.eaf,8927,19577370,19580298,oŋko d̪ɔ seɾeɲ aɾ bʰui̯t͡ʃampa ɲɛla,oŋko d̪ɔ seɾeɲ aɾ bʰui̯t͡ʃampa ɲɛl-a,3PL.ANIM TOP song and fireworks see-FIN,They will see the song and the fireworks.
synthetic_bangla_glossed.eaf,8928,19580298,19582923,alɛ d̪ɔ bae̯na aɾ bebohaɾ ɲɛla,alɛ d̪ɔ bae̯na aɾ bebohaɾ ɲɛl-a,1PL.EXCL TOP advance and custom see-FIN,We will see the advance and the custom.
synthetic_paradigm_glossed.eaf,8929,19582923,19584976,amaʔ bʰul bisoɾ d̪ɔ mɔ̃ɟa,am-aʔ bʰul bisoɾ d̪ɔ mɔ̃ɟ-a,2SG-GEN faults TOP good-FIN,Your faults is good.
synthetic_school_dialogue_glossed.eaf,8930,19584976,19587905,t̪eheɲɾɛ am pɘɾsi ɔlɔʔkat̪ɛ at̪oɾɛ calaʔa,t̪eheɲ-ɾɛ am pɘɾsi ɔlɔʔ-kat̪ɛ at̪o-ɾɛ calaʔ-a,today-LOC 2SG language write-CVB village-LOC go-FIN,"Today, you write the language and then go to the village."
synthetic_texts_glossed.eaf,8931,19587905,19589638,bʰugək̕ɾɛ bapɔɾi dʰɔn menaa,bʰugək̕-ɾɛ bapɔɾi dʰɔn mena-a,cave-LOC patrimony exist-FIN,There is a patrimony in the cave.
synthetic_paradigm_glossed.eaf,8932,19589638,19591846,amaʔ bandʰec̕ d̪ɔ nɔwaa,am-aʔ bandʰec̕ d̪ɔ nɔwa-a,2SG-GEN appliance TOP new-FIN,Your appliance is new.
synthetic_bangla_glossed.eaf,8933,19591846,19593879,uni d̪ɔ beɲd͡ʒak̕ ɲɛla,uni d̪ɔ beɲd͡ʒak̕ ɲɛl-a,3SG.ANIM TOP rheum.from.the see-FIN,He/she will see the rheum from the eyes.
synthetic_bangla_glossed.eaf,8934,19593879,19596675,uni d̪ɔ bʰəg aɾ bʰiɖi gupitic̕ ɲɛla,uni d̪ɔ bʰəg aɾ bʰiɖi gupitic̕ ɲɛl-a,3SG.ANIM TOP chance and shepherd see-FIN,He/she will see the chance and the shepherd.
synthetic_school_dialogue_glossed.eaf,8935,19596675,19599538,t̪eheɲɾɛ am mɔbaĭl pʰon kiɾiɲkat̪ɛ sɔhɔɽɾɛ gat̪ea,t̪eheɲ-ɾɛ am mɔbaĭl pʰon kiɾiɲ-kat̪ɛ sɔhɔɽ-ɾɛ gat̪e-a,today-LOC 2SG mobile.phone buy-CVB town-LOC play-FIN,"Today, you buy the mobile phone and then play in the town."
synthetic_school_dialogue_glossed.eaf,8936,19599538,19602129,ɔkt̪ɛɾɛ am mɔbaĭl pʰon ɲɛlkat̪ɛ ɔɽaʔɾɛ kɘmia,ɔkt̪ɛ-ɾɛ am mɔbaĭl pʰon ɲɛl-kat̪ɛ ɔɽaʔ-ɾɛ kɘmi-a,time-LOC 2SG mobile.phone see-CVB house-LOC work-FIN,"At that time, you see the mobile phone and then work in the house."
synthetic_new_glossed.eaf,8937,19602129,19604052,am d̪ɔ adpakolia ɲɛlakada,am d̪ɔ adpakolia ɲɛl-akad-a,2SG TOP premature.birth see-PRF-FIN,You have seen the premature birth.
synthetic_paradigm_glossed.eaf,8938,19604052,19606210,amaʔ adpakolia d̪ɔ sapʰaa,am-aʔ adpakolia d̪ɔ sapʰa-a,2SG-GEN premature.birth TOP clean-FIN,Your premature birth is clean.
synthetic_bangla_glossed.eaf,8939,19606210,19608177,uni d̪ɔ əgil hapɽam ɲɛla,uni d̪ɔ əgil hapɽam ɲɛl-a,3SG.ANIM TOP patriarch see-FIN,He/she will see the patriarch.
synthetic_paradigm_glossed.eaf,8940,19608177,19610321,uniaʔ baɽge d̪ɔ ɟɘɾuɽa,uni-aʔ baɽge d̪ɔ ɟɘɾuɽ-a,3SG-GEN rice.field TOP important-FIN,His/her rice field is important.
synthetic_school_dialogue_glossed.eaf,8941,19610321,19613117,sɛt̪aʔɾɛ uni pɘɾsi paɽha͡o̯kat̪ɛ ɟɔlaɾɛ gat̪ea,sɛt̪aʔ-ɾɛ uni pɘɾsi paɽha͡o̯-kat̪ɛ ɟɔla-ɾɛ gat̪e-a,morning-LOC 3SG.ANIM language study-CVB lake-LOC play-FIN,"In the morning, he/she study the language and then play in the lake."
synthetic_bangla_glossed.eaf,8942,19613117,19615130,oŋko d̪ɔ beɲt͡ʃ ɲɛla,oŋko d̪ɔ beɲt͡ʃ ɲɛl-a,3PL.ANIM TOP bench see-FIN,They will see the bench.
synthetic_texts_glossed.eaf,8943,19615130,19616794,kuɲɾɛ baʈɽa menaa,kuɲ-ɾɛ baʈɽa mena-a,well-LOC pea exist-FIN,There is a pea in the well.
synthetic_dialogues_glossed.eaf,8944,19616794,19620428,oŋko d̪ɔ ɟɔmaʔ ɟɔma mɛnkʰan ɟɔmaʔ bako ɟɔma,oŋko d̪ɔ ɟɔmaʔ ɟɔm-a mɛnkʰan ɟɔmaʔ ba-ko ɟɔm-a,3PL.ANIM TOP food eat-FIN but food NEG-3PL.ANIM eat-FIN,"They will eat the food, but do not eat the food."
synthetic_school_dialogue_glossed.eaf,8945,19620428,19623117,t̪eheɲɾɛ uni gʰuɽi kiɾiɲkat̪ɛ sɔhɔɽɾɛ kɘmia,t̪eheɲ-ɾɛ uni gʰuɽi kiɾiɲ-kat̪ɛ sɔhɔɽ-ɾɛ kɘmi-a,today-LOC 3SG.ANIM watch buy-CVB town-LOC work-FIN,"Today, he/she buy the watch and then work in the town."
synthetic_texts_glossed.eaf,8946,19623117,19624747,alad͡ʒʰala d̪ɔ nɔwaa,alad͡ʒʰala d̪ɔ nɔwa-a,distress TOP new-FIN,The distress is new.
synthetic_paradigm_glossed.eaf,8947,19624747,19626923,alɛaʔ t̪i d̪ɔ sapʰaa,alɛ-aʔ t̪i d̪ɔ sapʰa-a,1PL.EXCL-GEN hand TOP clean-FIN,Our hand is clean.
synthetic_texts_glossed.eaf,8948,19626923,19628473,aɖe ʈolaɾɛ əpʰil dohae̯ menaa,aɖe ʈola-ɾɛ əpʰil dohae̯ mena-a,vicinity-LOC appeal.for.justice exist-FIN,There is an appeal for justice in the vicinity.
synthetic_school_dialogue_glossed.eaf,8949,19628473,19631241,sɛt̪aʔɾɛ apɛ basaŋ ɟɔmkat̪ɛ gaɖaɾɛ gat̪ea,sɛt̪aʔ-ɾɛ apɛ basaŋ ɟɔm-kat̪ɛ gaɖa-ɾɛ gat̪e-a,morning-LOC 2PL cooked.food eat-CVB river-LOC play-FIN,"In the morning, you all eat the cooked food and then play in the river."
synthetic_paradigm_glossed.eaf,8950,19631241,19633125,amaʔ akʰɔɾ d̪ɔ sapʰaa,am-aʔ akʰɔɾ d̪ɔ sapʰa-a,2SG-GEN alphabet TOP clean-FIN,Your alphabet is clean.
synthetic_paradigm_glossed.eaf,8951,19633125,19635049,oŋkoaʔ bəlʈi d̪ɔ sapʰaa,oŋko-aʔ bəlʈi d̪ɔ sapʰa-a,3PL-GEN bucket TOP clean-FIN,Their bucket is clean.
synthetic_bangla_glossed.eaf,8952,19635049,19636955,am d̪ɔ bədli ɲɛla,am d̪ɔ bədli ɲɛl-a,2SG TOP substitute see-FIN,You will see the substitute.
synthetic_dialogues_glossed.eaf,8953,19636955,19640303,alɛ d̪ɔ aɳɖɾac̕ ɔɳɖɾɔc̕ ɲɛla mɛnkʰan bʰɔɾɔm balɛ ɲɛla,alɛ d̪ɔ aɳɖɾac̕ ɔɳɖɾɔc̕ ɲɛl-a mɛnkʰan bʰɔɾɔm ba-lɛ ɲɛl-a,1PL.EXCL TOP cry.of.beasts see-FIN but shame NEG-1PL.EXCL see-FIN,"We will see the cry of beasts & c, but do not see the shame."
synthetic_paradigm_glossed.eaf,8954,19640303,19642403,uniaʔ ɟiŋgi d̪ɔ nɔwaa,uni-aʔ ɟiŋgi d̪ɔ nɔwa-a,3SG-GEN life TOP new-FIN,His/her life is new.
synthetic_texts_glossed.eaf,8955,19642403,19644079,ao̯tanɾɛ aɾak̕ kudɾum menaa,ao̯tan-ɾɛ aɾak̕ kudɾum mena-a,covert-LOC sorel exist-FIN,There is a sorel in the covert.
synthetic_paradigm_glossed.eaf,8956,19644079,19646257,amaʔ aheɾ d̪ɔ sapʰaa,am-aʔ aheɾ d̪ɔ sapʰa-a,2SG-GEN prey TOP clean-FIN,Your prey is clean.
synthetic_texts_glossed.eaf,8957,19646257,19647999,at̪oɾɛ bəmbi menaa,at̪o-ɾɛ bəmbi mena-a,village-LOC a.species.of exist-FIN,There is an a species of eel in the village.
synthetic_paradigm_glossed.eaf,8958,19647999,19650030,apɛaʔ beɲd͡ʒak̕ d̪ɔ sapʰaa,apɛ-aʔ beɲd͡ʒak̕ d̪ɔ sapʰa-a,2PL-GEN rheum.from.the TOP clean-FIN,Your rheum from the eyes is clean.
synthetic_texts_glossed.eaf,8959,19650030,19651704,iskulɾɛ bəɖɾə menaa,iskul-ɾɛ bəɖɾə mena-a,school-LOC residue exist-FIN,There is a residue in the school.
synthetic_school_dialogue_glossed.eaf,8960,19651704,19654608,ɔkt̪ɛɾɛ iɲ pɘɾsi ɔlɔʔkat̪ɛ at̪oɾɛ gat̪ea,ɔkt̪ɛ-ɾɛ iɲ pɘɾsi ɔlɔʔ-kat̪ɛ at̪o-ɾɛ gat̪e-a,time-LOC 1SG language write-CVB village-LOC play-FIN,"At that time, I write the language and then play in the village."
synthetic_texts_glossed.eaf,8961,19654608,19656405,ajaŋ bin d̪ɔ lɘʈua,ajaŋ bin d̪ɔ lɘʈu-a,cobra TOP small-FIN,The cobra is small.
synthetic_school_dialogue_glossed.eaf,8962,19656405,19659223,sɛt̪aʔɾɛ oŋko gʰuɽi kiɾiɲkat̪ɛ ɔɽaʔɾɛ kɘmia,sɛt̪aʔ-ɾɛ oŋko gʰuɽi kiɾiɲ-kat̪ɛ ɔɽaʔ-ɾɛ kɘmi-a,morning-LOC 3PL.ANIM watch buy-CVB house-LOC work-FIN,"In the morning, they buy the watch and then work in the house."
synthetic_bangla_glossed.eaf,8963,19659223,19662043,apɛ d̪ɔ bʰap aɾ pɘɾsi ɲɛla,apɛ d̪ɔ bʰap aɾ pɘɾsi ɲɛl-a,2PL TOP vapour and language see-FIN,You all will see the vapour and the language.
synthetic_school_dialogue_glossed.eaf,8964,19662043,19664942,sɛt̪aʔɾɛ oŋko pɘɾsi ɔlɔʔkat̪ɛ ɟɔlaɾɛ kɘmia,sɛt̪aʔ-ɾɛ oŋko pɘɾsi ɔlɔʔ-kat̪ɛ ɟɔla-ɾɛ kɘmi-a,morning-LOC 3PL.ANIM language write-CVB lake-LOC work-FIN,"In the morning, they write the language and then work in the lake."
synthetic_school_dialogue_glossed.eaf,8965,19664942,19667759,ɔkt̪ɛɾɛ alɛ bʰə̃t ɲɛlkat̪ɛ kuɲɾɛ calaʔa,ɔkt̪ɛ-ɾɛ alɛ bʰə̃t ɲɛl-kat̪ɛ kuɲ-ɾɛ calaʔ-a,time-LOC 1PL.EXCL kinds see-CVB well-LOC go-FIN,"At that time, we see the kinds and then go to the well."
synthetic_paradigm_glossed.eaf,8966,19667759,19669951,uniaʔ bəd͡ʒniə̯ d̪ɔ sapʰaa,uni-aʔ bəd͡ʒniə̯ d̪ɔ sapʰa-a,3SG-GEN gossiping TOP clean-FIN,His/her gossiping is clean.
synthetic_school_dialogue_glossed.eaf,8967,19669951,19672638,ɔkt̪ɛɾɛ am əkil ɲɛlkat̪ɛ at̪oɾɛ kɘmia,ɔkt̪ɛ-ɾɛ am əkil ɲɛl-kat̪ɛ at̪o-ɾɛ kɘmi-a,time-LOC 2SG wisdom see-CVB village-LOC work-FIN,"At that time, you see the wisdom and then work in the village."
synthetic_school_dialogue_glossed.eaf,8968,19672638,19675341,t̪eheɲɾɛ oŋko ɟɔmaʔ kiɾiɲkat̪ɛ sɔhɔɽɾɛ gat̪ea,t̪eheɲ-ɾɛ oŋko ɟɔmaʔ kiɾiɲ-kat̪ɛ sɔhɔɽ-ɾɛ gat̪e-a,today-LOC 3PL.ANIM food buy-CVB town-LOC play-FIN,"Today, they buy the food and then play in the town."
synthetic_texts_glossed.eaf,8969,19675341,19676861,iskulɾɛ t̪i menaa,iskul-ɾɛ t̪i mena-a,school-LOC hand exist-FIN,There is a hand in the school.
synthetic_texts_glossed.eaf,8970,19676861,19678542,bid͡ʒli d̪ɔ nɔwaa,bid͡ʒli d̪ɔ nɔwa-a,lightning TOP new-FIN,The lightning is new.
synthetic_paradigm_glossed.eaf,8971,19678542,19680315,alɛlɛ bahaka ɲɛlkeda,alɛ-lɛ bahaka ɲɛl-ked-a,1PL.EXCL-1PL.EXCL dialect see-PST-FIN,We saw the dialect.
synthetic_dialogues_glossed.eaf,8972,19680315,19683918,iɲ d̪ɔ ʈaka ɲama mɛnkʰan pʰɔʈɔ bɘɲ ɲama,iɲ d̪ɔ ʈaka ɲam-a mɛnkʰan pʰɔʈɔ bɘ-ɲ ɲam-a,1SG TOP money get-FIN but photo NEG-1SG get-FIN,"I will get the money, but do not get the photo."
synthetic_dialogues_glossed.eaf,8973,19683918,19687376,oŋko d̪ɔ ɟɔmaʔ kiɾiɲa mɛnkʰan gʰuɽi bako kiɾiɲa,oŋko d̪ɔ ɟɔmaʔ kiɾiɲ-a mɛnkʰan gʰuɽi ba-ko kiɾiɲ-a,3PL.ANIM TOP food buy-FIN but watch NEG-3PL.ANIM buy-FIN,"They will buy the food, but do not buy the watch."
synthetic_paradigm_glossed.eaf,8974,19687376,19689475,oŋkoaʔ sɔhɔɽ d̪ɔ ɟɘɾuɽa,oŋko-aʔ sɔhɔɽ d̪ɔ ɟɘɾuɽ-a,3PL-GEN town TOP important-FIN,Their town is important.
synthetic_school_dialogue_glossed.eaf,8975,19689475,19692138,t̪eheɲɾɛ alɛ gʰuɽi kiɾiɲkat̪ɛ at̪oɾɛ calaʔa,t̪eheɲ-ɾɛ alɛ gʰuɽi kiɾiɲ-kat̪ɛ at̪o-ɾɛ calaʔ-a,today-LOC 1PL.EXCL watch buy-CVB village-LOC go-FIN,"Today, we buy the watch and then go to the village."
synthetic_paradigm_glossed.eaf,8976,19692138,19694277,iɲaʔ əhlə d̪ɔ ɟɘɾuɽa,iɲ-aʔ əhlə d̪ɔ ɟɘɾuɽ-a,1SG-GEN emanation TOP important-FIN,My emanation is important.
synthetic_school_dialogue_glossed.eaf,8977,19694277,19696977,t̪eheɲɾɛ iɲ pɘɾsi ɔlɔʔkat̪ɛ ɔɽaʔɾɛ kɘmia,t̪eheɲ-ɾɛ iɲ pɘɾsi ɔlɔʔ-kat̪ɛ ɔɽaʔ-ɾɛ kɘmi-a,today-LOC 1SG language write-CVB house-LOC work-FIN,"Today, I write the language and then work in the house."
synthetic_dialogues_glossed.eaf,8978,19696977,19700458,iɲ d̪ɔ aʈa saʈa ɲɛla mɛnkʰan əjup̕ pajaɾ bɘɲ ɲɛla,iɲ d̪ɔ aʈa saʈa ɲɛl-a mɛnkʰan əjup̕ pajaɾ bɘ-ɲ ɲɛl-a,1SG TOP victuals see-FIN but eventide NEG-1SG see-FIN,"I will see the victuals, but do not see the eventide."
synthetic_texts_glossed.eaf,8979,19700458,19702040,sɔhɔɽɾɛ bakd͡ʒunu menaa,sɔhɔɽ-ɾɛ bakd͡ʒunu mena-a,town-LOC firefly exist-FIN,There is a firefly in the town.
synthetic_texts_glossed.eaf,8980,19702040,19703553,əŋgɾa d̪ɔ mɔ̃ɟa,əŋgɾa d̪ɔ mɔ̃ɟ-a,flirting TOP good-FIN,The flirting is good.
synthetic_paradigm_glossed.eaf,8981,19703553,19705754,amaʔ ajat d̪ɔ nɔwaa,am-aʔ ajat d̪ɔ nɔwa-a,2SG-GEN sentence TOP new-FIN,Your sentence is new.
synthetic_school_dialogue_glossed.eaf,8982,19705754,19708512,hɔlaɾɛ apɛ d̪aʔ ɲukat̪ɛ gaɖaɾɛ calaʔa,hɔla-ɾɛ apɛ d̪aʔ ɲu-kat̪ɛ gaɖa-ɾɛ calaʔ-a,yesterday-LOC 2PL water drink-CVB river-LOC go-FIN,"Yesterday, you all drink the water and then go to the river."
synthetic_school_dialogue_glossed.eaf,8983,19708512,19711128,t̪eheɲɾɛ uni gʰuɽi kiɾiɲkat̪ɛ kuɲɾɛ hiɟuʔa,t̪eheɲ-ɾɛ uni gʰuɽi kiɾiɲ-kat̪ɛ kuɲ-ɾɛ hiɟuʔ-a,today-LOC 3SG.ANIM watch buy-CVB well-LOC come-FIN,"Today, he/she buy the watch and then come to the well."
synthetic_texts_glossed.eaf,8984,19711128,19712646,aɖe paseɾɛ əkʰiɾ menaa,aɖe pase-ɾɛ əkʰiɾ mena-a,neighbourhood-LOC end exist-FIN,There is an end in the neighbourhood.
synthetic_school_dialogue_glossed.eaf,8985,19712646,19715335,t̪eheɲɾɛ apɛ t̪o̯͡a ɲukat̪ɛ ɔɽaʔɾɛ hiɟuʔa,t̪eheɲ-ɾɛ apɛ t̪o̯͡a ɲu-kat̪ɛ ɔɽaʔ-ɾɛ hiɟuʔ-a,today-LOC 2PL milk drink-CVB house-LOC come-FIN,"Today, you all drink the milk and then come to the house."
synthetic_texts_glossed.eaf,8986,19715335,19717162,aɖe paseɾɛ bae̯na menaa,aɖe pase-ɾɛ bae̯na mena-a,neighbourhood-LOC advance exist-FIN,There is an advance in the neighbourhood.
synthetic_texts_glossed.eaf,8987,19717162,19719005,basaɾɛ baɽge menaa,basa-ɾɛ baɽge mena-a,residence-LOC rice.field exist-FIN,There is a rice field in the residence.
synthetic_texts_glossed.eaf,8988,19719005,19720784,aɾak̕ d͡ʒʰaɾ d̪ɔ sapʰaa,aɾak̕ d͡ʒʰaɾ d̪ɔ sapʰa-a,haematuria TOP clean-FIN,The haematuria is clean.
synthetic_paradigm_glossed.eaf,8989,19720784,19722607,apɛpɛ bʰit ɲɛlkeda,apɛ-pɛ bʰit ɲɛl-ked-a,2PL-2PL wall see-PST-FIN,You all saw the wall.
synthetic_school_dialogue_glossed.eaf,8990,19722607,19725406,hɔlaɾɛ oŋko basaŋ ɟɔmkat̪ɛ at̪oɾɛ calaʔa,hɔla-ɾɛ oŋko basaŋ ɟɔm-kat̪ɛ at̪o-ɾɛ calaʔ-a,yesterday-LOC 3PL.ANIM cooked.food eat-CVB village-LOC go-FIN,"Yesterday, they eat the cooked food and then go to the village."
synthetic_school_dialogue_glossed.eaf,8991,19725406,19728050,hɔlaɾɛ am kat̪ʰa paɽha͡o̯kat̪ɛ ɔɽaʔɾɛ gat̪ea,hɔla-ɾɛ am kat̪ʰa paɽha͡o̯-kat̪ɛ ɔɽaʔ-ɾɛ gat̪e-a,yesterday-LOC 2SG word study-CVB house-LOC play-FIN,"Yesterday, you study the word and then play in the house."
