file,utterance_id,start_ms,end_ms,ref,mb,gl,ft
synthetic_texts_glossed.eaf,924,1945717,1947554,bat͡ʃʰɽa d̪ɔ ɟɘɾuɽa,bat͡ʃʰɽa d̪ɔ ɟɘɾuɽ-a,lad TOP important-FIN,The lad is important.
synthetic_see_paradigm.eaf,925,1947554,1950105,apɛ d̪ɔ pʰɔʈɔ bapɛ ɲama,apɛ d̪ɔ pʰɔʈɔ ba-pɛ ɲam-a,2PL TOP photo NEG-2PL get-FIN,You all do not get the photo.
synthetic_see_paradigm.eaf,926,1950105,1951478,oŋkoko d̪uɽup̚ʔɛd̪a,oŋko-ko d̪uɽup̚ʔ-ɛ-d̪a,3PL.ANIM-3PL.ANIM sit-PROG-FIN,They are sitting.
synthetic_see_paradigm.eaf,927,1951478,1953792,apɛ d̪ɔ gʰuɽi bapɛ ɘkʰɾiɲa,apɛ d̪ɔ gʰuɽi ba-pɛ ɘkʰɾiɲ-a,2PL TOP watch NEG-2PL sell-FIN,You all do not sell the watch.
synthetic_texts_glossed.eaf,928,1953792,1955415,ɟɔmaʔ d̪ɔ sapʰaa,ɟɔmaʔ d̪ɔ sapʰa-a,food TOP clean-FIN,The food is clean.
synthetic_see_paradigm.eaf,929,1955415,1956755,iɲiɲ ɔlɔʔɛd̪a,iɲ-iɲ ɔlɔʔ-ɛ-d̪a,1SG-1SG write-PROG-FIN,I am writing.
synthetic_texts_glossed.eaf,930,1956755,1958452,bəhiɾ bəi̯ d̪ɔ mɔ̃ɟa,bəhiɾ bəi̯ d̪ɔ mɔ̃ɟ-a,deafness TOP good-FIN,The deafness is good.
synthetic_school_dialogue_glossed.eaf,931,1958452,1961371,t̪eheɲɾɛ uni bʰadɔɾ ɲɛlkat̪ɛ iskulɾɛ kɘmia,t̪eheɲ-ɾɛ uni bʰadɔɾ ɲɛl-kat̪ɛ iskul-ɾɛ kɘmi-a,today-LOC 3SG.ANIM august.september see-CVB school-LOC work-FIN,"Today, he/she see the august-september and then work in the school."
synthetic_texts_glossed.eaf,932,1961371,1963091,gʰuɽi d̪ɔ nɔwaa,gʰuɽi d̪ɔ nɔwa-a,watch TOP new-FIN,The watch is new.
synthetic_new_glossed.eaf,933,1963091,1964980,apɛ d̪ɔ baɾsa ɲɛlakada,apɛ d̪ɔ baɾsa ɲɛl-akad-a,2PL TOP confidence see-PRF-FIN,You all have seen the confidence.
synthetic_bangla_glossed.eaf,934,1964980,1967002,apɛ d̪ɔ basaŋ ɟɔma,apɛ d̪ɔ basaŋ ɟɔm-a,2PL TOP cooked.food eat-FIN,You all will eat the cooked food.
synthetic_paradigm_glossed.eaf,935,1967002,1968646,iɲiɲ mɔbaĭl pʰon ɘkʰɾiɲkeda,iɲ-iɲ mɔbaĭl pʰon ɘkʰɾiɲ-ked-a,1SG-1SG mobile.phone sell-PST-FIN,I sold the mobile phone.
synthetic_school_dialogue_glossed.eaf,936,1968646,1971448,t̪eheɲɾɛ oŋko ɟɔmaʔ kiɾiɲkat̪ɛ at̪oɾɛ gat̪ea,t̪eheɲ-ɾɛ oŋko ɟɔmaʔ kiɾiɲ-kat̪ɛ at̪o-ɾɛ gat̪e-a,today-LOC 3PL.ANIM food buy-CVB village-LOC play-FIN,"Today, they buy the food and then play in the village."
synthetic_see_paradigm.eaf,937,1971448,1972755,unii̯ kɘmiɛd̪a,uni-i̯ kɘmi-ɛ-d̪a,3SG.ANIM-3SG.ANIM work-PROG-FIN,He/she is working.
synthetic_new_glossed.eaf,938,1972755,1974881,iɲ d̪ɔ baba gɔɽɔakada,iɲ d̪ɔ baba gɔɽɔ-akad-a,1SG TOP father help-PRF-FIN,I have helped the father.
synthetic_dialogues_glossed.eaf,939,1974881,1978341,am d̪ɔ ɟɔmaʔ ɲama mɛnkʰan ɟɔmaʔ bam ɲama,am d̪ɔ ɟɔmaʔ ɲam-a mɛnkʰan ɟɔmaʔ ba-m ɲam-a,2SG TOP food get-FIN but food NEG-2SG get-FIN,"You will get the food, but do not get the food."
synthetic_bangla_glossed.eaf,940,1978341,1980464,apɛ d̪ɔ kat̪ʰa ɔlɔʔa,apɛ d̪ɔ kat̪ʰa ɔlɔʔ-a,2PL TOP word write-FIN,You all will write the word.
synthetic_paradigm_glossed.eaf,941,1980464,1982538,uniaʔ bʰuku d̪ɔ lɘʈua,uni-aʔ bʰuku d̪ɔ lɘʈu-a,3SG-GEN termite TOP small-FIN,His/her termite is small.
synthetic_new_glossed.eaf,942,1982538,1984453,alɛ d̪ɔ mɔbaĭl pʰon ɘkʰɾiɲakada,alɛ d̪ɔ mɔbaĭl pʰon ɘkʰɾiɲ-akad-a,1PL.EXCL TOP mobile.phone sell-PRF-FIN,We have sold the mobile phone.
synthetic_paradigm_glossed.eaf,943,1984453,1986449,alɛaʔ mɔbaĭl pʰon d̪ɔ sapʰaa,alɛ-aʔ mɔbaĭl pʰon d̪ɔ sapʰa-a,1PL.EXCL-GEN mobile.phone TOP clean-FIN,Our mobile phone is clean.
synthetic_school_dialogue_glossed.eaf,944,1986449,1989226,hɔlaɾɛ uni ɟɔmaʔ kiɾiɲkat̪ɛ kuɲɾɛ gat̪ea,hɔla-ɾɛ uni ɟɔmaʔ kiɾiɲ-kat̪ɛ kuɲ-ɾɛ gat̪e-a,yesterday-LOC 3SG.ANIM food buy-CVB well-LOC play-FIN,"Yesterday, he/she buy the food and then play in the well."
synthetic_dialogues_glossed.eaf,945,1989226,1992583,alɛ d̪ɔ ɟɔmaʔ kiɾiɲa mɛnkʰan ɟɔmaʔ balɛ kiɾiɲa,alɛ d̪ɔ ɟɔmaʔ kiɾiɲ-a mɛnkʰan ɟɔmaʔ ba-lɛ kiɾiɲ-a,1PL.EXCL TOP food buy-FIN but food NEG-1PL.EXCL buy-FIN,"We will buy the food, but do not buy the food."
synthetic_bangla_glossed.eaf,946,1992583,1994548,am d̪ɔ baba gɔɽɔa,am d̪ɔ baba gɔɽɔ-a,2SG TOP father help-FIN,You will help the father.
synthetic_paradigm_glossed.eaf,947,1994548,1996220,amɛm pɘɾsi paɽha͡o̯keda,am-ɛm pɘɾsi paɽha͡o̯-ked-a,2SG-2SG language study-PST-FIN,You studied the language.
synthetic_texts_glossed.eaf,948,1996220,1997813,kuɲɾɛ bʰaɾsa menaa,kuɲ-ɾɛ bʰaɾsa mena-a,well-LOC reliance exist-FIN,There is a reliance in the well.
synthetic_texts_glossed.eaf,949,1997813,1999472,basaɾɛ ao̯san menaa,basa-ɾɛ ao̯san mena-a,residence-LOC relief exist-FIN,There is a relief in the residence.
synthetic_school_dialogue_glossed.eaf,950,1999472,2002140,hɔlaɾɛ iɲ haku kiɾiɲkat̪ɛ at̪oɾɛ gat̪ea,hɔla-ɾɛ iɲ haku kiɾiɲ-kat̪ɛ at̪o-ɾɛ gat̪e-a,yesterday-LOC 1SG fish buy-CVB village-LOC play-FIN,"Yesterday, I buy the fish and then play in the village."
synthetic_bangla_glossed.eaf,951,2002140,2004027,oŋko d̪ɔ haku kiɾiɲa,oŋko d̪ɔ haku kiɾiɲ-a,3PL.ANIM TOP fish buy-FIN,They will buy the fish.
synthetic_school_dialogue_glossed.eaf,952,2004027,2006729,t̪eheɲɾɛ alɛ ae̯ upəi̯ ɲɛlkat̪ɛ kuɲɾɛ gat̪ea,t̪eheɲ-ɾɛ alɛ ae̯ upəi̯ ɲɛl-kat̪ɛ kuɲ-ɾɛ gat̪e-a,today-LOC 1PL.EXCL gain see-CVB well-LOC play-FIN,"Today, we see the gain and then play in the well."
synthetic_new_glossed.eaf,953,2006729,2008845,alɛ d̪ɔ ɟɔmaʔ ɟɔmakada,alɛ d̪ɔ ɟɔmaʔ ɟɔm-akad-a,1PL.EXCL TOP food eat-PRF-FIN,We have eaten the food.
synthetic_texts_glossed.eaf,954,2008845,2010596,ɟɔlaɾɛ bedin menaa,ɟɔla-ɾɛ bedin mena-a,lake-LOC heathen exist-FIN,There is a heathen in the lake.
synthetic_texts_glossed.eaf,955,2010596,2012153,aɖe ʈolaɾɛ aɾba menaa,aɖe ʈola-ɾɛ aɾba mena-a,vicinity-LOC ant.eater exist-FIN,There is an ant-eater in the vicinity.
synthetic_dialogues_glossed.eaf,956,2012153,2015624,uni d̪ɔ akoɾma ɲɛla mɛnkʰan bʰẹd͡ʒ bai̯ ɲɛla,uni d̪ɔ akoɾma ɲɛl-a mɛnkʰan bʰẹd͡ʒ ba-i̯ ɲɛl-a,3SG.ANIM TOP dunce see-FIN but stamina NEG-3SG.ANIM see-FIN,"He/she will see the dunce, but does not see the stamina."
synthetic_texts_glossed.eaf,957,2015624,2017223,aɲd͡ʒle d̪ɔ sapʰaa,aɲd͡ʒle d̪ɔ sapʰa-a,handful TOP clean-FIN,The handful is clean.
synthetic_see_paradigm.eaf,958,2017223,2019462,oŋko d̪ɔ ɟɔmaʔ bako kiɾiɲa,oŋko d̪ɔ ɟɔmaʔ ba-ko kiɾiɲ-a,3PL.ANIM TOP food NEG-3PL.ANIM buy-FIN,They do not buy the food.
synthetic_school_dialogue_glossed.eaf,959,2019462,2022210,sɛt̪aʔɾɛ am ɾan kiɾiɲkat̪ɛ sɔhɔɽɾɛ gat̪ea,sɛt̪aʔ-ɾɛ am ɾan kiɾiɲ-kat̪ɛ sɔhɔɽ-ɾɛ gat̪e-a,morning-LOC 2SG medicine buy-CVB town-LOC play-FIN,"In the morning, you buy the medicine and then play in the town."
synthetic_bangla_glossed.eaf,960,2022210,2024086,iɲ d̪ɔ gid̪ɾɘ gɔɽɔa,iɲ d̪ɔ gid̪ɾɘ gɔɽɔ-a,1SG TOP child help-FIN,I will help the child.
synthetic_school_dialogue_glossed.eaf,961,2024086,2026979,ɔkt̪ɛɾɛ apɛ kat̪ʰa ɔlɔʔkat̪ɛ ɔɽaʔɾɛ hiɟuʔa,ɔkt̪ɛ-ɾɛ apɛ kat̪ʰa ɔlɔʔ-kat̪ɛ ɔɽaʔ-ɾɛ hiɟuʔ-a,time-LOC 2PL word write-CVB house-LOC come-FIN,"At that time, you all write the word and then come to the house."
synthetic_texts_glossed.eaf,962,2026979,2028527,baɾet d̪ɔ ɾɘskɘa,baɾet d̪ɔ ɾɘskɘ-a,brother TOP happy-FIN,The brother is happy.
synthetic_new_glossed_3.eaf,963,2028527,2031034,mit̪ʔʈɛn ɖak̚t̪aɾ d̪ɔ ɔɽaʔɾɛ menaa,mit̪ʔ-ʈɛn ɖak̚t̪aɾ d̪ɔ ɔɽaʔ-ɾɛ mena-a,one-CLF.HUM doctor TOP house-LOC exist-FIN,One doctor is in the house.
synthetic_see_paradigm.eaf,964,2031034,2032481,alɛlɛ t̪ɘŋgiɛd̪a,alɛ-lɛ t̪ɘŋgi-ɛ-d̪a,1PL.EXCL-1PL.EXCL wait-PROG-FIN,We are waiting.
synthetic_texts_glossed.eaf,965,2032481,2034148,bilətɾɛ kaʈa menaa,bilət-ɾɛ kaʈa mena-a,england-LOC foot exist-FIN,There is a foot in the england.
synthetic_dialogues_glossed.eaf,966,2034148,2037544,alɛ d̪ɔ basaŋ ɟɔma mɛnkʰan basaŋ balɛ ɟɔma,alɛ d̪ɔ basaŋ ɟɔm-a mɛnkʰan basaŋ ba-lɛ ɟɔm-a,1PL.EXCL TOP cooked.food eat-FIN but cooked.food NEG-1PL.EXCL eat-FIN,"We will eat the cooked food, but do not eat the cooked food."
synthetic_see_paradigm.eaf,967,2037544,2039837,iɲ d̪ɔ mɔbaĭl pʰon bɘɲ ɘkʰɾiɲa,iɲ d̪ɔ mɔbaĭl pʰon bɘ-ɲ ɘkʰɾiɲ-a,1SG TOP mobile.phone NEG-1SG sell-FIN,I do not sell the mobile phone.
synthetic_school_dialogue_glossed.eaf,968,2039837,2042713,sɛt̪aʔɾɛ am bʰad͡ʒan ɲɛlkat̪ɛ ɟɔlaɾɛ gat̪ea,sɛt̪aʔ-ɾɛ am bʰad͡ʒan ɲɛl-kat̪ɛ ɟɔla-ɾɛ gat̪e-a,morning-LOC 2SG basket see-CVB lake-LOC play-FIN,"In the morning, you see the basket and then play in the lake."
synthetic_dialogues_glossed.eaf,969,2042713,2044904,akʰɾa d̪ɔ ɔkaɾɛ menaa,akʰɾa d̪ɔ ɔka-ɾɛ mena-a,gathering TOP where-LOC exist-FIN,Where is the gathering?
synthetic_school_dialogue_glossed.eaf,970,2044904,2047758,sɛt̪aʔɾɛ uni ɲɛlɛɾasa ɟɔmkat̪ɛ gaɖaɾɛ calaʔa,sɛt̪aʔ-ɾɛ uni ɲɛlɛɾasa ɟɔm-kat̪ɛ gaɖa-ɾɛ calaʔ-a,morning-LOC 3SG.ANIM honey eat-CVB river-LOC go-FIN,"In the morning, he/she eat the honey and then go to the river."
synthetic_dialogues_glossed.eaf,971,2047758,2051068,alɛ d̪ɔ basaŋ ɟɔma mɛnkʰan haku balɛ ɟɔma,alɛ d̪ɔ basaŋ ɟɔm-a mɛnkʰan haku ba-lɛ ɟɔm-a,1PL.EXCL TOP cooked.food eat-FIN but fish NEG-1PL.EXCL eat-FIN,"We will eat the cooked food, but do not eat the fish."
synthetic_dialogues_glossed.eaf,972,2051068,2054441,uni d̪ɔ d̪aʔ ɲua mɛnkʰan d̪aʔ bai̯ ɲua,uni d̪ɔ d̪aʔ ɲu-a mɛnkʰan d̪aʔ ba-i̯ ɲu-a,3SG.ANIM TOP water drink-FIN but water NEG-3SG.ANIM drink-FIN,"He/she will drink the water, but does not drink the water."
synthetic_paradigm_glossed.eaf,973,2054441,2056340,uniaʔ bajaban d̪ɔ nɔwaa,uni-aʔ bajaban d̪ɔ nɔwa-a,3SG-GEN deluge TOP new-FIN,His/her deluge is new.
synthetic_texts_glossed.eaf,974,2056340,2057968,bɛbɛ d̪ɔ ɟɘɾuɽa,bɛbɛ d̪ɔ ɟɘɾuɽ-a,croak.of.frogs TOP important-FIN,The croak of frogs is important.
synthetic_bangla_glossed.eaf,975,2057968,2060047,oŋko d̪ɔ mɔbaĭl pʰon ɘkʰɾiɲa,oŋko d̪ɔ mɔbaĭl pʰon ɘkʰɾiɲ-a,3PL.ANIM TOP mobile.phone sell-FIN,They will sell the mobile phone.
synthetic_bangla_glossed.eaf,976,2060047,2062055,am d̪ɔ pɘɾsi ɾɔɽa,am d̪ɔ pɘɾsi ɾɔɽ-a,2SG TOP language speak-FIN,You will speak the language.
synthetic_new_glossed_3.eaf,977,2062055,2064354,mit̪ʔ haku d̪ɔ at̪oɾɛ menaa,mit̪ʔ haku d̪ɔ at̪o-ɾɛ mena-a,one fish TOP village-LOC exist-FIN,One fish is in the village.
synthetic_texts_glossed.eaf,978,2064354,2065890,bilənɾɛ bə̃hi menaa,bilən-ɾɛ bə̃hi mena-a,wide.expanse.of-LOC arm exist-FIN,There is an arm in the wide expanse of land.
synthetic_bangla_glossed.eaf,979,2065890,2068020,alɛ d̪ɔ ɲɛlɛɾasa ɟɔma,alɛ d̪ɔ ɲɛlɛɾasa ɟɔm-a,1PL.EXCL TOP honey eat-FIN,We will eat the honey.
synthetic_see_paradigm.eaf,980,2068020,2070275,am d̪ɔ d̪aʔ bam ɲua,am d̪ɔ d̪aʔ ba-m ɲu-a,2SG TOP water NEG-2SG drink-FIN,You do not drink the water.
synthetic_school_dialogue_glossed.eaf,981,2070275,2073093,t̪eheɲɾɛ apɛ d̪aʔ ɲukat̪ɛ ɔɽaʔɾɛ hiɟuʔa,t̪eheɲ-ɾɛ apɛ d̪aʔ ɲu-kat̪ɛ ɔɽaʔ-ɾɛ hiɟuʔ-a,today-LOC 2PL water drink-CVB house-LOC come-FIN,"Today, you all drink the water and then come to the house."
synthetic_bangla_glossed.eaf,982,2073093,2075086,iɲ d̪ɔ t̪o̯͡a ɲua,iɲ d̪ɔ t̪o̯͡a ɲu-a,1SG TOP milk drink-FIN,I will drink the milk.
synthetic_paradigm_glossed.eaf,983,2075086,2076960,apɛaʔ ɟɔmaʔ d̪ɔ sibila,apɛ-aʔ ɟɔmaʔ d̪ɔ sibil-a,2PL-GEN food TOP tasty-FIN,Your food is tasty.
synthetic_school_dialogue_glossed.eaf,984,2076960,2079734,ɔkt̪ɛɾɛ oŋko baɾahi ɲɛlkat̪ɛ gaɖaɾɛ calaʔa,ɔkt̪ɛ-ɾɛ oŋko baɾahi ɲɛl-kat̪ɛ gaɖa-ɾɛ calaʔ-a,time-LOC 3PL.ANIM thick.straw.rope see-CVB river-LOC go-FIN,"At that time, they see the thick straw rope and then go to the river."
synthetic_paradigm_glossed.eaf,985,2079734,2081861,iɲaʔ baba d̪ɔ lɘʈua,iɲ-aʔ baba d̪ɔ lɘʈu-a,1SG-GEN father TOP small-FIN,My father is small.
synthetic_see_paradigm.eaf,986,2081861,2083312,amɛm ɲuɛd̪a,am-ɛm ɲu-ɛ-d̪a,2SG-2SG drink-PROG-FIN,You is drinking.
synthetic_texts_glossed.eaf,987,2083312,2084936,aɾel d̪ɔ mɔ̃ɟa,aɾel d̪ɔ mɔ̃ɟ-a,hail TOP good-FIN,The hail is good.
synthetic_texts_glossed.eaf,988,2084936,2086772,bilənɾɛ bɛtʰiɾ menaa,bilən-ɾɛ bɛtʰiɾ mena-a,wide.expanse.of-LOC unrest exist-FIN,There is an unrest in the wide expanse of land.
synthetic_new_glossed_3.eaf,989,2086772,2089092,mit̪ʔʈɛn pusi d̪ɔ iskulɾɛ menaa,mit̪ʔ-ʈɛn pusi d̪ɔ iskul-ɾɛ mena-a,one-CLF.HUM cat TOP school-LOC exist-FIN,One cat is in the school.
synthetic_school_dialogue_glossed.eaf,990,2089092,2091848,ɔkt̪ɛɾɛ alɛ d̪aʔ ɲukat̪ɛ iskulɾɛ hiɟuʔa,ɔkt̪ɛ-ɾɛ alɛ d̪aʔ ɲu-kat̪ɛ iskul-ɾɛ hiɟuʔ-a,time-LOC 1PL.EXCL water drink-CVB school-LOC come-FIN,"At that time, we drink the water and then come to the school."
synthetic_paradigm_glossed.eaf,991,2091848,2093584,oŋkoko basaŋ ɟɔmkeda,oŋko-ko basaŋ ɟɔm-ked-a,3PL.ANIM-3PL.ANIM cooked.food eat-PST-FIN,They ate the cooked food.
synthetic_dialogues_glossed.eaf,992,2093584,2097091,am d̪ɔ gʰuɽi ɘkʰɾiɲa mɛnkʰan gʰuɽi bam ɘkʰɾiɲa,am d̪ɔ gʰuɽi ɘkʰɾiɲ-a mɛnkʰan gʰuɽi ba-m ɘkʰɾiɲ-a,2SG TOP watch sell-FIN but watch NEG-2SG sell-FIN,"You will sell the watch, but do not sell the watch."
synthetic_texts_glossed.eaf,993,2097091,2098878,at̪oɾɛ bɛtʰiɾ menaa,at̪o-ɾɛ bɛtʰiɾ mena-a,village-LOC unrest exist-FIN,There is an unrest in the village.
synthetic_paradigm_glossed.eaf,994,2098878,2100575,iɲiɲ d̪aʔ ɲukeda,iɲ-iɲ d̪aʔ ɲu-ked-a,1SG-1SG water drink-PST-FIN,I drank the water.
synthetic_new_glossed_3.eaf,995,2100575,2102842,mit̪ʔʈɛn bat͡ʃʰɽa koɽa d̪ɔ ɔɽaʔɾɛ menaa,mit̪ʔ-ʈɛn bat͡ʃʰɽa koɽa d̪ɔ ɔɽaʔ-ɾɛ mena-a,one-CLF.HUM hobbledehoy TOP house-LOC exist-FIN,One hobbledehoy is in the house.
synthetic_paradigm_glossed.eaf,996,2102842,2104920,apɛaʔ bəd͡ʒi d̪ɔ nɔwaa,apɛ-aʔ bəd͡ʒi d̪ɔ nɔwa-a,2PL-GEN wager TOP new-FIN,Your wager is new.
synthetic_new_glossed_3.eaf,997,2104920,2107372,mit̪ʔ mɔbaĭl pʰon d̪ɔ at̪oɾɛ menaa,mit̪ʔ mɔbaĭl pʰon d̪ɔ at̪o-ɾɛ mena-a,one mobile.phone TOP village-LOC exist-FIN,One mobile phone is in the village.
synthetic_texts_glossed.eaf,998,2107372,2109190,kaʈa d̪ɔ nɔwaa,kaʈa d̪ɔ nɔwa-a,foot TOP new-FIN,The foot is new.
synthetic_see_paradigm.eaf,999,2109190,2110568,oŋkoko ɘkʰɾiɲɛd̪a,oŋko-ko ɘkʰɾiɲ-ɛ-d̪a,3PL.ANIM-3PL.ANIM sell-PROG-FIN,They are selling.
synthetic_dialogues_glossed.eaf,1000,2110568,2113889,oŋko d̪ɔ hɔɽ gɔɽɔa mɛnkʰan ɖak̚t̪aɾ bako gɔɽɔa,oŋko d̪ɔ hɔɽ gɔɽɔ-a mɛnkʰan ɖak̚t̪aɾ ba-ko gɔɽɔ-a,3PL.ANIM TOP person help-FIN but doctor NEG-3PL.ANIM help-FIN,"They will help the person, but do not help the doctor."
synthetic_imperatives_glossed.eaf,1001,2113889,2115841,d̪a.ja kat̪ɛ sɔhɔɽɾɛ calaʔmɛ,d̪a.ja kat̪ɛ sɔhɔɽ-ɾɛ calaʔ-mɛ,please Manner town-LOC go-IMP.2SG.POL,Please go to the town.
synthetic_dialogues_glossed.eaf,1002,2115841,2119327,apɛ d̪ɔ gʰuɽi kiɾiɲa mɛnkʰan ɟɔmaʔ bapɛ kiɾiɲa,apɛ d̪ɔ gʰuɽi kiɾiɲ-a mɛnkʰan ɟɔmaʔ ba-pɛ kiɾiɲ-a,2PL TOP watch buy-FIN but food NEG-2PL buy-FIN,"You all will buy the watch, but do not buy the food."
synthetic_see_paradigm.eaf,1003,2119327,2121627,uni d̪ɔ bəndki bai̯ ɲɛla,uni d̪ɔ bəndki ba-i̯ ɲɛl-a,3SG.ANIM TOP mortgage NEG-3SG.ANIM see-FIN,He/she does not see the mortgage.
synthetic_bangla_glossed.eaf,1004,2121627,2123817,apɛ d̪ɔ ʈaka ɲama,apɛ d̪ɔ ʈaka ɲam-a,2PL TOP money get-FIN,You all will get the money.
synthetic_see_paradigm.eaf,1005,2123817,2125032,amɛm paɽha͡o̯ɛd̪a,am-ɛm paɽha͡o̯-ɛ-d̪a,2SG-2SG study-PROG-FIN,You is studying.
synthetic_school_dialogue_glossed.eaf,1006,2125032,2127904,t̪eheɲɾɛ iɲ bedna ɲɛlkat̪ɛ ɟɔlaɾɛ kɘmia,t̪eheɲ-ɾɛ iɲ bedna ɲɛl-kat̪ɛ ɟɔla-ɾɛ kɘmi-a,today-LOC 1SG grief see-CVB lake-LOC work-FIN,"Today, I see the grief and then work in the lake."
synthetic_texts_glossed.eaf,1007,2127904,2129569,aɾoɳʈ d̪ɔ nɔwaa,aɾoɳʈ d̪ɔ nɔwa-a,warrant TOP new-FIN,The warrant is new.
synthetic_texts_glossed.eaf,1008,2129569,2131202,iskulɾɛ at̪o menaa,iskul-ɾɛ at̪o mena-a,school-LOC village exist-FIN,There is a village in the school.
synthetic_paradigm_glossed.eaf,1009,2131202,2132759,alɛlɛ hɔɽ gɔɽɔkeda,alɛ-lɛ hɔɽ gɔɽɔ-ked-a,1PL.EXCL-1PL.EXCL person help-PST-FIN,We helped the person.
synthetic_see_paradigm.eaf,1010,2132759,2133962,oŋkoko gat̪eɛd̪a,oŋko-ko gat̪e-ɛ-d̪a,3PL.ANIM-3PL.ANIM play-PROG-FIN,They are playing.
synthetic_texts_glossed.eaf,1011,2133962,2135500,bʰusə d̪ɔ ɟɘɾuɽa,bʰusə d̪ɔ ɟɘɾuɽ-a,chaff TOP important-FIN,The chaff is important.
synthetic_new_glossed.eaf,1012,2135500,2137611,am d̪ɔ bʰaʈa ɲɛlakada,am d̪ɔ bʰaʈa ɲɛl-akad-a,2SG TOP furnace see-PRF-FIN,You have seen the furnace.
synthetic_new_glossed_3.eaf,1013,2137611,2139854,mit̪ʔʈɛn ajo d̪ɔ sɔhɔɽɾɛ menaa,mit̪ʔ-ʈɛn ajo d̪ɔ sɔhɔɽ-ɾɛ mena-a,one-CLF.HUM mother TOP town-LOC exist-FIN,One mother is in the town.
synthetic_school_dialogue_glossed.eaf,1014,2139854,2142598,ɔkt̪ɛɾɛ uni haku ɟɔmkat̪ɛ ɟɔlaɾɛ kɘmia,ɔkt̪ɛ-ɾɛ uni haku ɟɔm-kat̪ɛ ɟɔla-ɾɛ kɘmi-a,time-LOC 3SG.ANIM fish eat-CVB lake-LOC work-FIN,"At that time, he/she eat the fish and then work in the lake."
synthetic_school_dialogue_glossed.eaf,1015,2142598,2145393,sɛt̪aʔɾɛ alɛ d̪aʔ ɲukat̪ɛ sɔhɔɽɾɛ gat̪ea,sɛt̪aʔ-ɾɛ alɛ d̪aʔ ɲu-kat̪ɛ sɔhɔɽ-ɾɛ gat̪e-a,morning-LOC 1PL.EXCL water drink-CVB town-LOC play-FIN,"In the morning, we drink the water and then play in the town."
synthetic_texts_glossed.eaf,1016,2145393,2147068,ao̯tanɾɛ ɟɔla menaa,ao̯tan-ɾɛ ɟɔla mena-a,covert-LOC lake exist-FIN,There is a lake in the covert.
synthetic_imperatives_glossed.eaf,1017,2147068,2148966,d̪a.ja kat̪ɛ ɟɔlaɾɛ hiɟuʔmɛ,d̪a.ja kat̪ɛ ɟɔla-ɾɛ hiɟuʔ-mɛ,please Manner lake-LOC come-IMP.2SG.POL,Please come to the lake.
synthetic_texts_glossed.eaf,1018,2148966,2150580,əjup̕ pajaɾ d̪ɔ ɟɘɾuɽa,əjup̕ pajaɾ d̪ɔ ɟɘɾuɽ-a,eventide TOP important-FIN,The eventide is important.
synthetic_bangla_glossed.eaf,1019,2150580,2153421,iɲ d̪ɔ bəɖʰi aɾ bembʰa ɲɛla,iɲ d̪ɔ bəɖʰi aɾ bembʰa ɲɛl-a,1SG TOP carpenter and muff see-FIN,I will see the carpenter and the muff.
synthetic_texts_glossed.eaf,1020,2153421,2154932,at̪oɾɛ əguə̯daɾ menaa,at̪o-ɾɛ əguə̯daɾ mena-a,village-LOC forerunner exist-FIN,There is a forerunner in the village.
synthetic_texts_glossed.eaf,1021,2154932,2156698,ao̯tanɾɛ alao̯ menaa,ao̯tan-ɾɛ alao̯ mena-a,covert-LOC beating exist-FIN,There is a beating in the covert.
synthetic_paradigm_glossed.eaf,1022,2156698,2158630,alɛaʔ badgot͡ʃak̕ d̪ɔ nɔwaa,alɛ-aʔ badgot͡ʃak̕ d̪ɔ nɔwa-a,1PL.EXCL-GEN fern TOP new-FIN,Our fern is new.
synthetic_school_dialogue_glossed.eaf,1023,2158630,2161397,ɔkt̪ɛɾɛ uni t̪o̯͡a ɲukat̪ɛ gaɖaɾɛ gat̪ea,ɔkt̪ɛ-ɾɛ uni t̪o̯͡a ɲu-kat̪ɛ gaɖa-ɾɛ gat̪e-a,time-LOC 3SG.ANIM milk drink-CVB river-LOC play-FIN,"At that time, he/she drink the milk and then play in the river."
synthetic_see_paradigm.eaf,1024,2161397,2162756,unii̯ kiɾiɲɛd̪a,uni-i̯ kiɾiɲ-ɛ-d̪a,3SG.ANIM-3SG.ANIM buy-PROG-FIN,He/she is buying.
synthetic_new_glossed.eaf,1025,2162756,2164642,oŋko d̪ɔ hɔɽ gɔɽɔakada,oŋko d̪ɔ hɔɽ gɔɽɔ-akad-a,3PL.ANIM TOP person help-PRF-FIN,They have helped the person.
synthetic_see_paradigm.eaf,1026,2164642,2166058,alɛlɛ gɔc̚ʔɛd̪a,alɛ-lɛ gɔc̚ʔ-ɛ-d̪a,1PL.EXCL-1PL.EXCL die-PROG-FIN,We are dying.
synthetic_school_dialogue_glossed.eaf,1027,2166058,2168746,sɛt̪aʔɾɛ iɲ haku kiɾiɲkat̪ɛ at̪oɾɛ kɘmia,sɛt̪aʔ-ɾɛ iɲ haku kiɾiɲ-kat̪ɛ at̪o-ɾɛ kɘmi-a,morning-LOC 1SG fish buy-CVB village-LOC work-FIN,"In the morning, I buy the fish and then work in the village."
