file,utterance_id,start_ms,end_ms,bangla,english,ipa_original,ipa_normalized,segments,glosses,notes
synthetic_see_paradigm.eaf,1026,2164642,2166058,[SYN.1026] আমরা মারা যাচ্ছি।,We are dying.,alɛlɛ gɔc̚ʔɛd̪a.,alɛ-lɛ gɔc̚ʔ-ɛ-d̪a.,alɛ-lɛ | gɔc̚ʔ-ɛ-d̪a,1PL.EXCL-1PL.EXCL | die-PROG-FIN,Synthetic PROG-FIN agreement pattern based on see-paradigm rows.
synthetic_school_dialogue_glossed.eaf,1027,2166058,2168746,[SYN.1027] সকালে আমি মাছ কিনে গ্রামে কাজ করব।,"In the morning, I buy the fish and then work in the village.",sɛt̪aʔɾɛ iɲ haku kiɾiɲkat̪ɛ at̪oɾɛ kɘmia.,sɛt̪aʔ-ɾɛ iɲ haku kiɾiɲ-kat̪ɛ at̪o-ɾɛ kɘmi-a.,sɛt̪aʔ-ɾɛ | iɲ | haku | kiɾiɲ-kat̪ɛ | at̪o-ɾɛ | kɘmi-a,morning-LOC | 1SG | fish | buy-CVB | village-LOC | work-FIN,
synthetic_bangla_glossed.eaf,1028,2168746,2171387,[SYN.1028] আমি পানি ও দুধ পান করব।,I will drink the water and the milk.,iɲ d̪ɔ d̪aʔ aɾ t̪o̯͡a ɲua.,iɲ d̪ɔ d̪aʔ aɾ t̪o̯͡a ɲu-a.,iɲ | d̪ɔ | d̪aʔ | aɾ | t̪o̯͡a | ɲu-a,1SG | TOP | water | and | milk | drink-FIN,Synthetic coordination with aɾ 'and'.
synthetic_texts_glossed.eaf,1029,2171387,2173141,[SYN.1029] অবিশ্বাসীটি নতুন।,The heathen is new.,bedin d̪ɔ nɔwaa.,bedin d̪ɔ nɔwa-a.,bedin | d̪ɔ | nɔwa-a,heathen | TOP | new-FIN,Synthetic TOP + adjectival-FIN clause following layout A/B labels.
synthetic_texts_glossed.eaf,1030,2173141,2174991,[SYN.1030] জিহ্বাটি ভালো।,The tongue is good.,alaŋ d̪ɔ mɔ̃ɟa.,alaŋ d̪ɔ mɔ̃ɟ-a.,alaŋ | d̪ɔ | mɔ̃ɟ-a,tongue | TOP | good-FIN,
synthetic_new_glossed_3.eaf,1031,2174991,2177362,[SYN.1031] একটি ভাই শহরে আছে।,One brother is in the town.,mit̪ʔʈɛn bɔ͡i̯ha d̪ɔ sɔhɔɽɾɛ menaa.,mit̪ʔ-ʈɛn bɔ͡i̯ha d̪ɔ sɔhɔɽ-ɾɛ mena-a.,mit̪ʔ-ʈɛn | bɔ͡i̯ha | d̪ɔ | sɔhɔɽ-ɾɛ | mena-a,one-CLF.HUM | brother | TOP | town-LOC | exist-FIN,
synthetic_dialogues_glossed.eaf,1032,2177362,2180984,"[SYN.1032] তারা কথা পড়বে, কিন্তু পাঠ পড়বে না।","They will study the word, but do not study the lesson.",oŋko d̪ɔ kat̪ʰa paɽha͡o̯a mɛnkʰan sikʰnɘt̪ bako paɽha͡o̯a.,oŋko d̪ɔ kat̪ʰa paɽha͡o̯-a mɛnkʰan sikʰnɘt̪ ba-ko paɽha͡o̯-a.,oŋko | d̪ɔ | kat̪ʰa | paɽha͡o̯-a | mɛnkʰan | sikʰnɘt̪ | ba-ko | paɽha͡o̯-a,3PL.ANIM | TOP | word | study-FIN | but | lesson | NEG-3PL.ANIM | study-FIN,
synthetic_new_glossed_3.eaf,1033,2180984,2183488,[SYN.1033] একটি মা হ্রদে আছে।,One mother is in the lake.,mit̪ʔʈɛn gɔgɔ d̪ɔ ɟɔlaɾɛ menaa.,mit̪ʔ-ʈɛn gɔgɔ d̪ɔ ɟɔla-ɾɛ mena-a.,mit̪ʔ-ʈɛn | gɔgɔ | d̪ɔ | ɟɔla-ɾɛ | mena-a,one-CLF.HUM | mother | TOP | lake-LOC | exist-FIN,
synthetic_texts_glossed.eaf,1034,2183488,2185207,[SYN.1034] নদীতে একটি উৎসব আছে।,There is a festival in the river.,gaɖaɾɛ pɔɾɔb menaa.,gaɖa-ɾɛ pɔɾɔb mena-a.,gaɖa-ɾɛ | pɔɾɔb | mena-a,river-LOC | festival | exist-FIN,
synthetic_bangla_glossed.eaf,1035,2185207,2187361,[SYN.1035] আমরা খাবার কিনব।,We will buy the food.,alɛ d̪ɔ ɟɔmaʔ kiɾiɲa.,alɛ d̪ɔ ɟɔmaʔ kiɾiɲ-a.,alɛ | d̪ɔ | ɟɔmaʔ | kiɾiɲ-a,1PL.EXCL | TOP | food | buy-FIN,
synthetic_see_paradigm.eaf,1036,2187361,2188781,[SYN.1036] সে যাচ্ছে।,He/she is going.,unii̯ calaʔɛd̪a.,uni-i̯ calaʔ-ɛ-d̪a.,uni-i̯ | calaʔ-ɛ-d̪a,3SG.ANIM-3SG.ANIM | go-PROG-FIN,Synthetic PROG-FIN agreement pattern based on see-paradigm rows.
synthetic_texts_glossed.eaf,1037,2188781,2190437,[SYN.1037] জারজটি ছোট।,The bastard is small.,bidʰuə̯ d̪ɔ lɘʈua.,bidʰuə̯ d̪ɔ lɘʈu-a.,bidʰuə̯ | d̪ɔ | lɘʈu-a,bastard | TOP | small-FIN,Synthetic TOP + adjectival-FIN clause following layout A/B labels.
synthetic_school_dialogue_glossed.eaf,1038,2190437,2193295,[SYN.1038] সকালে আমরা জাদুবিদ্যা দেখে হ্রদে কাজ করব।,"In the morning, we see the sorcery and then work in the lake.",sɛt̪aʔɾɛ alɛ ban ɲɛlkat̪ɛ ɟɔlaɾɛ kɘmia.,sɛt̪aʔ-ɾɛ alɛ ban ɲɛl-kat̪ɛ ɟɔla-ɾɛ kɘmi-a.,sɛt̪aʔ-ɾɛ | alɛ | ban | ɲɛl-kat̪ɛ | ɟɔla-ɾɛ | kɘmi-a,morning-LOC | 1PL.EXCL | sorcery | see-CVB | lake-LOC | work-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_school_dialogue_glossed.eaf,1039,2193295,2195983,[SYN.1039] সেই সময় আমরা ঘড়ি কিনে শহরে খেলব।,"At that time, we buy the watch and then play in the town.",ɔkt̪ɛɾɛ alɛ gʰuɽi kiɾiɲkat̪ɛ sɔhɔɽɾɛ gat̪ea.,ɔkt̪ɛ-ɾɛ alɛ gʰuɽi kiɾiɲ-kat̪ɛ sɔhɔɽ-ɾɛ gat̪e-a.,ɔkt̪ɛ-ɾɛ | alɛ | gʰuɽi | kiɾiɲ-kat̪ɛ | sɔhɔɽ-ɾɛ | gat̪e-a,time-LOC | 1PL.EXCL | watch | buy-CVB | town-LOC | play-FIN,
synthetic_texts_glossed.eaf,1040,2195983,2197530,[SYN.1040] স্কুলে একটি খেলা আছে।,There is a game in the school.,iskulɾɛ bʰelguɖa menaa.,iskul-ɾɛ bʰelguɖa mena-a.,iskul-ɾɛ | bʰelguɖa | mena-a,school-LOC | game | exist-FIN,
synthetic_paradigm_glossed.eaf,1041,2197530,2199475,[SYN.1041] তাদের টাকা গুরুত্বপূর্ণ।,Their money is important.,oŋkoaʔ ʈaka d̪ɔ ɟɘɾuɽa.,oŋko-aʔ ʈaka d̪ɔ ɟɘɾuɽ-a.,oŋko-aʔ | ʈaka | d̪ɔ | ɟɘɾuɽ-a,3PL-GEN | money | TOP | important-FIN,
synthetic_texts_glossed.eaf,1042,2199475,2201024,[SYN.1042] মোবাইল ফোনটি ভালো।,The mobile phone is good.,mɔbaĭl pʰon d̪ɔ mɔ̃ɟa.,mɔbaĭl pʰon d̪ɔ mɔ̃ɟ-a.,mɔbaĭl pʰon | d̪ɔ | mɔ̃ɟ-a,mobile.phone | TOP | good-FIN,
synthetic_texts_glossed.eaf,1043,2201024,2202742,[SYN.1043] টাকাটি গুরুত্বপূর্ণ।,The money is important.,ʈaka d̪ɔ ɟɘɾuɽa.,ʈaka d̪ɔ ɟɘɾuɽ-a.,ʈaka | d̪ɔ | ɟɘɾuɽ-a,money | TOP | important-FIN,
synthetic_see_paradigm.eaf,1044,2202742,2204980,[SYN.1044] আমি কথা লিখব না।,I do not write the word.,iɲ d̪ɔ kat̪ʰa bɘɲ ɔlɔʔa.,iɲ d̪ɔ kat̪ʰa bɘ-ɲ ɔlɔʔ-a.,iɲ | d̪ɔ | kat̪ʰa | bɘ-ɲ | ɔlɔʔ-a,1SG | TOP | word | NEG-1SG | write-FIN,Synthetic NEG-pronominal marker pattern from the see paradigm.
synthetic_paradigm_glossed.eaf,1045,2204980,2206918,[SYN.1045] তোমার হাত পরিষ্কার।,Your hand is clean.,amaʔ t̪i d̪ɔ sapʰaa.,am-aʔ t̪i d̪ɔ sapʰa-a.,am-aʔ | t̪i | d̪ɔ | sapʰa-a,2SG-GEN | hand | TOP | clean-FIN,
synthetic_texts_glossed.eaf,1046,2206918,2208671,[SYN.1046] স্কুলে একটি রীতি আছে।,There is a customs in the school.,iskulɾɛ at͡ʃaɾ menaa.,iskul-ɾɛ at͡ʃaɾ mena-a.,iskul-ɾɛ | at͡ʃaɾ | mena-a,school-LOC | customs | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_paradigm_glossed.eaf,1047,2208671,2210868,[SYN.1047] তোমাদের পদ্য ভালো।,Your verse is good.,apɛaʔ ae̯t d̪ɔ mɔ̃ɟa.,apɛ-aʔ ae̯t d̪ɔ mɔ̃ɟ-a.,apɛ-aʔ | ae̯t | d̪ɔ | mɔ̃ɟ-a,2PL-GEN | verse | TOP | good-FIN,
synthetic_see_paradigm.eaf,1048,2210868,2213376,[SYN.1048] তুমি ভাষা লিখবে না।,You do not write the language.,am d̪ɔ pɘɾsi bam ɔlɔʔa.,am d̪ɔ pɘɾsi ba-m ɔlɔʔ-a.,am | d̪ɔ | pɘɾsi | ba-m | ɔlɔʔ-a,2SG | TOP | language | NEG-2SG | write-FIN,Synthetic NEG-pronominal marker pattern from the see paradigm.
synthetic_texts_glossed.eaf,1049,2213376,2215061,[SYN.1049] নিকটবর্তী এলাকাে একটি উই পোকা আছে।,There is a termite in the vicinity.,aɖe ʈolaɾɛ bʰuku menaa.,aɖe ʈola-ɾɛ bʰuku mena-a.,aɖe ʈola-ɾɛ | bʰuku | mena-a,vicinity-LOC | termite | exist-FIN,
synthetic_paradigm_glossed.eaf,1050,2215061,2216810,[SYN.1050] তুমি মোবাইল ফোন বিক্রি করেছিলে।,You sold the mobile phone.,amɛm mɔbaĭl pʰon ɘkʰɾiɲkeda.,am-ɛm mɔbaĭl pʰon ɘkʰɾiɲ-ked-a.,am-ɛm | mɔbaĭl pʰon | ɘkʰɾiɲ-ked-a,2SG-2SG | mobile.phone | sell-PST-FIN,
synthetic_texts_glossed.eaf,1051,2216810,2218345,[SYN.1051] পানিটি সুস্বাদু।,The water is tasty.,d̪aʔ d̪ɔ sibila.,d̪aʔ d̪ɔ sibil-a.,d̪aʔ | d̪ɔ | sibil-a,water | TOP | tasty-FIN,
synthetic_texts_glossed.eaf,1052,2218345,2219949,[SYN.1052] বাসস্থানে একটি গুজব রটনাকারী আছে।,There is a gossiping in the dwelling place.,basɾɛ bəd͡ʒniə̯ menaa.,bas-ɾɛ bəd͡ʒniə̯ mena-a.,bas-ɾɛ | bəd͡ʒniə̯ | mena-a,dwelling.place-LOC | gossiping | exist-FIN,
synthetic_dialogues_glossed.eaf,1053,2219949,2223355,"[SYN.1053] আমরা পাঠ পড়ব, কিন্তু ভাষা পড়ব না।","We will study the lesson, but do not study the language.",alɛ d̪ɔ sikʰnɘt̪ paɽha͡o̯a mɛnkʰan pɘɾsi balɛ paɽha͡o̯a.,alɛ d̪ɔ sikʰnɘt̪ paɽha͡o̯-a mɛnkʰan pɘɾsi ba-lɛ paɽha͡o̯-a.,alɛ | d̪ɔ | sikʰnɘt̪ | paɽha͡o̯-a | mɛnkʰan | pɘɾsi | ba-lɛ | paɽha͡o̯-a,1PL.EXCL | TOP | lesson | study-FIN | but | language | NEG-1PL.EXCL | study-FIN,
synthetic_texts_glossed.eaf,1054,2223355,2224890,[SYN.1054] প্রকারটি নতুন।,The kinds is new.,bʰə̃t d̪ɔ nɔwaa.,bʰə̃t d̪ɔ nɔwa-a.,bʰə̃t | d̪ɔ | nɔwa-a,kinds | TOP | new-FIN,
synthetic_paradigm_glossed.eaf,1055,2224890,2226404,[SYN.1055] আমরা পানি পান করেছিলাম।,We drank the water.,alɛlɛ d̪aʔ ɲukeda.,alɛ-lɛ d̪aʔ ɲu-ked-a.,alɛ-lɛ | d̪aʔ | ɲu-ked-a,1PL.EXCL-1PL.EXCL | water | drink-PST-FIN,
synthetic_texts_glossed.eaf,1056,2226404,2228143,[SYN.1056] গুহাে একটি পিঁপড়া আছে।,There is an ant in the cave.,bʰugək̕ɾɛ muc̚ʔ menaa.,bʰugək̕-ɾɛ muc̚ʔ mena-a.,bʰugək̕-ɾɛ | muc̚ʔ | mena-a,cave-LOC | ant | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_texts_glossed.eaf,1057,2228143,2229826,[SYN.1057] আড়ালে একটি শহর আছে।,There is a town in the covert.,ao̯tanɾɛ sɔhɔɽ menaa.,ao̯tan-ɾɛ sɔhɔɽ mena-a.,ao̯tan-ɾɛ | sɔhɔɽ | mena-a,covert-LOC | town | exist-FIN,
synthetic_school_dialogue_glossed.eaf,1058,2229826,2232639,[SYN.1058] সেই সময় আমি ভাষা লিখে কুয়ায় কাজ করব।,"At that time, I write the language and then work in the well.",ɔkt̪ɛɾɛ iɲ pɘɾsi ɔlɔʔkat̪ɛ kuɲɾɛ kɘmia.,ɔkt̪ɛ-ɾɛ iɲ pɘɾsi ɔlɔʔ-kat̪ɛ kuɲ-ɾɛ kɘmi-a.,ɔkt̪ɛ-ɾɛ | iɲ | pɘɾsi | ɔlɔʔ-kat̪ɛ | kuɲ-ɾɛ | kɘmi-a,time-LOC | 1SG | language | write-CVB | well-LOC | work-FIN,
synthetic_texts_glossed.eaf,1059,2232639,2234326,[SYN.1059] ইংল্যান্ডে একটি দুধ আছে।,There is a milk in the england.,bilətɾɛ t̪o̯͡a menaa.,bilət-ɾɛ t̪o̯͡a mena-a.,bilət-ɾɛ | t̪o̯͡a | mena-a,england-LOC | milk | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_texts_glossed.eaf,1060,2234326,2236011,[SYN.1060] বাসস্থানে একটি আয়না আছে।,There is a mirror in the dwelling place.,basɾɛ əɾsi menaa.,bas-ɾɛ əɾsi mena-a.,bas-ɾɛ | əɾsi | mena-a,dwelling.place-LOC | mirror | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_texts_glossed.eaf,1061,2236011,2237668,[SYN.1061] হ্রদে একটি আয়না আছে।,There is a mirror in the lake.,ɟɔlaɾɛ əɾsi menaa.,ɟɔla-ɾɛ əɾsi mena-a.,ɟɔla-ɾɛ | əɾsi | mena-a,lake-LOC | mirror | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_school_dialogue_glossed.eaf,1062,2237668,2240543,[SYN.1062] সকালে আমরা ভাষা পড়ে হ্রদে খেলব।,"In the morning, we study the language and then play in the lake.",sɛt̪aʔɾɛ alɛ pɘɾsi paɽha͡o̯kat̪ɛ ɟɔlaɾɛ gat̪ea.,sɛt̪aʔ-ɾɛ alɛ pɘɾsi paɽha͡o̯-kat̪ɛ ɟɔla-ɾɛ gat̪e-a.,sɛt̪aʔ-ɾɛ | alɛ | pɘɾsi | paɽha͡o̯-kat̪ɛ | ɟɔla-ɾɛ | gat̪e-a,morning-LOC | 1PL.EXCL | language | study-CVB | lake-LOC | play-FIN,
synthetic_see_paradigm.eaf,1063,2240543,2242841,[SYN.1063] আমি ঘড়ি বিক্রি করব না।,I do not sell the watch.,iɲ d̪ɔ gʰuɽi bɘɲ ɘkʰɾiɲa.,iɲ d̪ɔ gʰuɽi bɘ-ɲ ɘkʰɾiɲ-a.,iɲ | d̪ɔ | gʰuɽi | bɘ-ɲ | ɘkʰɾiɲ-a,1SG | TOP | watch | NEG-1SG | sell-FIN,
synthetic_texts_glossed.eaf,1064,2242841,2244638,[SYN.1064] গুহাে একটি বোকা আছে।,There is a fool in the cave.,bʰugək̕ɾɛ bemblaha menaa.,bʰugək̕-ɾɛ bemblaha mena-a.,bʰugək̕-ɾɛ | bemblaha | mena-a,cave-LOC | fool | exist-FIN,
synthetic_dialogues_glossed.eaf,1065,2244638,2247998,"[SYN.1065] সে কিশোর দেখবে, কিন্তু ভালোবাসা দেখবে না।","He/she will see the lad, but does not see the love.",uni d̪ɔ bat͡ʃʰɽa ɲɛla mɛnkʰan bʰad bai̯ ɲɛla.,uni d̪ɔ bat͡ʃʰɽa ɲɛl-a mɛnkʰan bʰad ba-i̯ ɲɛl-a.,uni | d̪ɔ | bat͡ʃʰɽa | ɲɛl-a | mɛnkʰan | bʰad | ba-i̯ | ɲɛl-a,3SG.ANIM | TOP | lad | see-FIN | but | love | NEG-3SG.ANIM | see-FIN,
synthetic_see_paradigm.eaf,1066,2247998,2249385,[SYN.1066] তুমি শব্দ করছ।,You is sounding.,amɛm ɾaːgɛd̪a.,am-ɛm ɾaːg-ɛ-d̪a.,am-ɛm | ɾaːg-ɛ-d̪a,2SG-2SG | sound-PROG-FIN,
synthetic_paradigm_glossed.eaf,1067,2249385,2251486,[SYN.1067] তাদের জাফরি পরিষ্কার।,Their lattice work is clean.,oŋkoaʔ bata d̪ɔ sapʰaa.,oŋko-aʔ bata d̪ɔ sapʰa-a.,oŋko-aʔ | bata | d̪ɔ | sapʰa-a,3PL-GEN | lattice.work | TOP | clean-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_dialogues_glossed.eaf,1068,2251486,2254962,"[SYN.1068] আমি ঘড়ি কিনব, কিন্তু মাছ কিনব না।","I will buy the watch, but do not buy the fish.",iɲ d̪ɔ gʰuɽi kiɾiɲa mɛnkʰan haku bɘɲ kiɾiɲa.,iɲ d̪ɔ gʰuɽi kiɾiɲ-a mɛnkʰan haku bɘ-ɲ kiɾiɲ-a.,iɲ | d̪ɔ | gʰuɽi | kiɾiɲ-a | mɛnkʰan | haku | bɘ-ɲ | kiɾiɲ-a,1SG | TOP | watch | buy-FIN | but | fish | NEG-1SG | buy-FIN,
synthetic_bangla_glossed.eaf,1069,2254962,2257860,[SYN.1069] আমরা ঘড়ি ও মোবাইল ফোন কিনব।,We will buy the watch and the mobile phone.,alɛ d̪ɔ gʰuɽi aɾ mɔbaĭl pʰon kiɾiɲa.,alɛ d̪ɔ gʰuɽi aɾ mɔbaĭl pʰon kiɾiɲ-a.,alɛ | d̪ɔ | gʰuɽi | aɾ | mɔbaĭl pʰon | kiɾiɲ-a,1PL.EXCL | TOP | watch | and | mobile.phone | buy-FIN,
synthetic_see_paradigm.eaf,1070,2257860,2260298,[SYN.1070] তুমি কথা লিখবে না।,You do not write the word.,am d̪ɔ kat̪ʰa bam ɔlɔʔa.,am d̪ɔ kat̪ʰa ba-m ɔlɔʔ-a.,am | d̪ɔ | kat̪ʰa | ba-m | ɔlɔʔ-a,2SG | TOP | word | NEG-2SG | write-FIN,
synthetic_texts_glossed.eaf,1071,2260298,2262003,[SYN.1071] পবিত্র সিন্দুকটি গুরুত্বপূর্ণ।,The ark of the covenant is important.,ən sunduk d̪ɔ ɟɘɾuɽa.,ən sunduk d̪ɔ ɟɘɾuɽ-a.,ən sunduk | d̪ɔ | ɟɘɾuɽ-a,ark.of.the | TOP | important-FIN,
synthetic_see_paradigm.eaf,1072,2262003,2264403,[SYN.1072] আমরা ভাষা লিখব না।,We do not write the language.,alɛ d̪ɔ pɘɾsi balɛ ɔlɔʔa.,alɛ d̪ɔ pɘɾsi ba-lɛ ɔlɔʔ-a.,alɛ | d̪ɔ | pɘɾsi | ba-lɛ | ɔlɔʔ-a,1PL.EXCL | TOP | language | NEG-1PL.EXCL | write-FIN,
synthetic_dialogues_glossed.eaf,1073,2264403,2268025,"[SYN.1073] আমরা ভাষা বলব, কিন্তু কথা বলব না।","We will speak the language, but do not speak the word.",alɛ d̪ɔ pɘɾsi ɾɔɽa mɛnkʰan kat̪ʰa balɛ ɾɔɽa.,alɛ d̪ɔ pɘɾsi ɾɔɽ-a mɛnkʰan kat̪ʰa ba-lɛ ɾɔɽ-a.,alɛ | d̪ɔ | pɘɾsi | ɾɔɽ-a | mɛnkʰan | kat̪ʰa | ba-lɛ | ɾɔɽ-a,1PL.EXCL | TOP | language | speak-FIN | but | word | NEG-1PL.EXCL | speak-FIN,
synthetic_bangla_glossed.eaf,1074,2268025,2270037,[SYN.1074] আমরা ভাষা পড়ব।,We will study the language.,alɛ d̪ɔ pɘɾsi paɽha͡o̯a.,alɛ d̪ɔ pɘɾsi paɽha͡o̯-a.,alɛ | d̪ɔ | pɘɾsi | paɽha͡o̯-a,1PL.EXCL | TOP | language | study-FIN,
synthetic_school_dialogue_glossed.eaf,1075,2270037,2272745,[SYN.1075] সেই সময় আমি খাবার কিনে কুয়ায় খেলব।,"At that time, I buy the food and then play in the well.",ɔkt̪ɛɾɛ iɲ ɟɔmaʔ kiɾiɲkat̪ɛ kuɲɾɛ gat̪ea.,ɔkt̪ɛ-ɾɛ iɲ ɟɔmaʔ kiɾiɲ-kat̪ɛ kuɲ-ɾɛ gat̪e-a.,ɔkt̪ɛ-ɾɛ | iɲ | ɟɔmaʔ | kiɾiɲ-kat̪ɛ | kuɲ-ɾɛ | gat̪e-a,time-LOC | 1SG | food | buy-CVB | well-LOC | play-FIN,
synthetic_bangla_glossed.eaf,1076,2272745,2275488,[SYN.1076] তারা পানি ও দুধ পান করবে।,They will drink the water and the milk.,oŋko d̪ɔ d̪aʔ aɾ t̪o̯͡a ɲua.,oŋko d̪ɔ d̪aʔ aɾ t̪o̯͡a ɲu-a.,oŋko | d̪ɔ | d̪aʔ | aɾ | t̪o̯͡a | ɲu-a,3PL.ANIM | TOP | water | and | milk | drink-FIN,
synthetic_bangla_glossed.eaf,1077,2275488,2278329,[SYN.1077] তোমরা পানি ও দুধ পান করবে।,You all will drink the water and the milk.,apɛ d̪ɔ d̪aʔ aɾ t̪o̯͡a ɲua.,apɛ d̪ɔ d̪aʔ aɾ t̪o̯͡a ɲu-a.,apɛ | d̪ɔ | d̪aʔ | aɾ | t̪o̯͡a | ɲu-a,2PL | TOP | water | and | milk | drink-FIN,
synthetic_imperatives_glossed.eaf,1078,2278329,2280405,[SYN.1078] দয়া করে কুয়ায় বসো।,Please sit in the well.,d̪a.ja kat̪ɛ kuɲɾɛ d̪uɽup̚ʔmɛ.,d̪a.ja kat̪ɛ kuɲ-ɾɛ d̪uɽup̚ʔ-mɛ.,d̪a.ja | kat̪ɛ | kuɲ-ɾɛ | d̪uɽup̚ʔ-mɛ,please | Manner | well-LOC | sit-IMP.2SG.POL,Synthetic polite imperative with d̪a.ja kat̪ɛ and -mɛ.
synthetic_paradigm_glossed.eaf,1079,2280405,2282233,[SYN.1079] তুমি খাবার কিনেছিলে।,You bought the food.,amɛm ɟɔmaʔ kiɾiɲkeda.,am-ɛm ɟɔmaʔ kiɾiɲ-ked-a.,am-ɛm | ɟɔmaʔ | kiɾiɲ-ked-a,2SG-2SG | food | buy-PST-FIN,
synthetic_see_paradigm.eaf,1080,2282233,2284600,[SYN.1080] তারা কথা পড়বে না।,They do not study the word.,oŋko d̪ɔ kat̪ʰa bako paɽha͡o̯a.,oŋko d̪ɔ kat̪ʰa ba-ko paɽha͡o̯-a.,oŋko | d̪ɔ | kat̪ʰa | ba-ko | paɽha͡o̯-a,3PL.ANIM | TOP | word | NEG-3PL.ANIM | study-FIN,
synthetic_texts_glossed.eaf,1081,2284600,2286195,[SYN.1081] নদীতে একটি অকাল জন্ম আছে।,There is a premature birth in the river.,gaɖaɾɛ adpakolia menaa.,gaɖa-ɾɛ adpakolia mena-a.,gaɖa-ɾɛ | adpakolia | mena-a,river-LOC | premature.birth | exist-FIN,
synthetic_texts_glossed.eaf,1082,2286195,2287973,[SYN.1082] উঠানে একটি শহর আছে।,There is a town in the courtyard of house.,bəteɾɛ sɔhɔɽ menaa.,bəte-ɾɛ sɔhɔɽ mena-a.,bəte-ɾɛ | sɔhɔɽ | mena-a,courtyard.of.house-LOC | town | exist-FIN,
synthetic_paradigm_glossed.eaf,1083,2287973,2289890,[SYN.1083] তাদের আঁটি ভালো।,Their bundle is good.,oŋkoaʔ əʈi d̪ɔ mɔ̃ɟa.,oŋko-aʔ əʈi d̪ɔ mɔ̃ɟ-a.,oŋko-aʔ | əʈi | d̪ɔ | mɔ̃ɟ-a,3PL-GEN | bundle | TOP | good-FIN,
synthetic_see_paradigm.eaf,1084,2289890,2292266,[SYN.1084] সে মাছ কিনবে না।,He/she does not buy the fish.,uni d̪ɔ haku bai̯ kiɾiɲa.,uni d̪ɔ haku ba-i̯ kiɾiɲ-a.,uni | d̪ɔ | haku | ba-i̯ | kiɾiɲ-a,3SG.ANIM | TOP | fish | NEG-3SG.ANIM | buy-FIN,
synthetic_new_glossed_3.eaf,1085,2292266,2294563,[SYN.1085] একটি মা গ্রামে আছে।,One mother is in the village.,mit̪ʔʈɛn gɔgɔ d̪ɔ at̪oɾɛ menaa.,mit̪ʔ-ʈɛn gɔgɔ d̪ɔ at̪o-ɾɛ mena-a.,mit̪ʔ-ʈɛn | gɔgɔ | d̪ɔ | at̪o-ɾɛ | mena-a,one-CLF.HUM | mother | TOP | village-LOC | exist-FIN,
synthetic_texts_glossed.eaf,1086,2294563,2296133,[SYN.1086] বধিরতাটি গুরুত্বপূর্ণ।,The deafness is important.,bəhiɾ bəi̯ d̪ɔ ɟɘɾuɽa.,bəhiɾ bəi̯ d̪ɔ ɟɘɾuɽ-a.,bəhiɾ bəi̯ | d̪ɔ | ɟɘɾuɽ-a,deafness | TOP | important-FIN,
synthetic_see_paradigm.eaf,1087,2296133,2298549,[SYN.1087] সে কথা বলবে না।,He/she does not speak the word.,uni d̪ɔ kat̪ʰa bai̯ ɾɔɽa.,uni d̪ɔ kat̪ʰa ba-i̯ ɾɔɽ-a.,uni | d̪ɔ | kat̪ʰa | ba-i̯ | ɾɔɽ-a,3SG.ANIM | TOP | word | NEG-3SG.ANIM | speak-FIN,Synthetic NEG-pronominal marker pattern from the see paradigm.
synthetic_paradigm_glossed.eaf,1088,2298549,2300748,[SYN.1088] তার বাবা আনন্দের।,His/her father is happy.,uniaʔ baba d̪ɔ ɾɘskɘa.,uni-aʔ baba d̪ɔ ɾɘskɘ-a.,uni-aʔ | baba | d̪ɔ | ɾɘskɘ-a,3SG-GEN | father | TOP | happy-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_texts_glossed.eaf,1089,2300748,2302443,[SYN.1089] বিস্তীর্ণ ভূমিে একটি বেতন আছে।,There is a pay in the wide expanse of land.,bilənɾɛ bɛtɔn menaa.,bilən-ɾɛ bɛtɔn mena-a.,bilən-ɾɛ | bɛtɔn | mena-a,wide.expanse.of-LOC | pay | exist-FIN,
synthetic_paradigm_glossed.eaf,1090,2302443,2304511,[SYN.1090] তোমাদের হ্রদ নতুন।,Your lake is new.,apɛaʔ ɟɔla d̪ɔ nɔwaa.,apɛ-aʔ ɟɔla d̪ɔ nɔwa-a.,apɛ-aʔ | ɟɔla | d̪ɔ | nɔwa-a,2PL-GEN | lake | TOP | new-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_paradigm_glossed.eaf,1091,2304511,2306309,[SYN.1091] সে বাবা সাহায্য করেছিল।,He/she helped the father.,unii̯ baba gɔɽɔkeda.,uni-i̯ baba gɔɽɔ-ked-a.,uni-i̯ | baba | gɔɽɔ-ked-a,3SG.ANIM-3SG.ANIM | father | help-PST-FIN,
