file,utterance_id,start_ms,end_ms,bangla,english,ipa_original,ipa_normalized,segments,glosses,notes
synthetic_paradigm_glossed.eaf,9437,20742610,20744207,[SYN.9437] আমরা আনা দেখেছিলাম।,We saw the anna.,alɛlɛ ana ɲɛlkeda.,alɛ-lɛ ana ɲɛl-ked-a.,alɛ-lɛ | ana | ɲɛl-ked-a,1PL.EXCL-1PL.EXCL | anna | see-PST-FIN,
synthetic_dialogues_glossed.eaf,9438,20744207,20747773,"[SYN.9438] তারা শিশু সাহায্য করবে, কিন্তু মানুষ সাহায্য করবে না।","They will help the child, but do not help the person.",oŋko d̪ɔ gid̪ɾɘ gɔɽɔa mɛnkʰan hɔɽ bako gɔɽɔa.,oŋko d̪ɔ gid̪ɾɘ gɔɽɔ-a mɛnkʰan hɔɽ ba-ko gɔɽɔ-a.,oŋko | d̪ɔ | gid̪ɾɘ | gɔɽɔ-a | mɛnkʰan | hɔɽ | ba-ko | gɔɽɔ-a,3PL.ANIM | TOP | child | help-FIN | but | person | NEG-3PL.ANIM | help-FIN,
synthetic_bangla_glossed.eaf,9439,20747773,20750422,[SYN.9439] তারা জ্ঞান ও ব্যাখ্যা দেখবে।,They will see the knowledge and the explanation.,oŋko d̪ɔ bʰas aɾ bejan ɲɛla.,oŋko d̪ɔ bʰas aɾ bejan ɲɛl-a.,oŋko | d̪ɔ | bʰas | aɾ | bejan | ɲɛl-a,3PL.ANIM | TOP | knowledge | and | explanation | see-FIN,Synthetic coordination with aɾ 'and'.
synthetic_paradigm_glossed.eaf,9440,20750422,20752584,[SYN.9440] তাদের ডায়াবেটিস ভালো।,Their diabetes is good.,oŋkoaʔ bəhumut d̪ɔ mɔ̃ɟa.,oŋko-aʔ bəhumut d̪ɔ mɔ̃ɟ-a.,oŋko-aʔ | bəhumut | d̪ɔ | mɔ̃ɟ-a,3PL-GEN | diabetes | TOP | good-FIN,
synthetic_texts_glossed.eaf,9441,20752584,20754401,[SYN.9441] নামাটি ভালো।,The descent is good.,anãɽgo d̪ɔ mɔ̃ɟa.,anãɽgo d̪ɔ mɔ̃ɟ-a.,anãɽgo | d̪ɔ | mɔ̃ɟ-a,descent | TOP | good-FIN,
synthetic_texts_glossed.eaf,9442,20754401,20755947,[SYN.9442] গ্রামে একটি বিদ্যা আছে।,There is a learning in the village.,at̪oɾɛ bidiə̯ menaa.,at̪o-ɾɛ bidiə̯ mena-a.,at̪o-ɾɛ | bidiə̯ | mena-a,village-LOC | learning | exist-FIN,
synthetic_dialogues_glossed.eaf,9443,20755947,20759273,"[SYN.9443] তুমি মোবাইল ফোন বিক্রি করবে, কিন্তু ঘড়ি বিক্রি করবে না।","You will sell the mobile phone, but do not sell the watch.",am d̪ɔ mɔbaĭl pʰon ɘkʰɾiɲa mɛnkʰan gʰuɽi bam ɘkʰɾiɲa.,am d̪ɔ mɔbaĭl pʰon ɘkʰɾiɲ-a mɛnkʰan gʰuɽi ba-m ɘkʰɾiɲ-a.,am | d̪ɔ | mɔbaĭl pʰon | ɘkʰɾiɲ-a | mɛnkʰan | gʰuɽi | ba-m | ɘkʰɾiɲ-a,2SG | TOP | mobile.phone | sell-FIN | but | watch | NEG-2SG | sell-FIN,Synthetic contrast with mɛnkʰan 'but' and NEG marking.
synthetic_school_dialogue_glossed.eaf,9444,20759273,20762045,[SYN.9444] আজ আমি মাছ কিনে স্কুলে খেলব।,"Today, I buy the fish and then play in the school.",t̪eheɲɾɛ iɲ haku kiɾiɲkat̪ɛ iskulɾɛ gat̪ea.,t̪eheɲ-ɾɛ iɲ haku kiɾiɲ-kat̪ɛ iskul-ɾɛ gat̪e-a.,t̪eheɲ-ɾɛ | iɲ | haku | kiɾiɲ-kat̪ɛ | iskul-ɾɛ | gat̪e-a,today-LOC | 1SG | fish | buy-CVB | school-LOC | play-FIN,
synthetic_new_glossed.eaf,9445,20762045,20764104,[SYN.9445] আমরা প্রসবোত্তর নাড়ি দেখেছি।,We have seen the afterbirth placenta.,alɛ d̪ɔ baha āowāɾ ɲɛlakada.,alɛ d̪ɔ baha āowāɾ ɲɛl-akad-a.,alɛ | d̪ɔ | baha āowāɾ | ɲɛl-akad-a,1PL.EXCL | TOP | afterbirth.placenta | see-PRF-FIN,
synthetic_paradigm_glossed.eaf,9446,20764104,20765984,[SYN.9446] আমাদের আত্মা নতুন।,Our soul is new.,alɛaʔ atma d̪ɔ nɔwaa.,alɛ-aʔ atma d̪ɔ nɔwa-a.,alɛ-aʔ | atma | d̪ɔ | nɔwa-a,1PL.EXCL-GEN | soul | TOP | new-FIN,
synthetic_texts_glossed.eaf,9447,20765984,20767768,[SYN.9447] এক প্রজাতির মাছটি গুরুত্বপূর্ণ।,The species of fish is important.,badʰoɽ d̪ɔ ɟɘɾuɽa.,badʰoɽ d̪ɔ ɟɘɾuɽ-a.,badʰoɽ | d̪ɔ | ɟɘɾuɽ-a,species.of.fish | TOP | important-FIN,Synthetic TOP + adjectival-FIN clause following layout A/B labels.
synthetic_texts_glossed.eaf,9448,20767768,20769553,[SYN.9448] পাড়াে একটি দেবতা আছে।,There is a deity in the neighbourhood.,aɖe paseɾɛ bʰokta menaa.,aɖe pase-ɾɛ bʰokta mena-a.,aɖe pase-ɾɛ | bʰokta | mena-a,neighbourhood-LOC | deity | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_bangla_glossed.eaf,9449,20769553,20772326,[SYN.9449] তোমরা অভিযোগকারী ও আস্থা দেখবে।,You all will see the accuser and the confidence.,apɛ d̪ɔ bədi aɾ baɾsa ɲɛla.,apɛ d̪ɔ bədi aɾ baɾsa ɲɛl-a.,apɛ | d̪ɔ | bədi | aɾ | baɾsa | ɲɛl-a,2PL | TOP | accuser | and | confidence | see-FIN,Synthetic coordination with aɾ 'and'.
synthetic_texts_glossed.eaf,9450,20772326,20774153,[SYN.9450] পাড়াে একটি চুল্লি আছে।,There is a furnace in the neighbourhood.,aɖe paseɾɛ bʰaʈa menaa.,aɖe pase-ɾɛ bʰaʈa mena-a.,aɖe pase-ɾɛ | bʰaʈa | mena-a,neighbourhood-LOC | furnace | exist-FIN,
synthetic_school_dialogue_glossed.eaf,9451,20774153,20776817,[SYN.9451] আজ তোমরা মোবাইল ফোন কিনে শহরে আসবে।,"Today, you all buy the mobile phone and then come to the town.",t̪eheɲɾɛ apɛ mɔbaĭl pʰon kiɾiɲkat̪ɛ sɔhɔɽɾɛ hiɟuʔa.,t̪eheɲ-ɾɛ apɛ mɔbaĭl pʰon kiɾiɲ-kat̪ɛ sɔhɔɽ-ɾɛ hiɟuʔ-a.,t̪eheɲ-ɾɛ | apɛ | mɔbaĭl pʰon | kiɾiɲ-kat̪ɛ | sɔhɔɽ-ɾɛ | hiɟuʔ-a,today-LOC | 2PL | mobile.phone | buy-CVB | town-LOC | come-FIN,
synthetic_bangla_glossed.eaf,9452,20776817,20779430,[SYN.9452] তারা অসুস্থতা ও সন্ধ্যাকাল দেখবে।,They will see the sickness and the eventide.,oŋko d̪ɔ bigʰin aɾ əjup̕ pajaɾ ɲɛla.,oŋko d̪ɔ bigʰin aɾ əjup̕ pajaɾ ɲɛl-a.,oŋko | d̪ɔ | bigʰin | aɾ | əjup̕ pajaɾ | ɲɛl-a,3PL.ANIM | TOP | sickness | and | eventide | see-FIN,
synthetic_paradigm_glossed.eaf,9453,20779430,20781486,[SYN.9453] তোমার বাদ্যযন্ত্র গুরুত্বপূর্ণ।,Your musical instrument is important.,amaʔ bad͡ʒa d̪ɔ ɟɘɾuɽa.,am-aʔ bad͡ʒa d̪ɔ ɟɘɾuɽ-a.,am-aʔ | bad͡ʒa | d̪ɔ | ɟɘɾuɽ-a,2SG-GEN | musical.instrument | TOP | important-FIN,
synthetic_texts_glossed.eaf,9454,20781486,20783230,[SYN.9454] নদীতে একটি ব্যাগ আছে।,There is a bag in the river.,gaɖaɾɛ bɛg menaa.,gaɖa-ɾɛ bɛg mena-a.,gaɖa-ɾɛ | bɛg | mena-a,river-LOC | bag | exist-FIN,
synthetic_school_dialogue_glossed.eaf,9455,20783230,20786147,[SYN.9455] সকালে তোমরা পাঠ পড়ে কুয়ায় খেলবে।,"In the morning, you all study the lesson and then play in the well.",sɛt̪aʔɾɛ apɛ sikʰnɘt̪ paɽha͡o̯kat̪ɛ kuɲɾɛ gat̪ea.,sɛt̪aʔ-ɾɛ apɛ sikʰnɘt̪ paɽha͡o̯-kat̪ɛ kuɲ-ɾɛ gat̪e-a.,sɛt̪aʔ-ɾɛ | apɛ | sikʰnɘt̪ | paɽha͡o̯-kat̪ɛ | kuɲ-ɾɛ | gat̪e-a,morning-LOC | 2PL | lesson | study-CVB | well-LOC | play-FIN,
synthetic_dialogues_glossed.eaf,9456,20786147,20789700,"[SYN.9456] তুমি মাছ খাবে, কিন্তু মাছ খাবে না।","You will eat the fish, but do not eat the fish.",am d̪ɔ haku ɟɔma mɛnkʰan haku bam ɟɔma.,am d̪ɔ haku ɟɔm-a mɛnkʰan haku ba-m ɟɔm-a.,am | d̪ɔ | haku | ɟɔm-a | mɛnkʰan | haku | ba-m | ɟɔm-a,2SG | TOP | fish | eat-FIN | but | fish | NEG-2SG | eat-FIN,
synthetic_texts_glossed.eaf,9457,20789700,20791502,[SYN.9457] কুয়ায় একটি ডুমুর গাছের এক প্রজাতি আছে।,There is a fig tree in the well.,kuɲɾɛ əɲd͡ʒiɾ menaa.,kuɲ-ɾɛ əɲd͡ʒiɾ mena-a.,kuɲ-ɾɛ | əɲd͡ʒiɾ | mena-a,well-LOC | fig.tree | exist-FIN,
synthetic_paradigm_glossed.eaf,9458,20791502,20793639,[SYN.9458] আমাদের হ্রদ পরিষ্কার।,Our lake is clean.,alɛaʔ ɟɔla d̪ɔ sapʰaa.,alɛ-aʔ ɟɔla d̪ɔ sapʰa-a.,alɛ-aʔ | ɟɔla | d̪ɔ | sapʰa-a,1PL.EXCL-GEN | lake | TOP | clean-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_school_dialogue_glossed.eaf,9459,20793639,20796330,[SYN.9459] আজ আমি মাছ কিনে গ্রামে কাজ করব।,"Today, I buy the fish and then work in the village.",t̪eheɲɾɛ iɲ haku kiɾiɲkat̪ɛ at̪oɾɛ kɘmia.,t̪eheɲ-ɾɛ iɲ haku kiɾiɲ-kat̪ɛ at̪o-ɾɛ kɘmi-a.,t̪eheɲ-ɾɛ | iɲ | haku | kiɾiɲ-kat̪ɛ | at̪o-ɾɛ | kɘmi-a,today-LOC | 1SG | fish | buy-CVB | village-LOC | work-FIN,
synthetic_paradigm_glossed.eaf,9460,20796330,20798432,[SYN.9460] আমাদের রোগ গুরুত্বপূর্ণ।,Our illness is important.,alɛaʔ ɾu̯͡ɘ d̪ɔ ɟɘɾuɽa.,alɛ-aʔ ɾu̯͡ɘ d̪ɔ ɟɘɾuɽ-a.,alɛ-aʔ | ɾu̯͡ɘ | d̪ɔ | ɟɘɾuɽ-a,1PL.EXCL-GEN | illness | TOP | important-FIN,
synthetic_paradigm_glossed.eaf,9461,20798432,20800546,[SYN.9461] আমাদের প্রকার নতুন।,Our kinds is new.,alɛaʔ bʰə̃t d̪ɔ nɔwaa.,alɛ-aʔ bʰə̃t d̪ɔ nɔwa-a.,alɛ-aʔ | bʰə̃t | d̪ɔ | nɔwa-a,1PL.EXCL-GEN | kinds | TOP | new-FIN,
synthetic_texts_glossed.eaf,9462,20800546,20802119,[SYN.9462] কুয়ায় একটি ফ্যাথম আছে।,There is a fathom in the well.,kuɲɾɛ aɾpa menaa.,kuɲ-ɾɛ aɾpa mena-a.,kuɲ-ɾɛ | aɾpa | mena-a,well-LOC | fathom | exist-FIN,
synthetic_school_dialogue_glossed.eaf,9463,20802119,20804884,[SYN.9463] গতকাল তারা ঔষধ কিনে গ্রামে আসবে।,"Yesterday, they buy the medicine and then come to the village.",hɔlaɾɛ oŋko ɾan kiɾiɲkat̪ɛ at̪oɾɛ hiɟuʔa.,hɔla-ɾɛ oŋko ɾan kiɾiɲ-kat̪ɛ at̪o-ɾɛ hiɟuʔ-a.,hɔla-ɾɛ | oŋko | ɾan | kiɾiɲ-kat̪ɛ | at̪o-ɾɛ | hiɟuʔ-a,yesterday-LOC | 3PL.ANIM | medicine | buy-CVB | village-LOC | come-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_texts_glossed.eaf,9464,20804884,20806591,[SYN.9464] কুয়ায় একটি ব্যবসায়ী আছে।,There is a trader in the well.,kuɲɾɛ bepaɾi menaa.,kuɲ-ɾɛ bepaɾi mena-a.,kuɲ-ɾɛ | bepaɾi | mena-a,well-LOC | trader | exist-FIN,
synthetic_paradigm_glossed.eaf,9465,20806591,20808685,[SYN.9465] তোমাদের অশান্তি গুরুত্বপূর্ণ।,Your unrest is important.,apɛaʔ bɛtʰiɾ d̪ɔ ɟɘɾuɽa.,apɛ-aʔ bɛtʰiɾ d̪ɔ ɟɘɾuɽ-a.,apɛ-aʔ | bɛtʰiɾ | d̪ɔ | ɟɘɾuɽ-a,2PL-GEN | unrest | TOP | important-FIN,
synthetic_bangla_glossed.eaf,9466,20808685,20810643,[SYN.9466] সে লজ্জা দেখবে।,He/she will see the shame.,uni d̪ɔ bʰɔɾɔm ɲɛla.,uni d̪ɔ bʰɔɾɔm ɲɛl-a.,uni | d̪ɔ | bʰɔɾɔm | ɲɛl-a,3SG.ANIM | TOP | shame | see-FIN,
synthetic_texts_glossed.eaf,9467,20810643,20812381,[SYN.9467] উঠানে একটি আসা-যাওয়া আছে।,There is a coming & going in the courtyard of house.,bəteɾɛ ana gona menaa.,bəte-ɾɛ ana gona mena-a.,bəte-ɾɛ | ana gona | mena-a,courtyard.of.house-LOC | coming.going | exist-FIN,
synthetic_texts_glossed.eaf,9468,20812381,20813908,[SYN.9468] বিস্তীর্ণ ভূমিে একটি ছুতার আছে।,There is a carpenter in the wide expanse of land.,bilənɾɛ bəɖʰi menaa.,bilən-ɾɛ bəɖʰi mena-a.,bilən-ɾɛ | bəɖʰi | mena-a,wide.expanse.of-LOC | carpenter | exist-FIN,
synthetic_paradigm_glossed.eaf,9469,20813908,20815692,[SYN.9469] তুমি ফ্যাথম দেখেছিলে।,You saw the fathom.,amɛm aɾpa ɲɛlkeda.,am-ɛm aɾpa ɲɛl-ked-a.,am-ɛm | aɾpa | ɲɛl-ked-a,2SG-2SG | fathom | see-PST-FIN,Synthetic PST-FIN transitive pattern using dictionary/core lexicon.
synthetic_paradigm_glossed.eaf,9470,20815692,20817887,[SYN.9470] আমার পা নতুন।,My leg is new.,iɲaʔ ɟaŋga d̪ɔ nɔwaa.,iɲ-aʔ ɟaŋga d̪ɔ nɔwa-a.,iɲ-aʔ | ɟaŋga | d̪ɔ | nɔwa-a,1SG-GEN | leg | TOP | new-FIN,
synthetic_school_dialogue_glossed.eaf,9471,20817887,20820679,[SYN.9471] সেই সময় আমরা পরিমাপ দেখে নদীতে আসব।,"At that time, we see the measure and then come to the river.",ɔkt̪ɛɾɛ alɛ ae̯ ɲɛlkat̪ɛ gaɖaɾɛ hiɟuʔa.,ɔkt̪ɛ-ɾɛ alɛ ae̯ ɲɛl-kat̪ɛ gaɖa-ɾɛ hiɟuʔ-a.,ɔkt̪ɛ-ɾɛ | alɛ | ae̯ | ɲɛl-kat̪ɛ | gaɖa-ɾɛ | hiɟuʔ-a,time-LOC | 1PL.EXCL | measure | see-CVB | river-LOC | come-FIN,
synthetic_texts_glossed.eaf,9472,20820679,20822477,[SYN.9472] অকাল জন্মটি পরিষ্কার।,The premature birth is clean.,adpakolia d̪ɔ sapʰaa.,adpakolia d̪ɔ sapʰa-a.,adpakolia | d̪ɔ | sapʰa-a,premature.birth | TOP | clean-FIN,
synthetic_paradigm_glossed.eaf,9473,20822477,20824366,[SYN.9473] তোমার কাজ নতুন।,Your work is new.,amaʔ kɘmi d̪ɔ nɔwaa.,am-aʔ kɘmi d̪ɔ nɔwa-a.,am-aʔ | kɘmi | d̪ɔ | nɔwa-a,2SG-GEN | work | TOP | new-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_school_dialogue_glossed.eaf,9474,20824366,20827026,[SYN.9474] গতকাল তারা ভাষা পড়ে শহরে আসবে।,"Yesterday, they study the language and then come to the town.",hɔlaɾɛ oŋko pɘɾsi paɽha͡o̯kat̪ɛ sɔhɔɽɾɛ hiɟuʔa.,hɔla-ɾɛ oŋko pɘɾsi paɽha͡o̯-kat̪ɛ sɔhɔɽ-ɾɛ hiɟuʔ-a.,hɔla-ɾɛ | oŋko | pɘɾsi | paɽha͡o̯-kat̪ɛ | sɔhɔɽ-ɾɛ | hiɟuʔ-a,yesterday-LOC | 3PL.ANIM | language | study-CVB | town-LOC | come-FIN,
synthetic_school_dialogue_glossed.eaf,9475,20827026,20829684,[SYN.9475] সেই সময় তারা ভাষা পড়ে হ্রদে কাজ করবে।,"At that time, they study the language and then work in the lake.",ɔkt̪ɛɾɛ oŋko pɘɾsi paɽha͡o̯kat̪ɛ ɟɔlaɾɛ kɘmia.,ɔkt̪ɛ-ɾɛ oŋko pɘɾsi paɽha͡o̯-kat̪ɛ ɟɔla-ɾɛ kɘmi-a.,ɔkt̪ɛ-ɾɛ | oŋko | pɘɾsi | paɽha͡o̯-kat̪ɛ | ɟɔla-ɾɛ | kɘmi-a,time-LOC | 3PL.ANIM | language | study-CVB | lake-LOC | work-FIN,
synthetic_texts_glossed.eaf,9476,20829684,20831429,[SYN.9476] ছুতারটি গুরুত্বপূর্ণ।,The carpenter is important.,bəɖʰi d̪ɔ ɟɘɾuɽa.,bəɖʰi d̪ɔ ɟɘɾuɽ-a.,bəɖʰi | d̪ɔ | ɟɘɾuɽ-a,carpenter | TOP | important-FIN,
synthetic_bangla_glossed.eaf,9477,20831429,20833466,[SYN.9477] আমরা অভিযোগকারী দেখব।,We will see the accuser.,alɛ d̪ɔ bədi ɲɛla.,alɛ d̪ɔ bədi ɲɛl-a.,alɛ | d̪ɔ | bədi | ɲɛl-a,1PL.EXCL | TOP | accuser | see-FIN,
synthetic_texts_glossed.eaf,9478,20833466,20835041,[SYN.9478] জারজটি আনন্দের।,The bastard is happy.,bidʰuə̯ d̪ɔ ɾɘskɘa.,bidʰuə̯ d̪ɔ ɾɘskɘ-a.,bidʰuə̯ | d̪ɔ | ɾɘskɘ-a,bastard | TOP | happy-FIN,Synthetic TOP + adjectival-FIN clause following layout A/B labels.
synthetic_paradigm_glossed.eaf,9479,20835041,20837107,[SYN.9479] তাদের স্কুল গুরুত্বপূর্ণ।,Their school is important.,oŋkoaʔ iskul d̪ɔ ɟɘɾuɽa.,oŋko-aʔ iskul d̪ɔ ɟɘɾuɽ-a.,oŋko-aʔ | iskul | d̪ɔ | ɟɘɾuɽ-a,3PL-GEN | school | TOP | important-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_see_paradigm.eaf,9480,20837107,20839537,[SYN.9480] আমি অজ্ঞতা দেখব না।,I do not see the ignorance.,iɲ d̪ɔ bʰut͡ʃ bɘɲ ɲɛla.,iɲ d̪ɔ bʰut͡ʃ bɘ-ɲ ɲɛl-a.,iɲ | d̪ɔ | bʰut͡ʃ | bɘ-ɲ | ɲɛl-a,1SG | TOP | ignorance | NEG-1SG | see-FIN,
synthetic_texts_glossed.eaf,9481,20839537,20841289,[SYN.9481] অপচয়টি নতুন।,The waste is new.,apt͡ʃo d̪ɔ nɔwaa.,apt͡ʃo d̪ɔ nɔwa-a.,apt͡ʃo | d̪ɔ | nɔwa-a,waste | TOP | new-FIN,
synthetic_school_dialogue_glossed.eaf,9482,20841289,20844193,[SYN.9482] গতকাল তুমি ভাষা লিখে নদীতে যাবে।,"Yesterday, you write the language and then go to the river.",hɔlaɾɛ am pɘɾsi ɔlɔʔkat̪ɛ gaɖaɾɛ calaʔa.,hɔla-ɾɛ am pɘɾsi ɔlɔʔ-kat̪ɛ gaɖa-ɾɛ calaʔ-a.,hɔla-ɾɛ | am | pɘɾsi | ɔlɔʔ-kat̪ɛ | gaɖa-ɾɛ | calaʔ-a,yesterday-LOC | 2SG | language | write-CVB | river-LOC | go-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_texts_glossed.eaf,9483,20844193,20845866,[SYN.9483] বাসস্থানে একটি শুকর আছে।,There is a pig in the residence.,basaɾɛ suk̚ɾi menaa.,basa-ɾɛ suk̚ɾi mena-a.,basa-ɾɛ | suk̚ɾi | mena-a,residence-LOC | pig | exist-FIN,
synthetic_school_dialogue_glossed.eaf,9484,20845866,20848723,[SYN.9484] সেই সময় তোমরা মাছ কিনে হ্রদে আসবে।,"At that time, you all buy the fish and then come to the lake.",ɔkt̪ɛɾɛ apɛ haku kiɾiɲkat̪ɛ ɟɔlaɾɛ hiɟuʔa.,ɔkt̪ɛ-ɾɛ apɛ haku kiɾiɲ-kat̪ɛ ɟɔla-ɾɛ hiɟuʔ-a.,ɔkt̪ɛ-ɾɛ | apɛ | haku | kiɾiɲ-kat̪ɛ | ɟɔla-ɾɛ | hiɟuʔ-a,time-LOC | 2PL | fish | buy-CVB | lake-LOC | come-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_texts_glossed.eaf,9485,20848723,20850507,[SYN.9485] পাড়াে একটি বেঞ্চ আছে।,There is a bench in the neighbourhood.,aɖe paseɾɛ beɲt͡ʃ menaa.,aɖe pase-ɾɛ beɲt͡ʃ mena-a.,aɖe pase-ɾɛ | beɲt͡ʃ | mena-a,neighbourhood-LOC | bench | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_texts_glossed.eaf,9486,20850507,20852267,[SYN.9486] পাড়াে একটি জারজ আছে।,There is a bastard in the neighbourhood.,aɖe paseɾɛ bidʰuə̯ menaa.,aɖe pase-ɾɛ bidʰuə̯ mena-a.,aɖe pase-ɾɛ | bidʰuə̯ | mena-a,neighbourhood-LOC | bastard | exist-FIN,
synthetic_school_dialogue_glossed.eaf,9487,20852267,20854953,[SYN.9487] সকালে তারা ভাষা পড়ে কুয়ায় কাজ করবে।,"In the morning, they study the language and then work in the well.",sɛt̪aʔɾɛ oŋko pɘɾsi paɽha͡o̯kat̪ɛ kuɲɾɛ kɘmia.,sɛt̪aʔ-ɾɛ oŋko pɘɾsi paɽha͡o̯-kat̪ɛ kuɲ-ɾɛ kɘmi-a.,sɛt̪aʔ-ɾɛ | oŋko | pɘɾsi | paɽha͡o̯-kat̪ɛ | kuɲ-ɾɛ | kɘmi-a,morning-LOC | 3PL.ANIM | language | study-CVB | well-LOC | work-FIN,
synthetic_texts_glossed.eaf,9488,20854953,20856483,[SYN.9488] বাসস্থানে একটি রোগ আছে।,There is an illness in the residence.,basaɾɛ ɾu̯͡ɘ menaa.,basa-ɾɛ ɾu̯͡ɘ mena-a.,basa-ɾɛ | ɾu̯͡ɘ | mena-a,residence-LOC | illness | exist-FIN,
synthetic_school_dialogue_glossed.eaf,9489,20856483,20859217,[SYN.9489] আজ তারা ঔষধ কিনে নদীতে কাজ করবে।,"Today, they buy the medicine and then work in the river.",t̪eheɲɾɛ oŋko ɾan kiɾiɲkat̪ɛ gaɖaɾɛ kɘmia.,t̪eheɲ-ɾɛ oŋko ɾan kiɾiɲ-kat̪ɛ gaɖa-ɾɛ kɘmi-a.,t̪eheɲ-ɾɛ | oŋko | ɾan | kiɾiɲ-kat̪ɛ | gaɖa-ɾɛ | kɘmi-a,today-LOC | 3PL.ANIM | medicine | buy-CVB | river-LOC | work-FIN,
synthetic_school_dialogue_glossed.eaf,9490,20859217,20861972,[SYN.9490] সেই সময় তোমরা ভাষা পড়ে কুয়ায় খেলবে।,"At that time, you all study the language and then play in the well.",ɔkt̪ɛɾɛ apɛ pɘɾsi paɽha͡o̯kat̪ɛ kuɲɾɛ gat̪ea.,ɔkt̪ɛ-ɾɛ apɛ pɘɾsi paɽha͡o̯-kat̪ɛ kuɲ-ɾɛ gat̪e-a.,ɔkt̪ɛ-ɾɛ | apɛ | pɘɾsi | paɽha͡o̯-kat̪ɛ | kuɲ-ɾɛ | gat̪e-a,time-LOC | 2PL | language | study-CVB | well-LOC | play-FIN,
synthetic_paradigm_glossed.eaf,9491,20861972,20864133,[SYN.9491] তোমাদের জারজ আনন্দের।,Your bastard is happy.,apɛaʔ bidʰuə̯ d̪ɔ ɾɘskɘa.,apɛ-aʔ bidʰuə̯ d̪ɔ ɾɘskɘ-a.,apɛ-aʔ | bidʰuə̯ | d̪ɔ | ɾɘskɘ-a,2PL-GEN | bastard | TOP | happy-FIN,
synthetic_texts_glossed.eaf,9492,20864133,20865956,[SYN.9492] ভানটি পরিষ্কার।,The pretence is clean.,aɽsa d̪ɔ sapʰaa.,aɽsa d̪ɔ sapʰa-a.,aɽsa | d̪ɔ | sapʰa-a,pretence | TOP | clean-FIN,Synthetic TOP + adjectival-FIN clause following layout A/B labels.
synthetic_paradigm_glossed.eaf,9493,20865956,20867829,[SYN.9493] আমাদের জোনাকি পরিষ্কার।,Our firefly is clean.,alɛaʔ bakd͡ʒunu d̪ɔ sapʰaa.,alɛ-aʔ bakd͡ʒunu d̪ɔ sapʰa-a.,alɛ-aʔ | bakd͡ʒunu | d̪ɔ | sapʰa-a,1PL.EXCL-GEN | firefly | TOP | clean-FIN,
synthetic_bangla_glossed.eaf,9494,20867829,20869707,[SYN.9494] আমরা ব্যাগ দেখব।,We will see the bag.,alɛ d̪ɔ bɛg ɲɛla.,alɛ d̪ɔ bɛg ɲɛl-a.,alɛ | d̪ɔ | bɛg | ɲɛl-a,1PL.EXCL | TOP | bag | see-FIN,
synthetic_new_glossed.eaf,9495,20869707,20871728,[SYN.9495] তারা বকেয়া দেখেছে।,They have seen the arrears.,oŋko d̪ɔ bəki ɲɛlakada.,oŋko d̪ɔ bəki ɲɛl-akad-a.,oŋko | d̪ɔ | bəki | ɲɛl-akad-a,3PL.ANIM | TOP | arrears | see-PRF-FIN,
synthetic_texts_glossed.eaf,9496,20871728,20873425,[SYN.9496] গাড়ির চাকায় লাগানো খিলটি পরিষ্কার।,The cog put before a cartwheel is clean.,baɳdʰi d̪ɔ sapʰaa.,baɳdʰi d̪ɔ sapʰa-a.,baɳdʰi | d̪ɔ | sapʰa-a,cog.put.before | TOP | clean-FIN,
synthetic_see_paradigm.eaf,9497,20873425,20875860,[SYN.9497] আমি বারান্দা দেখব না।,I do not see the verandah.,iɲ d̪ɔ baɾaɳda bɘɲ ɲɛla.,iɲ d̪ɔ baɾaɳda bɘ-ɲ ɲɛl-a.,iɲ | d̪ɔ | baɾaɳda | bɘ-ɲ | ɲɛl-a,1SG | TOP | verandah | NEG-1SG | see-FIN,Synthetic NEG-pronominal marker pattern from the see paradigm.
synthetic_paradigm_glossed.eaf,9498,20875860,20877959,[SYN.9498] তার দেবতা ভালো।,His/her deity is good.,uniaʔ bʰokta d̪ɔ mɔ̃ɟa.,uni-aʔ bʰokta d̪ɔ mɔ̃ɟ-a.,uni-aʔ | bʰokta | d̪ɔ | mɔ̃ɟ-a,3SG-GEN | deity | TOP | good-FIN,
synthetic_paradigm_glossed.eaf,9499,20877959,20880165,[SYN.9499] তোমাদের বাদ পড়া ভালো।,Your omission is good.,apɛaʔ bʰul t͡ʃuk d̪ɔ mɔ̃ɟa.,apɛ-aʔ bʰul t͡ʃuk d̪ɔ mɔ̃ɟ-a.,apɛ-aʔ | bʰul t͡ʃuk | d̪ɔ | mɔ̃ɟ-a,2PL-GEN | omission | TOP | good-FIN,
