bangla,english,santali
প্রধান শিক্ষক: আপনি তার জন্য স্কুল ড্রেস বানিয়ে দেবেন।,Head teacher: You will make a school uniform for him.,amd̪ɔ uni lɘgit̪̚ʔ iskul kic̚ɾiʔɛm bɛnaɔ̯͡a.
অভিভাবক: তাকে একটা ব্যাগও কিনে দিতে হবে।,Parent: Have to to buy him a bag too.,unid̪ɔ mit̪̚ʔʈɛn bɛghɔ̃ kiɾiɲa͡i̯ hojoʔa.
অভিভাবক: আমি ১ তারিখ তাকে সাথে নিয়ে স্কুল আসবো।,Parent: I will bring him to the school on the 1st of the month.,iɲ pɘhil t̪ɘɾikʰ uni sɔŋgɛkat̪ɛt̪̚ iskuliɲ hɘɟu.a.
১। বনে অনেক রকমের গাছ আছে।,1. There are many types of trees in the forest.,biɾ ɾɛ a͡i̯malekan d̪aɾe mena.a.
২। বনের গাছে পাখিরা বাসা বেঁধে থাকে।,2. Birds nest in forest trees.,biɾ ɾe.jaʔ d̪aɾeɾɛ cɛ̃ɽɛ̃koko t̪ukɘ.ja.
"৩। বনে বিভিন্ন রকমের ফল, মধু ও লাকড়ি পাওয়া যায়।","3. A variety of fruits, honey and woods are found in the forest.","biɾ ɾɛ a͡i̯malekan ɟɔ, ɲɛlɛɾasa aɾ sahanko ɲamɔ.a."
৪। বনের গাছ বা কাঠ দিয়ে ঘরবাড়ি বানানো হয়।,4. Houses are made of forest trees or wood.,biɾ ɾe.jaʔ d̪aɾe sɛ kaʈʰt̪ɛ ɔɽaʔd̪u͡ɘɾ bɛna͡o̯ʔa
"৫। ঘন বনে বাঘ, ভাল্লুক, সিংহ, হরিণ, হাতিসহ বিভিন্ন প্রাণি বাস করে।","5. Various animals including tigers, bears, lions, deers, elephants live in dense (big) forests.","gɘhiɽ biɾ ɾɛ t̪ɘɾup̚ʔ, bana, kul, ɟel, hɘt̪isa͡o̯ a͡i̯malekan ɟibku giɾɘbɘsiʔkana."
৬। বনে একা গেলে বিপদ হতে পারে।,6. Going alone in the forest can be dangerous.,ɟaha͡i̯ ɛskaɾ biɾɾeko cala͡o̯lɛnkʰan a.jaʔ muhim ho͡i̯ d̪aɽe.jaʔa.
৭। বন মানুষ ও পৃথিবীকে বাঁচিয়ে রেখেছে।,7. Forests keep people and the earth alive.,biɾ d̯ɔ d̪ʰɘɾt̪i aɾ mano̯͡ai̯ baɲca͡o̯ d̪ɔhɔ.ɔ̆akat̪̚ʔko͡a.
৮। ঝড় ও বন্যা থেকে আমাদেরকে রক্ষা করে বন।,8. Forests protect us from storms and floods.,hɔ͡i̯ bɘɾuɽ aɾ ɖubɘ kʰɔn biɾ d̪ɔ abo͡i̯ ɾukʰi̯͡ɘ d̪ɔhɔ.jɛt̪̚ʔbona.
"৯। মানুষের সংখ্যা যত বাড়ছে, বন তত কমছে।","9. As the number of people is increasing, the forests are decreasing.",mano̯͡͡a t̪inɘʔko ɟɘstiʔkana biɾ unɘʔ t̪ʰɔɽaʔkana.
১০। বন কমে গেলে হাতি লোকালয়ে/ গ্রামে চলে আসে।,10. Elephants migrate to localities/ villages when forests decrease.,biɾ t̪ʰɔɽalɛnkʰan hɘt̪i at̪oɾɛko hiɟu.a.
১১। বনের হাতি ক্ষেতের ফসলের ক্ষতি করে।,11. Forest elephants damage field crops (paddy-jute etc.).,biɾ ɾɛn hɘt̪i kʰɛt̪ ɾe.jaʔ pʰɔsɔlko bɘɽiɟa.
১২। তখন লোকজন রাত জেগে পাহারা দেয়।,12. Then people keep vigil at night.,hɘt̪ikʰɔn baɲca͡o̯ lɘgit̪̚ʔt̪ɛ hɔɽko ɲind̪ɘ ɛbʰɛnkat̪ɛʔko paɾha.ja.
১৩। বনের গাছ ও লতাপাতা থেকে নানারকম ওষুধ তৈরি হয়।,13. Various medicines are prepared from the trees and leaves of the forest.,biɾɾe.jaʔ d̪aɾenɘɽikʰɔn a͡i̯malekan ɾan t̪e.jaɾɔ.a.
১৪। বন থেকে বাঁশ এনে ঘরের বেড়া ও খুঁটি তৈরি করা হয়।,14. The fences and poles of the house are made by fetching bamboos from the forest.,biɾ kʰɔn mãt̪̚ʔ ɘgukat̪ɛ ɔɽaʔɾe.jaʔ kʰunʈi aɾ ʈɘʈiko t̪e.jaɾa.
১৫। বনের ছন দিয়ে ঘরের ছাউনি দেওয়া যায়।,15. Houses are covered with the forest canopy.,biɾ ɾe.jaʔ sɘ͡o̯ɽit̪ɛ ɔɽaʔɾe.jaʔ sat̪eko d̪aːba.
১। বাংলাদেশের বেশিরভাগ মানুষ গ্রামে বাস করে।,1. Most of the people of Bangladesh live in the villages.,baŋlad̪isɘmɾɛn ɟɘst̪ibʰag hɔɽ at̪oɾɛko giɾɘbɘsiʔkana.
২। গ্রামের মানুষের জন্য হাট-বাজার খুব দরকারি একটা স্থান।,2. Haat-bazaar/ market is a very useful place for the village people.,at̪oɾɛn hɔɽ lɘgit̪̚ʔ mit̪̚ʔʈɛn haʈbaɟaɾ d̪ɔ ɘɖi ɟɘɾuɽ miʈɛn ʈʰɘ͡i̯kana.
৩। এখানে তাদের দারকারি জিনিসপত্র কেনা ও বেচা হয়।,3. Here their useful goods are bought and sold.,nɔnɖɛ ako̯͡͡aʔ ɟɘɾuɽ ɟinisku kiɾiɲ ɘkʰɾiɲ ho.joʔkana.
"৪। হাট-বাজারে কৃষকেরা ফসল বিক্রি করে, জেলেরা মাছ বিক্রি করে।","4. Farmers sell their crop in the hat- bazaar/market, fishermen sell their fish.",hɘʈi̯͡ɘ baɟaɾɾɛ kisɘnko d̪ɔ pʰɔsɔlko ɘkʰɾiɲa aɾ ɟɘli̯͡ɘkod̪ɔ hakoko ɘkʰɾiɲko̯͡a.
"৫। শুধু কেনাবেচা নয়, হাটে গ্রামের মানুষেরা একে অপরের সাথে দেখা-সাক্ষাতও করে।","5. Not only shopping, but the village people also meet each other in the haat.","ɛkɛn kiɾiɲ ɘkʰɾiɲd̪ɔ baŋ, hɘʈi̯͡ɘɾɛ at̪oɾɛn hɔɽ mit̪̚ʔhɔɽ sã͡o̯t̪ɛ aɾ mit̪̚ʔ hɔɽaʔ ɲɛpɛl ɲapamhɔ̃ ho.jo.a."
"৬। হাট বসে সপ্তাহে দুই দিন, কিন্তু বাজার প্রতিদিন বসে।","6. The haat sits two days a week, but the bazar sits every day.","hɘʈi̯͡ɘd̪ɔ hap̚t̪aɾɛ baɾd̪in d̪uɽubɔʔa, mɛnkʰan baɟaɾd̪ɔ d̪ʰinɘmd̪in d̪uɽubɔʔa."
"৭। হাটের সময় দুপুর থেকে সন্ধ্যা পর্যন্ত, যদিও বাজারের সময় সকাল থেকে দুপুর পর্যন্ত।","7. The haat hours are from noon to evening, while the bazaar hours are from morning to noon.","hɘʈi̯͡ɘ ɾe.jaʔ ɔk̚t̪ɛd̪ɔ tikin kʰɔn ɘ.jup̚ʔ hɘbiʲc̚ʔ, bic̚kɔm baɟaɾ ɾijaʔ ɔkt̪ɛd̪ɔ sɛt̪aʔkʰɔn t̪ikin hɘbiʲc̚ʔ."
৮। হাট থেকে দরকারি জিনিসপত্র কিনে গ্রামের মানুষ নিজেদের প্রয়োজন মেটায়।,8. People of the village meet their needs by buying useful items from the haat.,hɘʈi̯͡ɘkʰɔn ɟɘɾuɽ ɟinisku kiɾiɲkat̪ɛt̚ʔ at̪oɾɛn hɔɽ ako̯͡aʔ okulɘnko meʈao̯͡a.
৯। আগে নদীর পাড়ে বড় বড় হাট-বাজার বসতো।,9. Earlier there used to be big haat-bazaars on the banks of the river.,sed̪a͡i̯d̪ɔ gaɖa aɽeɾɛ maɾaŋ maɾaŋ hɘʈi̯͡ɘ baɟaɾ d̪uɽubɔʔkan t̪ahɛ̃na.
১০। এখন সহজে যাওয়া যায় এমন স্থানে হাট-বাজার বসে।,10. Now the haat-bazaar sits in an easily accessible place.,nit̪̚ʔ algat̪ɛ cala͡o̯ d̪aɽe.jaʔ noŋkan ʈʰɘ͡i̯ɾɛ hɘʈi̯͡ɘ baɟaɾ d̪uɽubɔʔkana.
১১। ছোটবেলায় আমি বাবার সাথে হাটে যেতাম এবং নানান রকমের খেলনা কিনে আনতাম।,"11. When I was a child, I used to go to the haat with my father, and buy toys.",kɘʈiʲc̚ʔ bid̪ɘlɾɛ iɲ ɘpuɲ sã͡ɔ̯t̪ɛ hɘʈi͡ɘ̯ɲ calaʔkan t̪ahɛ̃na aɾ a͡i̯ma lɛkan kʰilɘʈ ɟiniskoɲ kiɾiɲ ɘgu.jɛt̪̚ʔkan t̪ahɛna.
আমি তাকে ধরি,I catch him.,iɲ uniɲ sabɛ.ja.
আমরা দুইজন তাকে ধরি,We two catch him.,ɘliɲ uniliɲ sabɛ.ja.
আমরা তাকে ধরি,We catch him.,alɛ unilɛ sabɛ.ja.
তুমি তাকে ধরো,You catch him.,am unim sabɛ.ja.
তোমরা দুইজন তাকে ধরো,You two catch him.,abɛn unibɛn sabɛ.ja.
তোমরা তাকে ধরো,You catch him.,apɛ unipɛ sabɛ.ja.
He/ She catches him.,,uni hɘni.jɛ sabɛ.ja.
It catches that.,,ɔna hana.jɛ saːba.
The two catch him.,,uŋkin hɘnikin sabɛ.ja.
Those two catch those two.,,ɔnakin hanakinɛ saba.
They catch him.,,onko uniko sabɛ.ja.
Those catch him.,,ɔnako hana͡i̯ saba.
তুমি আমাকে ধরো,You catch me.,am iɲɛm sabɛɲa.
তোমরা দুইজন আমাকে ধরো,You two catch me.,abɛn iɲ sabɛɲbɛn.
তোমরা আমাকে ধরো,You catch me.,apɛ iɲpɛ sabɛɲa.
He/ She catches me.,,uni iɲɛ sabɛɲa.
It catches me.,,ɔna iɲɛ sabɛɲa.
The two catch me.,,uŋkin iɲkin sabɛɲa.
Those two catch me.,,ɔnakin iɲɛ sabɛɲa.
They catch me.,,oŋko iɲko sabɛɲa.
Those catch me.,,ɔnako iɲko sabɛɲa.
আমি তোমাকে ধরি,I catch you.,iɲ amiɲ sap̚ʔme̯͡a.
আমরা দুইজন তোমাকে ধরি,We two catch you.,ɘliɲ amliɲ sap̚ʔme̯͡a.
আমরা তোমাকে ধরি,We catch you.,alɛ amlɛ sap̚ʔme̯͡a.
তুমি তোমাকে ধরো,You catch yourself.,am amge sabɔʔmɛ.
He/ She catches you.,,uni amɛ sap̚ʔme̯͡a.
That catches you.,,ɔna amɛ sap̚ʔme̯͡a.
The two catch you.,,uŋkin amkin sap̚ʔme̯͡a.
Those two catch you.,,ɔnakin amɛ sap̚ʔme̯͡a.
They catch you.,,oŋko amko sap̚ʔme̯͡a.
Those catch you.,,ɔnako amɛ sap̚ʔme̯͡a.
আমি তাদেরকে ধরি,I catch them.,iɲ oŋkoɲ sap̚ʔko̯͡a.
আমরা দুইজন তাদেরকে ধরি,We two catch them.,ɘliɲ oŋkoliɲ sap̚ʔko̯͡a.
আমরা তাদেরকে ধরি,We catch them.,alɛ oŋkolɛ sap̚ʔko̯͡a.
তুমি তাদেরকে ধরো,You catch them.,am oŋko sap̚ʔkomɛ.
তোমরা দুইজন তাদেরকে ধরো,You two catch them.,abɛn oŋko sap̚ʔkobɛn.
তোমরা তাদেরকে ধরো,You catch them.,apɛ oŋkopɛ sap̚ʔko̯͡a.
সে তাদেরকে ধরে,He/ She catches them.,uni oŋko͡i̯ sap̚ʔko̯͡a.
That catches them.,,ɔna oŋko͡i̯ sap̚ʔko̯͡a.
The two catch them.,,onakin oŋko͡i̯ sap̚ʔko̯͡a.
Those two catch them.,,oŋko hɘŋkoko sap̚ʔko̯͡a.
They catch them.,,ɔnako onkoko sap̚ʔko̯͡a.
Those catch them.,,oŋko hɘŋkoko sap̚ʔko̯͡a.
আমি মাছ ধরি,I fish.,iɲ hakoɲ sap̚ʔko̯͡a.
আমরা দুইজন মাছ ধরি,We two fish.,ɘliɲ hakoliɲ sap̚ʔko̯͡a.
আমরা মাছ ধরি,We fish.,alɛ hakolɛ sap̚ʔko̯͡a.
তুমি মাছ ধরো,You fish.,am hakom sap̚ʔko̯͡a.
তোমরা দুইজন মাছ ধরো,You two fish.,abɛn hakobɛn sap̚ʔko̯͡a.
তোমরা মাছ ধরো,You fish.,apɛ hakopɛ sap̚ʔko̯͡a.
He/ She fishes.,,uni hako͡i̯ sap̚ʔko̯͡a.
That fishes.,,ɔna hako͡i̯ sap̚ʔko̯͡a.
The two fish.,,uŋkin hakokin sap̚ʔko̯͡a.
Those two fish.,,ɔnakin hako͡i̯ sap̚ʔko̯͡a.
They fish.,,oŋko hakoko sap̚ʔko̯͡a.
Those fish.,,ɔnako hako͡i̯ sap̚ʔko̯͡a.
He/ She is coming.,,uni͡i̯ hɘɟuʔkana.
That is coming.,,ni̯͡ɘʈaʔ hɘɟuʔkana.
The two are coming.,,noŋkoko hɘɟuʔkana.
These two are coming.,,no̯͡akin hɘɟuʔkana.
They are coming.,,noŋkoko hɘɟuʔkana.
These two are coming.,,no̯͡ako hɘɟuʔkana.
"বড় বোন: মা, ছোট ভাই আজ প্রথম স্কুলে যাবে।","Elder sister: Mother, younger brother will go to the school for the first time today.","gɔː, huɖiɲ bɔ͡i̯ha d̪ɔ t̪eheɲ pɘhil d̪ʰa͡o̯ iskulɛ calaʔa."
বড় বোন: সে স্কুলে যেতে ভয় পাচ্ছে।,Elder sister: He is being afraid to go to school.,unid̪ɔ iskul calaʔɛ bɔt̪ɔɾɔʔkana.
বড় বোন: এখন কী করবো মা?,"Elder sister: What will I do now, Mother?",nit̪̚ cɛʔiɲ ceka.ja gɔː?
মা: তুমি তার সাথে স্কুলে গেলেই হবে।,Mother: It will be okay if you go to school with him.,uni sã͡ɔ̯t̪ɛ amd̪ɔ iskulɛm cala͡o̯lɛnkʰange ho.jo.a.
মা: তুমি তার সাথে থাকলে সে ভয় পাবে না।,"Mother: If you are with him, he will not be afraid.",uni sã͡o̯ɾɛm t̪ahɛ̃lɛnkʰan ba͡i̯ bɔt̪ɔɾɔ.a.
বড় বোন: আমি অবশ্যই তার সাথে যাবো।,Elder sister: I will definitely go with him.,iɲd̪ɔ ɔbɔsge uni sã͡o̯t̪ɛɲ cala.a.
"বড় বোন: ক্লাসের মধ্যে সে একা থাকবে, তখন সে ভয় পেতে পারে।","Elder sister: He will be alone in the class, then he might get scared.","uni d̪ɔ kl͡asɾɛ eɛskaɾge͡i̯ t̪ahɛ̃na, unɾɛ͡i̯ bɔt̪ɔɾ d̪aɽe.jaʔa."
মা: ভয়ের কিছু নেই।,Mother: There is nothing to be afraid of.,bɔt̪ɔɾɔʔ ɾenaʔ cɛt̪̚ʔhɔ̃ bɘnu.a.
মা: এখন সে পড়াশুনার চেয়ে খেলাধুলা বেশি করবে।,Mother: Now he will play more than studying.,nit̪̚d̪ɔ uni ɔlɔʔpaɽhaʔ bɔd̪ɔlt̪ɛ gat̪e̪ʔge ɟɘst̪i͡i̯ kusi.a.
মা: হঠাৎ করে পড়াশুনা করার চেয়ে এটা ভালো।,Mother: It is better than studying suddenly.,ac̚ka ac̚ka paɽhaʔ bɔd̪ɔlt̪ɛ no̯͡a kɘmige boge.ja.
বড় বোন: তবে সে অনেক কিছুই পারে।,Elder sister: He can do many things though.,mɛnɛʔ unid̪ɔ a͡i̯mage͡i̯ d̪aɽe.jaʔa.
"বড় বোন: সে বর্ণমালা চেনে, গুনতে পারে, মাস ও দিনের নাম বলতে পারে।","Elder Sister: He knows letters/ alphabets, can count, can name the months and days.","uni d̪ɔ haɾɔp̚ko, bɔɾnɔmalako, lɛkʰa, cand̪o aɾ d̪in ɾe.jaʔ ɲit̪umɛ ɾɔɽ d̪aɽeo̯͡aʔa."
মা: কিন্তু সে কি তার বাড়ির ঠিকানা বলতে পারে?,Mother: But can he state his home address?,cɛt̪̚ʔ unid̪ɔ a.jaʔ ɔɽaʔ ɾenaʔ ʈʰikana͡i̯ lɘ͡͡i̯ d̪aɽe.jaʔa?
বড় বোন: আমার মনে হয় সে এখনও এটা পারে না।,Elder sister: I think he still can't do this.,hud̪isid̪ɘɲ uni d̪ɔ no̯͡a nit̪̚hɔ̃ ba͡i̯ lɘ͡i̯ d̪aɽe.jaʔa.
বড় বোন: এগুলো তার কেন জানতে হবে?,Elder sister: Why should he know these?,no̯͡a d̪ɔ ced̪aʔ baɖa͡i̯ ɟɘɾuɽta.ja?
মা: সকল শিশুরই এগুলো জানা দরকার।,Mother: All children need to know these.,ɟɔt̪ɔ gid̪ɾɘo̯͡aʔge no̯͡ako baɖa͡i̯ d̪ɔ ɟɘɾuɽge.ja.
মা: কেউ জিজ্ঞেস করলে যেন বলতে পারে।,Mother: So they can answer If someone asks .,ɟãhã͡i̯ko kuli̯͡ɛɾɛ ɟɛmɔnɛ lɘ͡i̯ d̪aɽe.jaʔ.
মা: এ ছাড়া এগুলো জানা থাকলে সে হারিয়ে যাবে না।,"Mother: Besides, if he knows these things, he will not get lost.",ɔna cʰaɖa no̯͡a baɖa͡i̯ t̪ahɛnkʰan ba͡i̯ ad̪ɔʔa.
বড় বোন: তুমি ঠিক বলেছ মা।,Elder sister: You are right mother.,amd̪ɔ ʈʰikgem mɛned̪a gɔ.
বড় বোন: তার জন্য কী কী কিনতে হবে?,Elder sister: What thngs to buy for him?,uni lɘgit̪̚ʔ cɛt̪̚ʔ cɛt̪̚ʔko kiɾiɲ ɟɘɾuɽa?
"মা: স্কুলের ব্যাগ, কাগজ, পেন্সিল, ইরেজার, সার্পনার কিনতে হবে।","Mother: Have to buy a school bag, paper, pencil, eraser, sharpener","iskul bɛg, kagɔc̚, pensil, iɾeɟaɾ, saɾp̚naɾ no̯͡ako kiɾiɲ ɟɘɾuɽa."
"বড় বোন: আচ্ছা, আমি তাকে নিয়ে দোকানে যাচ্ছি।","Elder sister: Alright, I'm taking him to the shop.",ac̚cʰa uni ni.jɘge d̪okaniɲ calaʔkana.
বড় বোন: সে তার পছন্দমতো জিনিসগুলো কিনলে ভালো হবে।,Elder sister: It would be better if he buys the things he likes.,unid̪ɔ aʲcʔ kusiʔlekan ɟinise kiɾiɲ lekʰan boge ho.jo.a.
"মা: হ্যাঁ, আগামীকাল তুমি তাকে নিয়ে স্কুলে যাবে।","Mother: Yes, you will take him to school tomorrow.","hɛ̃, gapa d̪ɔ uni ni͡ɘ̯ iskulɛm cala.a."
মায়ের বুকের দুধ শিশুর জন্য ওষুধের মতো উপকারী/ কাজ করে।,Mother's breast milk is as useful as medicine/ works like medicine for the baby.,gɔgɔo̯͡aʔ kɔɽam t̪ɔ̯͡a d̪ɔ gid̪ɾɘ lɘgit̪̚ʔ ɾan lekage͡i̯ kɘmi.ja.
ছয় মাস পর্যন্ত শিশুকে শুধু বুকের দুধ খাওয়াতে হবে।,The baby should be breastfed for up to 6 months.,t̪uɾu͡i̯ cand̪o hɘbiʲc̚ʔ gid̪ɾɘ d̯ɔ gɔgɔ t̪o̯͡age ɟɔm oco.je ho.jo.a.
এরপর শিশুকে দুধের পাশাপাশি অন্য খাবার দিতে হবে।,After that the baby should be given other food besides milk.,inɘ t̪a.jɔm t̪͡o̯͡a ɟɔm sã͡o̯ sã͡o̯t̪ɛ eʈaʔ ɟɔmaʔhɔ̃ ema͡i̯ ho.jo.a.
শিশুকে একসাথে অনেক খাবার দেওয়া ঠিক না/ ভালো না।,It is not good/ right to feed a baby many foods at once.,gid̪ɾɘ d̪ɔ mit̪̚ʔsãot̪ɛ a͡i̯ma ɟɔm ema͡i̯ d̪ɔ baŋ boge.ja.
শিশুকে শাকসবজি ও ফলের রস খাওয়াতে হবে।,Children should be fed vegetables and fruit juices.,gid̪ɾɘ d̪ɔ aɽaʔ sakam sã͡o̯ ɟɔː ɾe.jaʔ ɾɔs hɔ̃ ɲu oco͡i̯ ho.jo.a.
শিশুর জন্য ঘুম খুব দরকারি।,Sleep is very important for the babies.,gid̪ɾɘ lagit̪̚ʔ ɟɘpit̪̚ʔ d̪ɔ ɘɖi ɟɘɾuɽanaʔ kange.ja.
এতে শিশু সুস্থ/ ভালো থাকে এবং ভালোভাবে বেড়ে ওঠে/ বড় হয়।,In this way the baby stays healthy and grows well.,noŋkat̪ɛ gid̪ɾɘ d̪ɔ boge aɾ mɔ̃ːɟɛ haɾa buɾuʔkana.
একটি শিশুকে তার দেড় বছর বয়সের মধ্যে ৫টি টিকা দিতে হয়।,A baby needs 5 vaccinations by the time he is one and a half years old.,mit̪̚ʔʈɛn gid̪ɾɘ d̪ɔ mit̪̚ʔ seɾma t̪alaɾɛ mɔ̃ɽɛ̃gɔʈɛn ʈikɘ ema͡i̯ ho.jo.a.
টিকা না দিলে শিশুর অনেক রোগ হতে পারে।,Babies can get / catch many diseases if not vaccinated.,ʈikɘ baŋ ema͡i̯kʰan gid̪ɾɘo̯͡aʔ a͡i̯ma lekan ɾu̯͡ɘ ho͡i̯ d̪aɽeo̯͡aʔa.
শিশুকে কখন কোন টিকা দিতে হবে তা ডাক্তার বলে দিবে।,The doctor will say whenever the baby needs proper vaccinations.,gid̪ɾɘ d̪ɔ ɔka ɔk̚t̪ɛ ɔka ʈikɘ ema͡i̯ ho.joʔa ona d̪ɔ ɖakt̪aɾge͡i̯ lɘː.ja.
কাছাকাছি হাসপাতালে গিয়ে শিশুকে টিকা দেওয়া যায়।,The baby can be vaccinated by going to a nearby hospital.,soɾɾenaʔ haspat̪alɾege gid̪ɾɘ d̪ɔ ʈikɘ ema͡i̯ ho.jo.a.
পরিবার,Family,gʰaɾɔɟ
আলোচনা,Discussion,galmaɾa͡o̯
প্রশ্ন/ জিজ্ঞাসা,Question,kuk̚li
উত্তর/ জবাব,Answer,ɾɔɽɾu̯͡ɘɽ
ওষুধ,Medicine,ɾaːn
স্বপ্ন,Dream,kuk̚mu
জন্ম,Birth,ɟanam
মৃত্যু,Death,guɟuʔ
বিয়ে,Marriage,bap̚la
কাজ,Work,kɘmi
সোনা,Gold,sɔna
রূপা,Silver,ɾupɘ
গয়না/অলংকার,Ornaments,sapap̚ʔ
ভালো,Good,bʰage
মন্দ,Evil,bɘɽiʲc̚ʔ
সুন্দর,Beautiful,napa͡i̯
অসুন্দর/ কুৎসিত,Ugly,baŋ mɔ̃ɟ
ভারী,Heavy,hamal
হালকা,Light,ɾa͡ɔ̯al
ছোট,Small,kɘʈiʲc̚ʔ
বড়,Big,lɘʈu
কাঁচা,Raw,bɛɾɛl
পাকা,Seasoned,bele
টক,Sour,ɟɔɟɔ
ঝাল,Spicy,ɟʰal
মিষ্টি,Sweet,hɛɽɛm
জীবিত,Alive,ɟiu̯͡ɘt̪̚ʔ
মৃত,Dead,gɔʲc̚ʔ
উঁচু,High,cɔʈ̚
নিচু,Low,lat̪aɾ
নরম,Soft,lɘbit̪̚ʔ
গরম,Hot,lɔlɔ
গরম,Hot,lɔlɔ
শক্ত,Tough,kɛʈɛʲc̚ʔ
পরিষ্কার,Clean,sapʰa
সত্য,Truth,sɘɾi
মিথ্যা,Lie,ɛɽɛ
পাতলা,Thin,et̪aŋ
মোটা,Thick,mɔʈa
বিবাহিত,Married,bap̚laiʲc̚ʔ
অবিবাহিত,Unmarried,ɖɘŋu̯͡ɘ
নিনা তার বাবা-মায়ের সাথে শহরে থাকে।,Nina lives in the city with her parents.,nina d̪ɔ gɔgɔ baba sã͡o̯ sɔhɔɾɾɛ͡i̯ t̪ahɛ̃na.
একদিন তার কাছে তার দাদি একটি চিঠি পাঠালেন।,One day her grandmother sent a letter to her.,mit̪̚ʔd̪in aʲc̚ʔ gɔɽɔm buɖi d̪ɔ uni ʈʰɛn miʔʈɛn ciʈhi͡i̯ koːlked̪a.
কিন্তু নিনা ওই চিঠি পড়তে পারলো না।,But Nina could not read that letter.,mɛnɛʔ nina d̪ɔ ɔna ciʈʰi ba͡i̯ paɽha͡o̯ d̪aɽe.jad̪a.
"কারণ, সে তার নিজের ভাষা বলতে পারলেও পড়তে পারে না।","Because, although she can speak her own language, she cannot read.",ɛnt̪ɛʔ niɟeɾaʔ pɘɾsi baɖa͡i̯kanɾɛhɔ̃ ba͡i̯ paɽha͡o̯ d̪aɽe.jad̪a.
তখন নিনার বাবা তাকে চিঠিটা পড়ে সেই চিঠির অর্থ বুঝিয়ে দিলেন।,Then Nina's father read the letter to her and explained the meaning of the letter.,unɾɛ nina apat̚ʔ d̪ɔ ɔna ciʈʰi paɽha͡o̯ kat̪ɛ manɛ͡i̯ buɟʰhɘ͡o̯ade.ja.
নিনা চিঠির উত্তরে তার দাদিকে কিছু ছবি এঁকে পাঠালো।,Nina sent some pictures after painting them herself to her grandmother in reply to the letter.,nina d̪ɔ ciʈʰiɾenaʔ ut̪̚t̪ɔɾ mɛnt̪ɛ kɔ.jekʈi cʰobi͡i̯ koːlad̪e.ja.
এর কিছুদিন পর সে দাদির কাছ থেকে আরেকটি চিঠি পেল।,A few days later she received another letter from her grandmother.,inɘ t̪ʰɔɽa d̪in bad̪ɾɛ gɔɽɔm buɖi ʈʰɛn Kʰɔn aɾhɔ mit̪̚ʔʈɛn ciʈʰi͡i̯ ɲamked̪a.
সেই চিঠিতে দাদি লিখেছিলেন: তিনি নিনার ছবিগুলো পেয়ে খুব খুশি হয়েছেন।,"In that letter, the grandmother wrote that she was very happy to receive Nina's paintings.",ɔna ciʈʰiɾɛ gɔɽɔm buɖidɔ͡i̯ ɔlked̪a ɔna cʰobiko ɲam kat̪ɛ uni d̪ɔ ɘɖiaʈɛ kusilena.
কিন্তু নিনা তার চিঠি পড়তে পারেনি — এটা জেনে তিনি মন খারাপও করেছেন/ কষ্ট পেয়েছেন।,But Nina could not read her letter - she felt upset to know that too.,nina ɔna ciʈʰi ba͡i̯ paɽha͡o̯ d̪aɽe.jaʔt̪ɛ mɔnɛ bɘɽiʲc̚ʔked̪a aɾ kɔsʈɔ͡i̯ ɘ͡i̯kɘ͡o̯ked̪a.
"নিনা তখন তার নিজ ভাষা নিয়ে পড়ালেখা শুরু করলো, যেন সে তার দাদিকে চিঠি লিখতে পারে।",Nina then began studying her native language so that she could write letters to her grandmother.,nina nit̪̚ʔ pɘɾsit̪ɛ ɔlɔʔpaɽhaʔɛ ɛhɔp̚ʔked̪a ɟɛmɔn aʲc̚ʔ gɔɽɔm buɖi ciʈʰi͡i̯ ɔl d̪aɽeo̯͡ai̯.
এই,This,ni̯͡ɘ
ঐ,That,hana
এখানে,Here,nɔnɖɛ
ওখানে,There,hanɖɛ
কেউ,Someone,ɟãha͡i̯
কিছু,Something,nase.jaʔ
কোথাও,Somewhere,ɔkaɾɛhõ
কোনো,Any,"cɛt̪̚ʔhɔ̃], [ɟãhaɾɛhɔ̃], [ɟahanaʔhɔ̃], [ɔkɔ͡i̯hɔ̃], [ɔkaɾɛhɔ̃"
নিজ,Own,aʲc̚ʔ
সব/সকল,All/Every,sanam
সবাই,Everyone,sanam
সবার,Everyone’s,sanamko̯͡aʔ
নিজে নিজে/আপনা-আপনি,By Himself/Herself,aʲc̚ʔ aʲc̚ʔ t̪ɛ
অন্য/অপর,Other/Another,ɛʈaʔ
আলাদা,Different,ɟud̪ɘ
বাড়ি,Home,ɔɽaʔ
ঘরের চাল,Shed,sɘɽim
খুঁটি,Pole,kʰunʈi
দরজা,The Door,d̪u̯͡ɘɾ
বেড়া,The Fence,ʈɘʈi
দেয়াল,The Wall,bʰit̪
সিঁড়ি,The Stairs,siɽhi
উঠান,The Yard,ɾaca
গোয়াল ঘর,Slaughterhouse,gɔɽa
থালা,Plate,t̪ʰɘɾi
থালা,Dish,t̪ʰɘɾi
কলস,Pitcher,kanɖa
দা,Kitchen Knife,kɘ͡i̯d̪ɘ
বটি,Kitchen Knife,binʈʰi
ঢাকনা,Lid,ɖʰɘkniʲc̚ʔ
জাল,Net,ɟʰɘli
চুলা,Stove,culhɘ
চাদর,Sheet,pɘchɘ͡o̯ɽi
পাটি,Rug,pɘʈi.jɘ
পিঁড়ি,Sitting Tool,ganɖo
