dataset,sentence_id,issues,santali_sentence,english_gloss,source_eaf_file,source_eaf_utterance_id,confidence
generated_santali_5k.jsonl,LLM-004131,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,uni d̪o  cạuchạliạ,nan,santali_matthew_glossed.eaf,2,medium
generated_santali_5k.jsonl,LLM-004132,blank_bangla_gloss;blank_sentence_type;two_token_output,mạ̃riạ̃ piṭiạ,One day a crow got very thirsty for water.,santali_glossed_1.eaf,28,medium
generated_santali_5k.jsonl,LLM-004133,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,alaklạṇḍi lek,nan,matthew_santali_glossed.eaf,30,high
generated_santali_5k.jsonl,LLM-004134,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,daṅgok̕,nan,santali_glossed_new.eaf,17,medium
generated_santali_5k.jsonl,LLM-004135,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,gabo̱c̕,nan,matthew_santali_glossed.eaf,9,medium
generated_santali_5k.jsonl,LLM-004136,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,caego eɾeɲ-a,nan,santali_glossed_new.eaf,41,medium
generated_santali_5k.jsonl,LLM-004137,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,eɾma kʰon aɾan hɔj-ena am d̪o iɲ-ɾen d̪ulaɾia hopon kan-am aɾ-ɲ-ɾen ku pạḍhuạ,nan,santali_matthew27_mark1_glossed (1).eaf,25,medium
generated_santali_5k.jsonl,LLM-004138,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,bagahaj ɔprɔt ɔcɔ-yen tɑyɔm ɟi hike,nan,santali_mark1_glossed.eaf,22,high
generated_santali_5k.jsonl,LLM-004139,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,jhaporae,nan,santali_matthew_glossed(1).eaf,20,medium
generated_santali_5k.jsonl,LLM-004140,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,cãwãr,nan,santali_glossed_dialogues.eaf,66,medium
generated_santali_5k.jsonl,LLM-004141,blank_english_gloss;blank_bangla_gloss;blank_sentence_type,iɲ-aʔ mɔnɛ ho . haḍgẽ̱ṛa ãɔ̯-t̪ɛ galmaɾaɔ̯ ɟɘɾuɽ-a,nan,santali_glossed_new_3(1).eaf,94,medium
generated_santali_5k.jsonl,LLM-004142,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,hạri bho̱ṅ,nan,santali_glossed_new_3(1).eaf,72,medium
generated_santali_5k.jsonl,LLM-004143,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,orloporlo,nan,lexicon(1).eaf,223,medium
generated_santali_5k.jsonl,LLM-004144,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,d̪inɘm-hilɘʔ  tẽṛga,nan,santali_glossed_2.eaf,31,medium
generated_santali_5k.jsonl,LLM-004145,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,ḍiḍhi bạḍhi,nan,santali_new_glossed.eaf,33,medium
generated_santali_5k.jsonl,LLM-004146,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,lopotiaṅ arak̕,nan,santali_matthew_glossed(1).eaf,17,medium
generated_santali_5k.jsonl,LLM-004147,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,khatra khotra eter-ɑenɑ,nan,santali_mark1_glossed.eaf,32,medium
generated_santali_5k.jsonl,LLM-004148,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,nichora ɑnɑ-kɑn-ɡe-ɑ mɑ  ɑpʰɑ-kɔkʔ-me,nan,matthew_santali_glossed_ipa.eaf,33,medium
generated_santali_5k.jsonl,LLM-004149,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,caṅgṛa,nan,santali_glossed_2.eaf,44,medium
generated_santali_5k.jsonl,LLM-004150,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,Ado Johan Kaijor-a-ket-e Ma gạkhuṛ,nan,matthew_santali_glossed.eaf,38,medium
generated_santali_5k.jsonl,LLM-004151,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,kãca u d̪o d̪ok'-ic' Bɑbɑn-cɑo-ic' kɑnɑ-e,nan,santali_matthew_glossed(1).eaf,1,medium
generated_santali_5k.jsonl,LLM-004152,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,dhạpuạ,nan,santali_bangla_glossed.eaf,6,medium
generated_santali_5k.jsonl,LLM-004153,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,cãc̕ cũc̕,nan,matthew_santali_glossed_ipa.eaf,35,medium
generated_santali_5k.jsonl,LLM-004154,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,Ado turui din tay-om Ji u do Patra  ar Jakob ar uni-ren boeha Johan  onde tor-a-kate mitt-ec' u ul buru-te e dhạmcuk̕,nan,matthew_santali_glossed.eaf,47,medium
generated_santali_5k.jsonl,LLM-004155,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,no͡a  ge̱je̱ pe̱te̱ . ja-kana,nan,santali_imperatives_glossed.eaf,32,medium
generated_santali_5k.jsonl,LLM-004156,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,be̱juri,nan,santali_glossed_new.eaf,44,medium
generated_santali_5k.jsonl,LLM-004157,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,jhado̱r pado̱r,nan,santali_bangla_glossed.eaf,17,medium
generated_santali_5k.jsonl,LLM-004158,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,cokak̕ baklak̕,nan,santali_glossed_new_3(1).eaf,19,medium
generated_santali_5k.jsonl,LLM-004159,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,co̱po̱t̕,nan,santali_glossed_dialogues.eaf,57,medium
generated_santali_5k.jsonl,LLM-004160,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,iɲ-aʔ mɔnɛ ho . ke̱ke̱ṛcaṅ ãɔ̯-t̪ɛ galmaɾaɔ̯ ɟɘɾuɽ-a,nan,santali_glossed_new_3.eaf,94,medium
generated_santali_5k.jsonl,LLM-004161,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,so̱nto̱r,nan,santali_glossed_new_2.eaf,28,medium
generated_santali_5k.jsonl,LLM-004162,blank_english_gloss;blank_bangla_gloss;blank_sentence_type,sạburi -ɾɛ d̪ɛɟ-oʔ ɟɔkʰ-ɛ iɲ-aʔ gubli-ɾɛ-ɲ d̪ɔhɔl-e-d̪a,nan,santali_dialogues_glossed.eaf,5,medium
generated_santali_5k.jsonl,LLM-004163,blank_bangla_gloss;blank_sentence_type;one_token_output,bạnuk̇,Uncle: How are your parents?,santali_glossed_1.eaf,64,medium
generated_santali_5k.jsonl,LLM-004164,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,coeta,nan,matthew_santali_glossed.eaf,41,medium
generated_santali_5k.jsonl,LLM-004165,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,ạḍại bạḍại,nan,santali_glossed_new_2.eaf,111,medium
generated_santali_5k.jsonl,LLM-004166,blank_english_gloss;blank_bangla_gloss;blank_sentence_type,behoea ewɑwɑ-d̪e-ɑ ɑr-e met̪ɑ-d̪e-ɑ e prɔbʱu  ɑnɑl-em kʰɑn-em  ɑpʰɑ d̪ɑre-ɑn-ɑ,nan,matthew_santali_glossed_ipa.eaf,32,medium
generated_santali_5k.jsonl,LLM-004167,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,ạnbid ɔ-ɾɛ d̪ɔhɔ-kam,nan,santali_glossed_new_2.eaf,52,medium
generated_santali_5k.jsonl,LLM-004168,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,nijuạn,nan,lexicon(1).eaf,240,medium
generated_santali_5k.jsonl,LLM-004169,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,ḍemka,nan,lexicon(1).eaf,219,medium
generated_santali_5k.jsonl,LLM-004170,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,ɟi ce̱pe̱ mũ ak'-e kami-ak-ad̪a,nan,santali_matthew_glossed (1).eaf,26,medium
generated_santali_5k.jsonl,LLM-004171,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,noa baɽge-ɾɛ bʰage ca ạtur  baŋ ho . jo-gɔ-ʔ-a,nan,santali_glossed_new_2.eaf,92,medium
generated_santali_5k.jsonl,LLM-004172,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,asket,nan,santali_dialogues_glossed.eaf,22,medium
generated_santali_5k.jsonl,LLM-004173,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,biddạn,nan,lexicon.eaf,138,medium
generated_santali_5k.jsonl,LLM-004174,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,ado̱piạ,nan,lexicon(1).eaf,122,medium
generated_santali_5k.jsonl,LLM-004175,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,cikạ̃ṛ,nan,santali_new_glossed.eaf,40,medium
generated_santali_5k.jsonl,LLM-004176,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,aṛaṅga i,nan,lexicon(1).eaf,118,medium
generated_santali_5k.jsonl,LLM-004177,blank_bangla_gloss;blank_sentence_type;one_token_output,ḍemcok̕,"Arka: Come on, let's get to work.",santali_glossed_1.eaf,104,medium
generated_santali_5k.jsonl,LLM-004178,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,ḍhạṭhi,nan,santali_new_glossed.eaf,45,medium
generated_santali_5k.jsonl,LLM-004179,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,po̱ko̱s,nan,santali_glossed_new_3.eaf,70,medium
generated_santali_5k.jsonl,LLM-004180,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,ala ạli,nan,santali_bangla_glossed.eaf,30,medium
generated_santali_5k.jsonl,LLM-004181,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,menkʰan manwa hopon at͡ʃ'-ɾen  had ɔt̪e at͡ʃ'-ak' t̪ʰonok-ɾe-ye d̪uɾup'-a,nan,santali_matthew_glossed (1).eaf,22,medium
generated_santali_5k.jsonl,LLM-004182,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,ṭera,nan,santali_glossed_new_3.eaf,19,medium
generated_santali_5k.jsonl,LLM-004183,blank_english_gloss;blank_bangla_gloss;blank_sentence_type,d̪i nińjam ɑnɑm lekɑn rɔɡ biɡʰin,nan,santali_matthew_glossed.eaf,16,medium
generated_santali_5k.jsonl,LLM-004184,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,yi,nan,lexicon(1).eaf,55,medium
generated_santali_5k.jsonl,LLM-004185,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,nico,nan,santali_matthew_glossed.eaf,17,medium
generated_santali_5k.jsonl,LLM-004186,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,ạdi bạṛic̕,nan,matthew_santali_glossed_ipa.eaf,31,medium
generated_santali_5k.jsonl,LLM-004187,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,kutạ e etagic'-le nel hor-ea,nan,matthew_santali_glossed.eaf,39,medium
generated_santali_5k.jsonl,LLM-004188,blank_english_gloss;blank_bangla_gloss;blank_sentence_type,gojṛa . j-a,nan,santali_glossed_new.eaf,77,medium
generated_santali_5k.jsonl,LLM-004189,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,nui d̪o ɟi aḍa umạr,nan,santali_matthew27_mark1_glossed (1).eaf,10,medium
generated_santali_5k.jsonl,LLM-004190,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,cuikup̕,nan,santali_glossed_new_3.eaf,65,medium
generated_santali_5k.jsonl,LLM-004191,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,ḍuḍumḍhukạk̕,nan,santali_glossed_new_2.eaf,115,medium
generated_santali_5k.jsonl,LLM-004192,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,rotho,nan,santali_glossed_new_2.eaf,88,medium
generated_santali_5k.jsonl,LLM-004193,blank_bangla_gloss;blank_sentence_type;one_token_output,ko̱m,Relatives can be inquired through mobile.,santali_glossed_1.eaf,19,medium
generated_santali_5k.jsonl,LLM-004194,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,jhe̱ṭ,nan,lexicon(1).eaf,89,medium
generated_santali_5k.jsonl,LLM-004195,blank_english_gloss;blank_bangla_gloss;blank_sentence_type,iɲ-aʔ i kul d̪ɔ nɔnɖɛ kʰɔn pɛ ma . mayaṅ muyuṅ ɘŋgi-iɲ-a,nan,bangla_sentences_glossed.eaf,39,medium
generated_santali_5k.jsonl,LLM-004196,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,le̱me̱ń,nan,santali_new_glossed.eaf,62,medium
generated_santali_5k.jsonl,LLM-004197,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,hɘʈi̯͡ɘ baɟaɾ-ɾɛ ki ɘn-ko d̪ɔ pʰɔ bho̱jo̱ko̱ṭo̱,nan,santali_new_glossed (1).eaf,42,medium
generated_santali_5k.jsonl,LLM-004198,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,ut̪u-ɾɛ ɟʰal ɟɘ akulạn,nan,santali_new_glossed.eaf,60,medium
generated_santali_5k.jsonl,LLM-004199,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,ãṭwar,nan,santali_new_glossed.eaf,14,medium
generated_santali_5k.jsonl,LLM-004200,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,Dhorom iate khed o o-k'-kan-ko ge-ko bhagan-a ente  hamram,nan,matthew_santali_glossed.eaf,15,medium
generated_santali_5k.jsonl,LLM-004201,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,dapat̕,nan,santali_mark1_glossed.eaf,34,medium
generated_santali_5k.jsonl,LLM-004202,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,bhulạ bhạtuạ,nan,santali_glossed_new_2.eaf,124,medium
generated_santali_5k.jsonl,LLM-004203,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,ajbi,nan,lexicon.eaf,122,medium
generated_santali_5k.jsonl,LLM-004204,blank_english_gloss;blank_bangla_gloss;blank_sentence_type,imɔn ɑr  imɔn-ren bɔehɑ ɑndreɑ cẽ̱k,nan,santali_mark1_glossed.eaf,26,medium
generated_santali_5k.jsonl,LLM-004205,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,be̱rạji,nan,santali_glossed_new_3(1).eaf,66,medium
generated_santali_5k.jsonl,LLM-004206,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,lamjak̕,nan,matthew_santali_glossed.eaf,12,medium
generated_santali_5k.jsonl,LLM-004207,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,ektaraha,nan,santali_new_glossed.eaf,22,medium
generated_santali_5k.jsonl,LLM-004208,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,dhum dharkaṛ,nan,santali_matthew_glossed (1).eaf,4,medium
generated_santali_5k.jsonl,LLM-004209,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,hạlmạl ḍhiso ḍhoro . jaʔ,nan,santali_glossed_3.eaf,135,high
generated_santali_5k.jsonl,LLM-004210,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,gạ̃gũ,nan,santali_glossed_2.eaf,36,medium
generated_santali_5k.jsonl,LLM-004211,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,Ar Ji cirmok̕ en par-omok'-kan-re Mathae-ko metae mitt-e hor ma ul uk'thau orak' then durup'-a-kan-e helke-de-a,nan,matthew_santali_glossed.eaf,34,medium
generated_santali_5k.jsonl,LLM-004212,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,mit̪ʔ-d̪ʰaɔ̯ ɲɛlɛɾa a ɲu kat̪ɛ-t̪ʔ ɘɖi  odṛoṅ,nan,santali_glossed_new_3(1).eaf,4,medium
generated_santali_5k.jsonl,LLM-004213,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,dukhạr,nan,santali_glossed_new_3.eaf,72,medium
generated_santali_5k.jsonl,LLM-004214,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,ukhu pukhu,nan,lexicon(1).eaf,231,medium
generated_santali_5k.jsonl,LLM-004215,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,nawatur,nan,lexicon.eaf,185,medium
generated_santali_5k.jsonl,LLM-004216,blank_english_gloss;blank_bangla_gloss;blank_sentence_type,baɽge bɛɽha͡i̯-t̪ɛ  iʈɘpʔ oɖa-o-kat̪ɛ goɖo  adaṛ odoṛ,nan,santali_glossed_dialogues.eaf,26,medium
generated_santali_5k.jsonl,LLM-004217,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,miʔ-hɔɽ  mạurạsi,nan,santali_dialogues_glossed.eaf,56,medium
generated_santali_5k.jsonl,LLM-004218,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,ạṛthi pạṛthi,nan,santali_dialogues_glossed.eaf,55,medium
generated_santali_5k.jsonl,LLM-004219,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,Ar aleak' do dhund the̱rthe̱pe̱,nan,matthew_santali_glossed.eaf,24,high
generated_santali_5k.jsonl,LLM-004220,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,gaḍgaḍ,nan,lexicon.eaf,230,medium
generated_santali_5k.jsonl,LLM-004221,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,celcekec̕ ɑ tʃɑlɑɔ-en-ɑ,nan,matthew_santali_glossed_ipa.eaf,1,medium
generated_santali_5k.jsonl,LLM-004222,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,khṅkhar,nan,santali_glossed_new_3.eaf,46,medium
generated_santali_5k.jsonl,LLM-004223,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,pataṛphoṛ,nan,santali_glossed_3.eaf,29,medium
generated_santali_5k.jsonl,LLM-004224,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,jidạhi akạliạ,nan,santali_glossed_new_3.eaf,58,high
generated_santali_5k.jsonl,LLM-004225,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,be̱phaeda or-ren hopon-ko numo-gok'-a,nan,matthew_santali_glossed.eaf,14,medium
generated_santali_5k.jsonl,LLM-004226,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,saman khupạ,nan,santali_new_glossed.eaf,64,high
generated_santali_5k.jsonl,LLM-004227,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,dhe̱dre,nan,santali_new_glossed.eaf,41,medium
generated_santali_5k.jsonl,LLM-004228,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,cikan,nan,santali_dialogues_glossed.eaf,48,medium
generated_santali_5k.jsonl,LLM-004229,blank_english_gloss;blank_bangla_gloss;blank_sentence_type,enhilɔkʔ d͡ʒi u d̪ɔ ɔrɑkʔ kʰɔn ɔd̪ɔk  dacaṅ,nan,matthew_santali_glossed_ipa.eaf,42,medium
generated_santali_5k.jsonl,LLM-004230,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,ḍahgoriạ,nan,lexicon(1).eaf,138,medium
generated_santali_5k.jsonl,LLM-004231,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,rakraka uluk ho . jo-ʔ-ma,nan,santali_glossed_new_2.eaf,19,medium
generated_santali_5k.jsonl,LLM-004232,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,iɲ dɔ dɑkʔ-ten bɑpti jo̱bo̱ḍho̱ṅ ɔnɔt ɟiu-te bɑpti -peɑ,nan,santali_mark1_glossed.eaf,13,medium
generated_santali_5k.jsonl,LLM-004233,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,becara apha-kok'-me,nan,matthew_santali_glossed.eaf,33,medium
generated_santali_5k.jsonl,LLM-004234,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,pharhaṛ ḍhampa ḍhompo i-t̪ɛ hako-ko bɘɽ dimạk,nan,santali_bangla_glossed.eaf,4,high
generated_santali_5k.jsonl,LLM-004235,blank_bangla_gloss;blank_sentence_type,mit̪ʔ-d̪ʰa͡o̯ | ɲɛlɛɾa a | ɲu-kat̪ɛ | ɘɖi |  raṅga,After consuming once he was very amused and kept eating.,santali_glossed_1.eaf,4,medium
generated_santali_5k.jsonl,LLM-004236,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,kaṛbaṅ kuṛbạṅ,nan,santali_glossed_dialogues.eaf,35,medium
generated_santali_5k.jsonl,LLM-004237,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,ḍelḍel,nan,santali_glossed_3.eaf,34,medium
generated_santali_5k.jsonl,LLM-004238,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,ạnbhu,nan,santali_glossed_new_3(1).eaf,65,medium
generated_santali_5k.jsonl,LLM-004239,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,awaṭapa,nan,santali_glossed_new_3(1).eaf,49,medium
generated_santali_5k.jsonl,LLM-004240,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,lubhiạ,nan,matthew_santali_glossed.eaf,10,medium
generated_santali_5k.jsonl,LLM-004241,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,daraṅ duruṅ ɛɾma iɲ-aʔ-hɔ̃ noŋka-ge ho͡i̯-len-a,nan,santali_glossed_dialogues.eaf,40,medium
generated_santali_5k.jsonl,LLM-004242,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,dodoroso,nan,santali_new_glossed.eaf,42,medium
generated_santali_5k.jsonl,LLM-004243,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,jogaṛiạ,nan,santali_imperatives_glossed.eaf,39,medium
generated_santali_5k.jsonl,LLM-004244,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,d̪aka mɛna-a pɛ lɛ-kan hako ut̪u mɛna-a aɾ  go̱ḍo̱p̕,nan,santali_bangla_glossed.eaf,11,medium
generated_santali_5k.jsonl,LLM-004245,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,naparo̱k,nan,lexicon(1).eaf,232,medium
generated_santali_5k.jsonl,LLM-004246,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,un kʰɔn d͡ʒi bato̱l,nan,matthew_santali_glossed_ipa.eaf,6,medium
generated_santali_5k.jsonl,LLM-004247,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,uni d̪o  be̱je̱lgak̕,nan,santali_matthew_glossed(1).eaf,2,medium
generated_santali_5k.jsonl,LLM-004248,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,labṛa,nan,santali_glossed_new_3.eaf,66,medium
generated_santali_5k.jsonl,LLM-004249,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,andakul,nan,lexicon.eaf,224,medium
generated_santali_5k.jsonl,LLM-004250,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,cirgạl,nan,lexicon(1).eaf,132,medium
generated_santali_5k.jsonl,LLM-004251,blank_english_gloss;blank_bangla_gloss;blank_sentence_type,kathae . j-aʔ mɔn d̪ɔ ɾɘ -kɛ-t̪ɛ pɛɾɛɟ-ɔʔ-a,nan,santali_glossed_new.eaf,32,medium
generated_santali_5k.jsonl,LLM-004252,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,alatoka,nan,santali_new_glossed.eaf,34,medium
generated_santali_5k.jsonl,LLM-004253,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,urbhuṅga,nan,lexicon.eaf,132,medium
generated_santali_5k.jsonl,LLM-004254,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,ḍubḍubi en lah-a-kate ar bar boeha Sabdae-ren hopon Jakob ar uni-ren boeha Johan-e ñelket'-kina,nan,matthew_santali_glossed.eaf,37,medium
generated_santali_5k.jsonl,LLM-004255,blank_english_gloss;blank_bangla_gloss;blank_sentence_type,mit̪ʔ-d̪ʰaɔ̯ ɲɛlɛɾa a ɲu kat̪ɛ-t̪ʔ ɘɖi  mora,nan,santali_glossed_new_3.eaf,4,medium
generated_santali_5k.jsonl,LLM-004256,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,gijgij iʈɘb-o-a noko-d̪ɔ ɘɖi calak,nan,santali_glossed_dialogues.eaf,29,medium
generated_santali_5k.jsonl,LLM-004257,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,beker beṇḍaṅ,nan,lexicon(1).eaf,180,medium
generated_santali_5k.jsonl,LLM-004258,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,Na je̱re̱ obiswạs,nan,matthew_santali_glossed.eaf,2,high
generated_santali_5k.jsonl,LLM-004259,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;two_token_output,ora uri,nan,santali_matthew_glossed(1).eaf,19,medium
generated_santali_5k.jsonl,LLM-004260,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,sạmthul,nan,santali_dialogues_glossed.eaf,45,medium
generated_santali_5k.jsonl,LLM-004261,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,jạṛi be̱ḍho̱b erma raj-ge do-e maran-a,nan,matthew_santali_glossed.eaf,49,high
generated_santali_5k.jsonl,LLM-004262,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,iɲ uni . j-aʔ kat̪ʰa-ɾɛ ɛkal-t̪ɛ bɘɲ ku ane̱c̕ dhane̱c̕,nan,santali_glossed_new_2.eaf,97,medium
generated_santali_5k.jsonl,LLM-004263,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;english_like_santali_field,hɔla ba-i̯  kondoliạ,nan,santali_glossed_new_2.eaf,86,medium
generated_santali_5k.jsonl,LLM-004264,blank_english_gloss;blank_bangla_gloss;blank_sentence_type,aɖɛ-pa e ɾejaʔ i bhutel . j-oʔ-t̪a-bo-n-a,nan,santali_glossed_new_3(1).eaf,99,medium
generated_santali_5k.jsonl,LLM-004265,blank_english_gloss;blank_bangla_gloss;blank_sentence_type;one_token_output,labak̕,nan,santali_glossed_new_2.eaf,5,medium
generated_santali_5k.jsonl,LLM-004266,blank_english_gloss;blank_bangla_gloss;blank_sentence_type,mit̪ʔ ɔk̚t̪ɛ t̪ɘɾup-ʔ nɔa-i̯ buɟʰhɘɔ̯-ked-a aɾ  soromiạ,nan,santali_glossed_new_3(1).eaf,16,medium
