sentence_id,santali_sentence,english_gloss,bangla_gloss,template_id,sentence_type,source_pattern,subject_slot,noun_slot,verb_slot,adjective_slot,adverb_slot,place_slot,number_slot,synthetic,quality_note,source_files
SYN-32781,abo dɔ dãṛgu-re bad kan-a,"we do omit, to in/at precipice.",আমরা খাড়া গিরিখাদ-তে বাদ দেওয়া।,PLACE_VERB,locative verbal predicate,Report 5.1.13 locative verbal predicate,abo,,"bad [v.; Action; Omit, to; বাদ দেওয়া]",,,dãṛgu [n.; Nature; Precipice; খাড়া গিরিখাদ],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32782,nɔa dɔ asoṛ bisijaṅ kan-a,This is a tottering backbone.,এটা টলমল মেরুদণ্ড।,ADJ_NOUN,adjective plus noun predicate,Report 5.1.17 adjective plus noun predicate,,bisijaṅ [n.; Body; Backbone; মেরুদণ্ড],,asoṛ [adj.; Physical; Tottering; টলমল],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32783,nɔa dɔ leṭep̕ kan-a,This is moribund.,এটা মৃত্যুপথযাত্রী।,DEMO_ADJ,adjectival predicate,Report 5.1.14 adjectival predicate,,,,leṭep̕ [adj.; Health; moribund; মৃত্যুপথযাত্রী],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32784,iɲ dɔ bɔ-iɲ thak-a,I will not to amaze.,আমি বিস্মিত করা করবে না।,SUBJ_VERB_NEG_FUTURE,negative future verbal predicate,Report 5.1.6 future verbal negation,iɲ,,thak [v.; Action; to amaze; বিস্মিত করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32785,abo dɔ ba-bon diri kan-a,we do not be detained.,আমরা আটকে থাকা না।,SUBJ_VERB_NEG_PRESENT,negative present verbal predicate,Report 5.1.11 present verbal negation,abo,,diri [v.; State; Be detained; আটকে থাকা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32786,am dɔ ṭaṭak-i la-a,you do to dig with conjurer.,তুমি জাদুকর খোঁড়া।,OBJECT_VERB,object verbal predicate,Report 5.1.11 object plus verb predicate,am,ṭaṭak [n.; Person; conjurer; জাদুকর],la [v.; Action; to dig; খোঁড়া],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32787,iɲ dɔ silại-len-a,I did to stitch.,আমি সেলাই করা করেছিল।,SUBJ_VERB_PAST,past verbal predicate,Report 5.1.12 past verbal predicate,iɲ,,silại [v.; Action; to stitch; সেলাই করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32788,ona dɔ dạblạ de̱bạsut kan-a,That is a mis-shapen displeasure.,ওটা বিকৃত আকৃতির অসন্তোষ।,ADJ_NOUN,adjective plus noun predicate,Report 5.1.17 adjective plus noun predicate,,de̱bạsut [n.; Emotion; Displeasure; অসন্তোষ],,dạblạ [adj.; Appearance; Mis-shapen; বিকৃত আকৃতির],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32789,abo dɔ iṭạ-to ba-bon gabao-a,we do not file with brick.,আমরা ইট ফাইল করা না।,OBJECT_VERB_NEG,negative object verbal predicate,Report 5.1.11 negated object plus verb predicate,abo,iṭạ [n.; Material; brick; ইট],gabao [v.; Action; File; ফাইল করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32790,bot-re aṛkạṭhiạ banuʔ-a,"There is no recruiter, a cooly in/at mire.",কাদা-তে কুলি নিয়োগকারী নেই।,LOC_NEG_EXIST,negative locative existential,Report 5.1.10 negative existential,,"aṛkạṭhiạ [n.; Occupation; Recruiter, a cooly; কুলি নিয়োগকারী]",,,,bot [n.; Nature; Mire; কাদা],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32791,am dɔ caṇḍ ạkriń kan-a,you do sell firmly.,"তুমি দৃঢ়ভাবে বিক্রি করা, বেচা।",ADV_VERB,adverbial verbal predicate,Report 5.1.13 adverbial verbal predicate,am,,"ạkriń [v.; Commerce; Sell; বিক্রি করা, বেচা]",,caṇḍ [adv.; Manner; Firmly; দৃঢ়ভাবে],,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32792,abo dɔ rakraka kan-a-bon,we are sticking out.,আমরা বেরিয়ে থাকা।,SUBJ_ADJ,subject adjectival predicate,Report 5.1.14 subject adjectival predicate,abo,,,rakraka [adj.; State; sticking out; বেরিয়ে থাকা],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32793,uni dɔ coṛok̕-a,he/she will move by leaps and bounds.,সে লাফিয়ে চলা করবে।,SUBJ_VERB_FUTURE,future verbal predicate,Report 5.1.3/5.1.6 future verbal predicate,uni,,coṛok̕ [v.; Action; Move by leaps and bounds; লাফিয়ে চলা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32794,do̱bạṭiạ-re anãṛgo minaʔ,"There is descent, a in/at junction of roads.","রাস্তার মোড়-তে নামা, অবতরণ আছে।",LOC_EXIST,locative existential,Report 5.1.10/5.1.13 locative existential,,"anãṛgo [n.; Action; Descent, a; নামা, অবতরণ]",,,,do̱bạṭiạ [n.; Place; Junction of roads; রাস্তার মোড়],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32795,uni dɔ dalahi-re do̱ho̱ gońjao kan-a,he/she does hoard in/at marsh.,সে জলাভূমি-তে মজুত করা।,PLACE_VERB,locative verbal predicate,Report 5.1.13 locative verbal predicate,uni,,do̱ho̱ gońjao [v.; Action; Hoard; মজুত করা],,,dalahi [n.; Nature; Marsh; জলাভূমি],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32796,nɔa dɔ oprạdi kan-a,This is criminal.,এটা অপরাধী।,DEMO_NOM,nominal predicate,Report 5.1.1/5.1.17 demonstrative nominal predicate,,oprạdi [n./adj.; Law; criminal; অপরাধী],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32797,uni dɔ ạṭuṭ bikạu kan-a,he/she does be sold in crowds.,সে ভিড় করে বিক্রি হওয়া।,ADV_VERB,adverbial verbal predicate,Report 5.1.13 adverbial verbal predicate,uni,,bikạu [v.; Commerce; Be sold; বিক্রি হওয়া],,ạṭuṭ [adv.; Density; In crowds; ভিড় করে],,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32798,bar isi chạuni minaʔ,There are/is forty encampment.,চল্লিশ শিবির আছে।,NUM_NOUN_EXIST,numbered existential,Report 5.1.17 number plus noun existential,,chạuni [n.; Place; Encampment; শিবির],,,,,bar isi [num.; Number; Forty; চল্লিশ],true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32799,iɲ dɔ bhoṇḍra kan-a?,Do I wear away?,আমি কি ক্ষয় হওয়া?,YESNO_VERB,interrogative verbal predicate,Report 5.1.7 interrogative verbal predicate,iɲ,,bhoṇḍra [v.; Action; Wear away; ক্ষয় হওয়া],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32800,uni dɔ ạri-a,"he/she will beseech, to.","সে মিনতি করা, অনুরোধ করা করবে।",SUBJ_VERB_FUTURE,future verbal predicate,Report 5.1.3/5.1.6 future verbal predicate,uni,,"ạri [v.; Communication; Beseech, to; মিনতি করা, অনুরোধ করা]",,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32801,am dɔ ba-m liwar lawar kan-a,you are not hanging in folds.,তুমি ঝুলন্ত ভাঁজ নয়।,SUBJ_NEG_ADJ,subject negative adjectival predicate,Report 5.1.14 negative adjectival predicate,am,,,liwar lawar [adj.; Quality; hanging in folds; ঝুলন্ত ভাঁজ],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32802,am dɔ buru-re ge̱t̕ kan-a,you do to cut in/at mountain.,তুমি পাহাড়-তে কাটা।,PLACE_VERB,locative verbal predicate,Report 5.1.13 locative verbal predicate,am,,ge̱t̕ [v.; Action; to cut; কাটা],,,buru [n.; Nature; Mountain; পাহাড়],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32803,uni dɔ ạpus-i rạhạu-a,he/she does to extricate with kindred.,"সে আত্মীয়, স্বজন উদ্ধার করা।",OBJECT_VERB,object verbal predicate,Report 5.1.11 object plus verb predicate,uni,"ạpus [n. / adj.; Relation; Kindred; আত্মীয়, স্বজন]",rạhạu [v.; Action; to extricate; উদ্ধার করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32804,go̱yo̱n-re lac̕ haso banuʔ-a,There is no bowel complaint in/at track.,চিহ্ন / পথচিহ্ন-তে পেটের অসুখ নেই।,LOC_NEG_EXIST,negative locative existential,Report 5.1.10 negative existential,,lac̕ haso [n.; Health; bowel complaint; পেটের অসুখ],,,,go̱yo̱n [n.; Nature; track; চিহ্ন / পথচিহ্ন],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32805,am dɔ ba-m kharkaha kan-a,you are not adept.,তুমি দক্ষ নয়।,SUBJ_NEG_ADJ,subject negative adjectival predicate,Report 5.1.14 negative adjectival predicate,am,,,kharkaha [adj./n.; Quality; adept; দক্ষ],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32806,nɔa dɔ ba-ŋ kalobalo kan-a,This is not intoxicated.,এটা মাতাল নয়।,DEMO_NEG_ADJ,negative adjectival predicate,Report 5.1.14 adjectival negation,,,,kalobalo [adj.; State; intoxicated; মাতাল],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32807,nɔa dɔ nakạṭiạ kan-a?,Is this naughty?,এটা কি দুষ্টু?,YESNO_ADJ,interrogative adjectival predicate,Report 5.1.7 adjectival yes/no question,,,,nakạṭiạ [adj.; Quality; naughty; দুষ্টু],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32808,iɲ dɔ mo̱ko̱do̱ma-len-a,I did to sue in court.,আমি মামলা করা করেছিল।,SUBJ_VERB_PAST,past verbal predicate,Report 5.1.12 past verbal predicate,iɲ,,mo̱ko̱do̱ma [v.; Law; to sue in court; মামলা করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32809,am dɔ dhatkaha-i apco-a,you do waste with saviour.,"তুমি ত্রাণকর্তা অপচয়, নষ্ট করা।",OBJECT_VERB,object verbal predicate,Report 5.1.11 object plus verb predicate,am,dhatkaha [n.; Religion; Saviour; ত্রাণকর্তা],"apco [n. / v.; Economy; Waste; অপচয়, নষ্ট করা]",,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32810,ge̱l dalahi minaʔ,There are/is ten marsh.,দশ জলাভূমি আছে।,NUM_NOUN_EXIST,numbered existential,Report 5.1.17 number plus noun existential,,dalahi [n.; Nature; Marsh; জলাভূমি],,,,,ge̱l [num.; Number; ten; দশ],true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32811,abo dɔ ro̱k̕-len-a,we did to gore.,আমরা শিং দিয়ে আঘাত করেছিল।,SUBJ_VERB_PAST,past verbal predicate,Report 5.1.12 past verbal predicate,abo,,ro̱k̕ [v.; Action; to gore; শিং দিয়ে আঘাত],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32812,iɲ dɔ gabla kan-a?,Do I lap (hold in the lap)?,আমি কি কোলে নেওয়া?,YESNO_VERB,interrogative verbal predicate,Report 5.1.7 interrogative verbal predicate,iɲ,,gabla [v.; Action; Lap (hold in the lap); কোলে নেওয়া],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32813,rãt-re murgạn banuʔ-a,There is no drug in/at rays of sun.,সূর্যরশ্মি-তে ওষুধ নেই।,LOC_NEG_EXIST,negative locative existential,Report 5.1.10 negative existential,,murgạn [n.; Health; drug; ওষুধ],,,,rãt [n.; Nature; rays of sun; সূর্যরশ্মি],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32814,am dɔ ạsul kan-a-m,you do nourish.,তুমি পোষণ করা।,SUBJ_VERB_PRESENT,present verbal predicate,Report 5.1.11 present verbal predicate,am,,ạsul [v.; Agriculture; Nourish; পোষণ করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32815,abo dɔ ba-bon baḍhao-a,"we will not grow, to.",আমরা বাড়া করবে না।,SUBJ_VERB_NEG_FUTURE,negative future verbal predicate,Report 5.1.6 future verbal negation,abo,,"baḍhao [v.; Action; Grow, to; বাড়া]",,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32816,ona dɔ e̱kdhara kan-a?,Is that peculiar?,ওটা কি বিশেষ?,YESNO_ADJ,interrogative adjectival predicate,Report 5.1.7 adjectival yes/no question,,,,e̱kdhara [adj.; Quality; Peculiar; বিশেষ],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32817,alɔ-m dagao-a,Do not bespeak.,অগ্রিম আদেশ দেওয়া না।,PROHIBITIVE,negative imperative/prohibitive,Report 5.1.8 prohibitive,,,dagao [v.; Action; Bespeak; অগ্রিম আদেশ দেওয়া],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32818,ḍobhak̕-re ạji minaʔ,There is grandmother in/at puddle.,"কাদার গর্ত-তে দাদি, ঠাকুরমা, বৃদ্ধা মা আছে।",LOC_EXIST,locative existential,Report 5.1.10/5.1.13 locative existential,,"ạji [n.; Family; Grandmother; দাদি, ঠাকুরমা, বৃদ্ধা মা]",,,,ḍobhak̕ [n.; Nature; Puddle; কাদার গর্ত],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32819,alɔ-m taltalao-a,Do not to constrain.,বাধ্য করা না।,PROHIBITIVE,negative imperative/prohibitive,Report 5.1.8 prohibitive,,,taltalao [v.; Action; to constrain; বাধ্য করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32820,nɔa dɔ irạ kan-a,This is cutting (speech).,এটা কটু (কথা)।,DEMO_ADJ,adjectival predicate,Report 5.1.14 adjectival predicate,,,,irạ [adj.; Quality; cutting (speech); কটু (কথা)],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32821,sae bõ̠s minaʔ,"There are/is hundred race, stock.",একশ বংশ আছে।,NUM_NOUN_EXIST,numbered existential,Report 5.1.17 number plus noun existential,,"bõ̠s [n.; Kinship; Race, stock; বংশ]",,,,,sae [num.; Number; hundred; একশ],true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32822,ona dɔ am-aʔ bhạ̃t kan-a,That is you's manner.,ওটা তুমি-এর ধরন।,POSS_NOM,possessive nominal predicate,Report 5.1.17 possessive nominal predicate,am,bhạ̃t [n.; Quality; Manner; ধরন],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32823,ona dɔ dãṛẽ dɔ ba-ŋ kan-a,That is not victim.,ওটা বলির পশু নয়।,DEMO_NEG_NOM,negative nominal predicate,Report 5.1.15 nominal predicate negation,,dãṛẽ [n.; General; Victim; বলির পশু],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32824,abo dɔ ba-bon thapa thuk̕-a,we will not to come into contact with.,আমরা স্পর্শ করা করবে না।,SUBJ_VERB_NEG_FUTURE,negative future verbal predicate,Report 5.1.6 future verbal negation,abo,,thapa thuk̕ [v.; Action; to come into contact with; স্পর্শ করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32825,ona dɔ nisṛạu dɔ ba-ŋ kan-a,That is not banter.,ওটা ঠাট্টা নয়।,DEMO_NEG_NOM,negative nominal predicate,Report 5.1.15 nominal predicate negation,,nisṛạu [n./v.; Language; banter; ঠাট্টা],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32826,nɔa dɔ ạṇḍwạr kan-a,This is udder.,"এটা পশুর স্তন, বাঁট।",DEMO_NOM,nominal predicate,Report 5.1.1/5.1.17 demonstrative nominal predicate,,"ạṇḍwạr [n.; Body; Udder; পশুর স্তন, বাঁট]",,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32827,iɲ dɔ ṭilṭilạu kan-a,I do to be congested.,আমি ভিড় হয়ে যাওয়া।,SUBJ_VERB_PRESENT,present verbal predicate,Report 5.1.11 present verbal predicate,iɲ,,ṭilṭilạu [v.; State; to be congested; ভিড় হয়ে যাওয়া],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32828,am dɔ tokraṛ-len-a,you did to reiterate.,তুমি পুনরাবৃত্তি করা করেছিল।,SUBJ_VERB_PAST,past verbal predicate,Report 5.1.12 past verbal predicate,am,,tokraṛ [v.; Action; to reiterate; পুনরাবৃত্তি করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32829,nɔa dɔ so̱so̱ṅic̕ dɔ ba-ŋ kan-a,This is not measurer.,এটা পরিমাপকারী নয়।,DEMO_NEG_NOM,negative nominal predicate,Report 5.1.15 nominal predicate negation,,so̱so̱ṅic̕ [n.; Person; measurer; পরিমাপকারী],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32830,abo dɔ ḍhapa ḍhopo-re bhan kan-a,we do buzz (as flies) in/at mounds.,আমরা ঢিবি-তে গুনগুন শব্দ করা।,PLACE_VERB,locative verbal predicate,Report 5.1.13 locative verbal predicate,abo,,bhan [v.; Sound; Buzz (as flies); গুনগুন শব্দ করা],,,ḍhapa ḍhopo [n.; Nature; Mounds; ঢিবি],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32831,hajar sohaga minaʔ,There are/is thousand borax.,হাজার সোহাগা আছে।,NUM_NOUN_EXIST,numbered existential,Report 5.1.17 number plus noun existential,,sohaga [n.; Material; borax; সোহাগা],,,,,hajar [num.; Number; thousand; হাজার],true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32832,abo dɔ ba-bon ke̱ṭe̱c̕ kan-a,we are not brazen faced.,আমরা বেহায়া নয়।,SUBJ_NEG_ADJ,subject negative adjectival predicate,Report 5.1.14 negative adjectival predicate,abo,,,ke̱ṭe̱c̕ [adj.; Quality; brazen faced; বেহায়া],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32833,abo dɔ kawet̕-i dhara-a,we do dun (demand payment) with liquorice root.,আমরা যষ্টিমধু তাগাদা করা।,OBJECT_VERB,object verbal predicate,Report 5.1.11 object plus verb predicate,abo,kawet̕ [n.; Plant; liquorice root; যষ্টিমধু],dhara [v.; Commerce; Dun (demand payment); তাগাদা করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32834,ge̱l irạl bạhu minaʔ,There are/is eighteen bride.,"আঠারো বধূ, নববধূ আছে।",NUM_NOUN_EXIST,numbered existential,Report 5.1.17 number plus noun existential,,"bạhu [n.; Kinship / Social; Bride; বধূ, নববধূ]",,,,,ge̱l irạl [num.; Number; eighteen; আঠারো],true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32835,am dɔ kạtri-i kạṭit̕-a,you do to blot out with beam of sugar cane press.,তুমি আখের রস চেপে বের করার দণ্ড মুছে ফেলা।,OBJECT_VERB,object verbal predicate,Report 5.1.11 object plus verb predicate,am,kạtri [n.; Tool; beam of sugar cane press; আখের রস চেপে বের করার দণ্ড],kạṭit̕ [v.; Action; to blot out; মুছে ফেলা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32836,nɔa dɔ adaṛ odoṛ kan-a,This is overgrown.,এটা অতিবৃদ্ধ।,DEMO_ADJ,adjectival predicate,Report 5.1.14 adjectival predicate,,,,adaṛ odoṛ [adj.; Nature; Overgrown; অতিবৃদ্ধ],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32837,ona dɔ dhạpuạ kagaj kan-a,That is a deformed paper.,ওটা বিকৃত কাগজ।,ADJ_NOUN,adjective plus noun predicate,Report 5.1.17 adjective plus noun predicate,,kagaj [n.; Material; paper; কাগজ],,dhạpuạ [adj.; Health; Deformed; বিকৃত],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32838,am-aʔ mit't'e hạ̃ṛũ minaʔ,you have one flies found in figs.,তুমি একটি ডুমুরের মাছি আছে।,POSS_EXIST,possessive/existential,Report 5.1.17 possessive existential,am,hạ̃ṛũ [n.; Animal; flies found in figs; ডুমুরের মাছি],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32839,nɔa dɔ abo-aʔ pao kan-a,This is we's quarter (direction/weight).,এটা আমরা-এর চতুর্থাংশ / দিক।,POSS_NOM,possessive nominal predicate,Report 5.1.17 possessive nominal predicate,abo,pao [n.; Measurement; quarter (direction/weight); চতুর্থাংশ / দিক],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32840,uni dɔ ba-e coeta kan-a,he/she is not lanky.,সে লম্বা ও রোগা নয়।,SUBJ_NEG_ADJ,subject negative adjectival predicate,Report 5.1.14 negative adjectival predicate,uni,,,coeta [adj.; Appearance; Lanky; লম্বা ও রোগা],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32841,abo dɔ dạhi-to ba-bon phadgal-a,we do not to kick with liability.,আমরা দায়িত্ব লাথি মারা না।,OBJECT_VERB_NEG,negative object verbal predicate,Report 5.1.11 negated object plus verb predicate,abo,dạhi [n.; Law; Liability; দায়িত্ব],phadgal [v.; Action; to kick; লাথি মারা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32842,abo dɔ ba-bon eka kan-a,we are not alone.,আমরা একা নয়।,SUBJ_NEG_ADJ,subject negative adjectival predicate,Report 5.1.14 negative adjectival predicate,abo,,,eka [adv. / adj.; State; Alone; একা],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32843,am dɔ ba-m lạṭic̕-a,you will not to recoil.,তুমি পিছু হটা করবে না।,SUBJ_VERB_NEG_FUTURE,negative future verbal predicate,Report 5.1.6 future verbal negation,am,,lạṭic̕ [v.; Action; to recoil; পিছু হটা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-32844,nɔa dɔ abo-aʔ totro kan-a,This is we's scroll.,এটা আমরা-এর পুঁথি।,POSS_NOM,possessive nominal predicate,Report 5.1.17 possessive nominal predicate,abo,totro [n.; Object; scroll; পুঁথি],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
