gt_source,gt_id,gt_santali,gt_english,gt_bangla,gt_extra
output_layoutA (1).csv,46,t̪iːɾɛ ʈaka pa͡i̯sa mena.atʰɔɾ,Do you have money at hand right now?,,hand-LOC money coin exist-FIN-Q
output_layoutA (1).csv,47,ɛnt̪ɛ net̪aɾ d̪ɔ ɟiniskɔɾɛnaʔ d̪am hɔ̃ ɘɖi ɟɘstijena,Because the prices of goods have increased a lot now.,,because now TOP thing-NMLZ-GEN price also very increase-PLUP-FIN
output_layoutA (1).csv,48,pasɛc̚ʔ ɟahan ɛ̃ʈkɛʈɔ̃ɽe d̪ɔ baŋ hojoʔa,I hope there will be no problem.,,hope any trouble-LOC TOP NEG happen-NMLZ-FIN
output_layoutA (1).csv,49,peɽako niɘ mitʔd̪in d̪uɽupʔ hojoʔa,We need to sit together with relatives one day.,,relative-3PL with one-day sit happen-NMLZ-FIN
output_layoutA (1).csv,50,ɟɔt̪ɔhɔɽ saɔ̯t̪ɛ galmaraokat̪ebon goʈa.ya onage bʰage.a,Discussing with everyone and deciding together will be good.,,all-man with-INSTR discuss-CAUS-CVB-1PL.INCL decide-FIN that-EMPH good-FIN
output_layoutA (1).csv,51,sokol hilɘʔ d̪o cʰuʈigeja unhilɘʔd̪ɔ ɟɔt̪ɔkuku ɲamɔ.a,"Friday is a holiday, everyone will be available on that day.",,Friday day TOP holiday-EMPH-FIN that-day-TOP all-3PL-3PL be.available-FIN
output_layoutA (1).csv,52,unhilɘʔgi ɛɾa hɔpɔnko niɘ hɘɟuʔmɛ t̪ahlɛ,Come with your wife and children on that day.,,that-day-EMPH wife child-3PL with come-2SG:IMP then
output_layoutA (1).csv,53,ma onagi t̪iɲaŋ,"Alright, brother-in-law.",,AFFIRM that-EMPH elder.brother.in.law
output_layoutA (1).csv,54,ma t̪ahlɛ iɲd̪ɔɲ calaʔkana,"Alright then, I am going now.",,AFFIRM then 1SG-TOP-1SG.SUBJ go-COP-FIN
output_layoutA (1).csv,55,ɔɽaʔɾɛhɔ̃ a͡i̯ma kɘmi mena.a,There are many things to do at home.,,house-LOC-also very work exist-FIN
output_layoutA (1).csv,56,ma t̪ɔbɛ sokol hilɘʔgi ɲapam hojo.a,"Well then, see you on Friday.",,AFFIRM then Friday day-EMPH meet happen-FIN
output_layoutA (1).csv,1,"hend̪a ba, abo̯͡aʔ ɔɽaʔ d̪ɔ jut̪̚ʔ ho.jo.a","Father, we have to repair the house.",,VOC father 1PL.INCL-GEN house TOP repair must-FIN
output_layoutA (1).csv,2,"ced̪aʔ, oɽaʔ d̪ɔ ceka͡o̯ăkant̪ɛ","Why, what happened to the house?",,why house TOP how-MID-PRF-FIN
output_layoutA (1).csv,3,am sɔhɔɽt̪ɛ cala͡o̯ ta͡i̯nɔm hɔ͡i̯d̪aʔ ho͡i̯lena,The storm hit after you went to town.,,2SG town-LOC go-MID after storm happen-PST-FIN
output_layoutA (1).csv,4,ona hɔ͡i̯d̪aʔɾɛ abo ɔɽaʔ cet̪an mit̪̚ʔʈɛʔ d̪aɾi bʰind̪ɘɽakana,A tree fell on the house in that storm.,,that storm-LOC 1PL.INCL house top one-CLSSFR tree fall-PRF-FIN
output_layoutA (1).csv,5,ɔna i͡ɘt̪ɛ ɔɽaʔ ɾe.jaʔ mit̪̚ʔaɽi cal d̪ɔ ɾɘput̪̚ʔakana,"As a result, the shed on one side of the house was broken.",,that reason-INSTR house LOC-GEN one-side shed TOP break-PRF-FIN
output_layoutA (1).csv,6,nit̪̚ʔ ɔnɖɛkʰɔn d̪aʔ ɟɔɾɔʔkana,Now water falls through it.,,now there-ABL water fall-PROG-FIN
output_layoutA (1).csv,7,"d̪ɛla, miʔ sã͡o̯tɛlaŋ cala.a, ɲɛːlalaŋ ceka͡o̯ăkana",Let's go together and see what happened.,,come.IMP one-with-LOC-1DU.INCL go-FIN-FIN see-FIN-1DU.INCL how-MID-PRF-FIN
output_layoutA (1).csv,8,nɔʔɔ͡i̯ ɲɛlmɛ nɔ̯͡a d̪aɾe cɛʔlɛka bʰind̪ɘɽakana,Look how the tree is lying.,,here see-2SG.IMP this tree what-like fall-PRF-FIN
output_layoutA (1).csv,9,"ɘɖi lɘʈu d̪aɾekana, ɔnat̪ɛ ɔɽaʔ ɾe.jaʔ cal d̪ɔ ɾɘput̪̚ʔakana",The tree was big that is why the house got broken.,,very big tree-PROG-FIN that-INSTR house LOC-GEN shed TOP break-PRF-FIN
output_layoutA (1).csv,10,"hɛ̃ː, ɲɛl ɲamɛ̃d̪ɘɲ","Yes, I can see.",,yes see get-IND-1SG
output_layoutA (1).csv,11,"hɛ̃ː, no̯͡a d̪aɾi ɔcɔʔ laha͡i̯ hojo.a",The tree must be removed first.,,yes this tree remove first must-FIN
output_layoutA (1).csv,12,"ni̯͡ɘ t̪a͡i̯nɔm naɔ̯͡a cal lɘgit̪̚ʔ ʈin, kaʈ, peɾek̚ kiɾiɲ hojo.a aɾ mist̪ɾi hɔ̃ hɔhɔ̯a͡i̯ hojo.a","Then have to buy tin, wood, nails for the new shed and have to call the mason.",,this after new shed for tin wood nail buy must-FIN and mason also call must-FIN
output_layoutA (1).csv,13,"hend̪a baː, ɔka ɟinis t̪inɘʔganiɲ agu.ja","Father, how much should I bring all of these?",,VOC father which thing how.much-EMPH-1SG bring-FUT
output_layoutA (1).csv,14,no̯͡a d̪ɔ iɲ kʰɔn mit̪̚ʔʈɛʲcʔ mist̪ɾigi bʰage͡i̯ lɘ͡i̯ d̪aɽe.jaʔa,A mason can say that better than me.,,this TOP 1SG ABL one-CLSSFR mason-EMPH well say can-PRF-FIN
output_layoutA (1).csv,15,iɲd̪ɔ t̪ahalɛ mit̪̚ʔʈɛʲcʔ mistɾiɲ ɘgu maɽaŋka͡i̯ligi,Then I am calling a mason first to bring him.,,1SG-TOP then one-CLSSFR mason-1SG bring first-CAUS-1SG-EMPH
output_layoutA (1).csv,16,mist̪ɾi t̪inɘʔ d̪aɾmaha͡i̯ hat̪aɔ̯͡a ona d̪ɔ uni sã͡ot̪ɛ goʈa ɘgu͡i̯mɛ,Fix how much the mason will be paid daily.,,mason how.much wage take-FIN that TOP 3SG with-LOC fix bring-2SG.IMP
output_layoutA (1).csv,17,mist̪ɾi lɘgit̪̚ʔ iɲ d̪ɔ d̪inɘm mit̪̚ʔ haɟaɾ ʈaka kʰɔn ɟɘst̪i bɘɲ ɛm d̪aɽeɔ̯͡aʔa,I can't pay more than BDT 1000 per day for the mason.,,mason for 1SG TOP daily one thousand taka ABL more NEG-1SG give can-MID-PRF-FIN
output_layoutA (1).csv,18,"ac̚cʰa baba, iɲd̪ɔ d̪aɾmahaɲ gɔʈa ɘgu.ja nahaʔ","Okay father, I will fix the wages.",,okay father 1SG-TOP wage-1SG fix bring-FUT now
output_layoutA (1).csv,19,iɲd̪ɔ mist̪ɾi ʈʰɛnkʰɔn baɖa͡i̯ɟɔŋ t̪a͡i̯nɔm ɟiniskuɲ kiɾiɲ ɘgu.ja,Shall I buy the things after knowing from the mason?,,1SG-TOP mason from-ABL know-PRF after thing-PL-1SG buy bring-FUT
output_layoutA (1).csv,20,"baŋ, lahaɾɛ d̪ɔ alɔm kiɾiɲa","No, no need to buy first.",,no front-LOC TOP PROHIB-2SG buy-FIN
output_layoutA (1).csv,21,mist̪ɾi ɔɽaʔ ɾe.jaʔ ɔbɔst̪a ɲɛlocokat̪ɛ aːd̪ɔ ɟinisko kiɾiɲɛm calaʔa,"After seeing the condition of the house by the mason, go and buy things.",,mason house LOC-GEN condition see-MID-CAUS-after then-TOP thing-PL buy-2SG go-PRF-FIN
output_layoutA (1).csv,22,maːt̪ɔbɛɲ calaʔkana,"Alright Father, I am going.",,okay-then-1SG go-PRF-PROG-FIN
output_layoutA (1).csv,23,iɲaʔ baɽgeɾe.jaʔ hoɽo goɖoko ɟɔm cabaʲɛt̪̚ʔkana,Rats are eating the rice of my field.,,1SG-GEN field-LOC-GEN paddy rat-3PL eat finish-IND-PROG-FIN
output_layoutA (1).csv,24,goɖo lagako lɘgit̪̚ʔ cɛt̪̚ʔ ceka͡i̯ hojo.a,What can be done to get rid of rats?,,rat chase-3PL for what how must-FIN
output_layoutA (1).csv,25,goɖo lagako lɘgit̪̚ʔ baɾe̯͡alɛkan kɘmi mena.a,Rats can be chased in two ways.,,rat chase-3PL for two-like work exist-FIN
output_layoutA (1).csv,26,baɽge bɛɽha͡i̯t̪ɛ siʈɘp̚ʔ oɖa͡o̯kat̪ɛ goɖo sap̚ʔko,You can catch mice by setting traps around the field.,,field around-LOC trap set-MID-CONV rat catch-3PL
output_layoutA (1).csv,27,baŋkʰan ɟɔmaʔ sã͡o̯t̪ɛ bis mɛsal kat̪ɛ baɽgiɾɛ d̪ɔhɔ͡i̯ hojoʔa,"Other than that, you can mix poison with food and put it in the field.",,no-then food-GEN with-LOC poison mix CONV field-LOC keep must-FIN
output_layoutA (1).csv,28,pɘhilɾɛ iɲd̪ɔ siʈɘp̚ʔ ɔɖa͡o̯kat̪ɛ goɖo sap̚ʔiɲ mɛnled̪a,I initially wanted to catch mice by traps.,,first-LOC 1SG-TOP trap set-MID-CONV rat catch-1SG say-PST-FIN
output_layoutA (1).csv,29,"mɛnkʰan nokod̪ɔ bako siʈɘbɔ.a, nokod̪ɔ ɘɖi calak̚","But rats are very clever, so the trap is not working.",,but these-TOP NEG-3PL trap-MID-FIN these-TOP very clever
output_layoutA (1).csv,30,ni̯͡ɘd̪ʰa͡ɔ̯ d̪ɔ ɟɔmaʔ sã͡o̯t̪ɛ bis mɛsal kat̪ɛʔ baɽgeɾɛ hanɖɛ nanɖɛ d̪ɔhɔkam,Then mix the poison with the food and put it in different places in the field.,,this-time TOP food-GEN with-LOC poison mix CONV field-LOC there here keep-IMP-2SG
output_layoutA (1).csv,31,inɘkʰan goɖo aɾ bako t̪ahɛ̃na,Then there will be no more rats.,,then-COND rat more NEG-3PL stay-MID-FIN
output_layoutA (1).csv,32,hɛ̃ noŋkagiɲ kɘmi̯͡a,"Yes, that's what has to be done.",,yes thus-EMPH-1SG do-FIN
output_layoutA (1).csv,33,cala͡o̯ɛn sɛɾmaɾɛ goɖo iɲaʔ baɽgiɾɛ a͡i̯ma hoɽoko ɟɔm giɖiked̪a,Rats ate a lot of my rice last year.,,go-MID-PST year-LOC rat 1SG-GEN field-LOC much paddy-3PL eat throw-PST-FIN
output_layoutA (1).csv,34,hoɽo gɛt̪̚ʔ t̪a.jɔm baɽgeɾɛ a͡i̯ma goɖo bʰugɘʔlɛ ɲamked̪a,"After harvesting paddy, I found many holes in the field.",,paddy cut after field-LOC much rat hole-1PL.EXCL get-PST-FIN
output_layoutA (1).csv,35,ona bʰugɘʔkoɾɛ a͡i̯ma hoɽo t̪ahɛ̃lena,There was a lot of rice in those holes.,,that hole-PL-LOC much paddy stay-PST-FIN
output_layoutA (1).csv,36,ni̯͡ɘd̪ʰa͡o̯ hɘʈi̯͡ɘɾɛ hoɽo d̪am d̪ɔ t̪ʰɔɽage̯͡a,This year the price of rice is low in the market.,,this-time market-LOC paddy price TOP little-EMPH-FIN
output_layoutA (1).csv,37,a͡i̯ma ɔkt̪ɛɾɛ hoɽo ɘkʰɾiɲkat̪ɛ abat̪̚ kʰɔɾɔcʔ baŋ ɲamʔkana,Many times the cost of cultivation cannot be met by selling paddy.,,much time-LOC paddy sell-CONV cultivation-GEN cost NEG get-PROG-FIN
output_layoutA (1).csv,38,goɖo hoɽoko ɟɔmgiɖilekʰan aɾ ceka͡i̯ ɾenaʔ cɛt̪̚ʔhɔ̃ baŋ t̪ahɛ̃na,"If the rats eat the rice, there is no other way.",,rat paddy-3PL eat-throw-COND more how way what-also NEG stay-MID-FIN
output_layoutA (1).csv,39,ɟɔt̪ʰat̪ɛm mɛːnakaʔa,You are right.,,true-LOC-2SG say-PRF-FIN
output_layoutA (1).csv,40,cala͡o̯ɛn sɛɾma iɲaʔhɔ̃ noŋkage ho͡i̯lena,Same thing happened to me last year.,,go-MID-PST year 1SG-GEN-also thus-EMPH happen-PST-FIN
output_layoutA (1).csv,41,"iɲaʔ hoɽo d̪aɾeko sasaŋ cabaʔkana, ceʔiɲ ceka.ja lɘ.jɘɲmɛsɛ","My rice plant is turning yellow, what can be done?",,1SG-GEN paddy plant-3PL yellow finish-PRF-PROG-FIN what-1SG how-FIN say-1SG-2SG.IMP
output_layoutA (1).csv,42,d̪aɾe nɔŋka t̪ahɛ̃lɛnkʰan hoɽo d̪ɔ mɔ̃ɟ baŋ ho.jo.a,"If the plant is like this, it will not produce properly.",,plant thus stay-PST-COND paddy TOP good NEG be-FIN
output_layoutA (1).csv,43,iɲaʔ hoɽo d̪aɾi d̪ɔ nit̪̚ʔhɔ̃ baŋ noŋkaɔ̯͡akana,Nothing like this has happened to my paddy yet.,,1SG-GEN paddy plant TOP now-also NEG thus-MID-PRF-FIN
output_layoutA (1).csv,44,t̪inɘʔlɘʈu baɽgiɾɛ t̪inɘʔ sahaɾ laga.a ɔna d̪ɔm baɖa͡i̯gi.ja,Do you know how much fertilizer is needed on the land?,,how.much-big field-LOC how.much fertilizer apply-FIN that TOP-2SG know-EMPH-FIN
output_layoutA (1).csv,45,"baŋ, t̪inɘʔ sahaɾ laga.a ɔŋa d̪ɔ bɘɲ baɖa.ja","No, I don't know how much fertilizer will be required.",,no how.much fertilizer apply-FIN that TOP NEG-1SG know-FIN
output_layoutA (1).csv,46,bʰage ho.joʔa am d̪ɔ kɾisi opʰisaɾʈʰɛn cala͡o̯ kat̪ɛt̪̚ʔ baɖa͡i̯ɟɔŋmɛ,It will be better if you go to the agricultural officer and know from him.,,good be-FIN 2SG TOP agriculture officer-from go-MID CONV know-PRF-2SG.IMP
output_layoutA (1).csv,47,maː ɔnage,Alright.,,okay that-EMPH
output_layoutA (1).csv,48,iɲhɔ̃ oŋkageɲ kɘmi̯͡a,That's what I'll do.,,1SG-also thus-EMPH-1SG do-FIN
output_layoutA (1).csv,49,pɔɾɔb ma hɛʲc̚ʔ sɛʈɛɾɛn,Festival is almost here!,,festival EMPH come arrive-PST
output_layoutA (1).csv,50,ɔɽaʔd̪u̯͡ɘɾɛm saɟa͡o̯ked̪a,Have you decorated the house?,,house-door-LOC-2SG decorate-MID-PST-FIN
output_layoutA (1).csv,51,no̯͡ako kɘmi d̪ɔ gid̪ɾɘkogiku kɘmi.ja,Children do these now.,,this-PL work TOP child-PL-EMPH-3PL do-FIN
output_layoutA (1).csv,52,"pɔɾɔb ɟe laha lɛka baŋ hojoʔkan, no̯͡a d̪ɔm buɟhɘ͡o̯ĕd̪a",Have you noticed that the festival is not the same as before?,,festival that before like NEG be-PROG this TOP-2SG understand-MID-IND-FIN
output_layoutA (1).csv,53,nɛt̪aɾ d̪ɔ ɘɾi cali bɘgikat̪ɛ ɛnɛʲc̚ʔ siɾiɲge ɟɘst̪i hojoʔkana,Now there is more singing and dancing than programs and rituals.,,now TOP custom ritual leave-CONV dance song-EMPH more be-PROG-FIN
output_layoutA (1).csv,54,"hɛ̃, gid̪ɾɘkod̪ɔ ɘɖi ɾaŋga͡o̯ seɾeɲko aɾaʔkaʔa aɾ ko kɘ͡o̯mɘ͡o̯ɔʔa","Yes, the children are playing loud music and shouting these days.",,yes child-PL-TOP very loud-MID song-3PL play-PRF-PRF-FIN and 3PL shout-MID-FIN
output_layoutA (1).csv,55,nɛt̪aɾ d̪ɔ haʈ baɟaɾlɛka kiɾiɲ ɘkʰɾiɲgi ɟɘst̪i hojoʔkana,Now many shopkeepers sit and sell their stuff.,,now TOP market bazaar-like buy sell-EMPH more be-PROG-FIN
output_layoutA (1).csv,56,iɲ d̪isɘ͡i̯d̪a kɘʈiʲc̚ʔɾɛ iɲd̪ɔ iɲbabaɔ̯͡aʔ t̪i sap̚ʔ kat̪ɛ mɛlaɲ calaʔkan t̪ahɛ̃na,"I remember, when I was a child, I used to go to the fair holding my father's hand.",,1SG remember-IND-FIN small-LOC 1SG-TOP 1SG-father-MID-GEN hand catch CONV fair-1SG go-PRF-PROG stay-MID-FIN
output_layoutA (1).csv,57,pɛɽa ɔɽaʔkoɾɛɲ d̪aɽankan t̪ahɛ̃na,I used to visit my relatives' houses.,,relative house-PL-LOC-1SG visit-PROG stay-MID-FIN
output_layoutA (1).csv,58,lɘʈukuɲ ɖɔbɔʔakokan t̪ahɛ̃na,I used to greet the elders with bowing down.,,elder-3PL-1SG bow-3PL-PROG stay-MID-FIN
output_layoutA (1).csv,59,aɾ uŋku d̪ɔ ɘsiɾbat̪̚kat̪ɛ ɟahanaʔko imɘɲkan t̪ahɛ̃na,They used to bless me and gave me gifts.,,and 3SG-PL TOP blessing-CONV something-3PL give-PRF-1SG-PROG stay-MID-FIN
output_layoutA (1).csv,60,aɾ ɘpuɲ d̪ɔ alɛ nao̯͡a kic̚ɾiʲc̚ʔɛ kiɾiɲalɛkan t̪ahɛ̃na,Father used to buy new clothes for us.,,and father-1SG TOP 1PL.EXCL new clothes-3SG buy-1PL.EXCL-PROG stay-MID-FIN
output_layoutA (1).csv,61,naɔ̯͡a kic̚ɾiʲc̚ʔ hɔɾɔʔ kat̪ɛ alɛ d̪ɔ ɾɘskɘ t̪ɛ hana ɔɽaʔ nʰaɔ̯͡a ɔɽaʔlɛ ɘcuɾɔʔkan t̪ahɛ̃na,We used to go from house to house wearing new clothes.,,new clothes wear CONV 1PL.EXCL TOP joy-LOC that house and house-1PL.EXCL roam-PROG stay-MID-FIN
output_layoutA (1).csv,62,ɔka ɔɽaʔlɛ calaʔ ɔna ɔɽaʔɾɛge ɟɔmko emalɛkan t̪ahɛ̃na,We were offered food at any houses we used to visit.,,which house-1PL.EXCL go-PRF that house-LOC-EMPH food-3PL give-1PL.EXCL-PROG stay-MID-FIN
output_layoutA (1).csv,63,alɛ d̪ɔ ɽɘskɘt̪ɛlɛ ɛnɛʲc̚ʔ seɾeɲɟɔŋkan t̪ahɛ̃na,"We used to be singing, dancing, having fun and everything.",,1PL.EXCL TOP joy-LOC-1PL.EXCL dance song-PRF-PROG stay-MID-FIN
output_layoutA (1).csv,64,mɛnkʰan alɛ d̪ɔ balɛ kɘ͡o̯mɘ͡o̯ăka.a sɛ ɾaŋga͡o̯t̪ɛ siɾiɲ aɽaʔkat̪ɛ hɔɽku d̪ɔ balɛ ed̪ɾe oco̯͡akaʔko̯͡a,"But we didn't make so much chaos, we didn't disturb people by playing loud music.",,but 1PL.EXCL TOP NEG-1PL.EXCL shout-PRF-FIN or loud-MID-LOC song play-CONV person-3PL TOP NEG-1PL.EXCL disturb make-PRF-3PL-FIN
output_layoutA (1).csv,65,unɟɔkʰɛc̚ʔ d̪ɔ hana at̪o nʰaɔ̯͡a at̪o hana gʰaɾɔ̃ɟ nʰao̯͡a gʰaɾɔ̃ɟ calaʔ hɘɟuʔ t̪ahɛ̃kant̪ako̯͡a,"Back then there used to be communications from neighborhood to neighborhood, family to family.",,that-time TOP that village and village that family and family go-PRF come stay-PROG-IND-3PL-FIN
output_layoutA (1).csv,66,"kɘʈiʲc̚ʔko d̪ɔ lɘʈukoko manɔt̪ɛʔko t̪ahɛ̃na, aɾ lɘʈukod̪ɔ kɘʈiʲc̚ʔkoko d̪ulɘɽɛʔko t̪ahɛ̃na",The youngers respected the elders and the elders adored the youngers.,,small-3PL TOP elder-PL-3PL respect-IND-3PL stay-MID-FIN and elder-PL-TOP small-PL-3PL love-IND-3PL stay-MID-FIN
output_layoutA (1).csv,67,ɟɔt̪ɔ hɔɽ ɟɔt̪ɔ hɔɽaʔ boge ɟud̪ɘku baɖa͡i̯ɟɔŋkan t̪ahɛ̃na,Everyone used to look out for everyone.,,all person all person-GEN good news-3PL know-PRF-PROG stay-MID-FIN
output_layoutA (1).csv,68,net̪aɾ d̪ɔ ɟɔt̪ɔgi ɟud̪ɘ cabaʔkana,Everything is getting changed now.,,now TOP all-EMPH change finish-PRF-PROG-FIN
output_layoutA (1).csv,69,ad̪ɔmko d̪ɔ aɖɛpasɛɾɛnko̯͡aʔ bugeɟud̪ɘhɔ̃ bako baɖa͡i̯kana,Many people don't even look out for their neighbors.,,many-3PL TOP neighbor-LOC.GEN-3PL-GEN good-news-also NEG-3PL know-PROG-FIN
output_layoutA (1).csv,70,"hɛ̃, ɟɔt̪ʰat̪̚gim ɾɔːɽakaʔa","Yes, you have told the right thing.",,yes true-EMPH-2SG say-PRF-FIN
output_layoutA (1).csv,71,abu no̯͡ako babɔt̪̚ʔt̪ɛ sɔnt̪ɔɾ t̪ahɛ̃n hojoʔ t̪abona,We have to be careful about these things.,,1PL.INCL this-PL about-LOC careful stay-MID must 1PL.INCL-MID-FIN
output_layoutA (1).csv,1,ɟɔt̪ɔhɔɽaʔ ɟiŋgiɾɛ gid̪ɾɘ ɔk̚t̪ɛd̪ɔ ɾɘskɘ ɾenaʔ ɔk̚t̪ɛ kana,Childhood is the happiest time in all of our lives.,,all person-GEN life-LOC child time-TOP happy COP-M time COP-NPST
output_layoutA (1).csv,2,ɟahai̯ manoge gid̪ɾɘ ɔk̚t̪ɛɾenaʔ d̪inisɘd̪ɔko d̪isɘi̯ge.ja,No one can forget his/her childhood memories.,,whoever person-EMPH child time-GEN-M thing-NOM-TOP-3PL forget-NEG-INF-EMPH.FIN
output_layoutA (1).csv,3,sɛt̪aʔɾɛ beɾet̪kat̪ɛ t̪i ɟaŋga ɘɾupsapʰa kat̪ɛ ɟɔm ɲu baɽa kat̪ɛ iskuliɲ calaʔkan t̪ahɛ̃kana,"I used to wake up in the morning, wash my hands and feet, eat food and go to school.",,morning-LOC get.up-SEQ hand foot wash-clean SEQ eat drink finish SEQ school-ALL go-PROG be.PST-COP-NPST
output_layoutA (1).csv,4,iskulkʰɔn ɾuɽ kat̪ɛ maɲɟan ɟɔm t̪ajɔm gat̪eko sã͡o̯ ɛnɛʲcʔiɲ calaʔkant̪ahɛ̃kana,After coming back from school I used to go out to play with my friends after having lunch.,,school-ABL return-SEQ noon eat finish friend-3PL with play-ALL go-PROG be.PST-COP-NPST
output_layoutA (1).csv,5,gɔgɔbabakin ɛgɛɾɛʔkant̪ahɛ̃ɾɛ̃hɔ ɛnhɔ̃ mana d̪ɔ bɘɲ aɲɟɔmɛt̪ t̪ahɛ̃kana,"Parents used to scold me, but still I did not listen to their prohibitions.",,mother-father-3DU.SUBJ scold-PST-PROG-be.PST-COND-even then prohibition TOP NEG listen-PST.HAB be.PST-COP-NPST
output_layoutA (1).csv,6,ɾe.jaɽ lɔlɔ aɾ bɘɾsɘ ɔk̚t̪ɛ sanam ɔk̚t̪ɛɾɛ maʈht̪ɛ gat̪ɛʔlɛ calaʔkan t̪ahɛ̃kana,We used to play sports in the field in all seasons.,,winter summer and rainy season all season-LOC field-ALL play.go go-PROG be.PST-COP-NPST
output_layoutA (1).csv,7,alɛd̪ɔ ɖʰeɾlɛ ɾɘskɘʔ kant̪ɛhɛ̃ʔa pɔɾɔb ɔk̚t̪ɛɾɛ,We used to enjoy the most during the festivals.,,1PL-TOP most-EMPH happy-M COP-be.PST-M festival time-LOC
output_layoutA (1).csv,8,naoa kicɾiʲcʔ hɔɾɔʔ kat̪ɛ aɖɛ ʈɔlaɾɛn aɾ gat̪ekoʈʰɛn d̪aɽanlɛ calaʔkant̪ahɛ̃kana,Used to wear new clothes and visit neighbours and friends' houses.,,new cloth wear SEQ neighbor place-GEN and friend-3PL-ALL visit-EMPH go-PROG be.PST-COP-NPST
output_layoutA (1).csv,9,gid̪ɾɘ ɔk̚t̪ɛ ɟɔt̪ɔkʰɔn bɘɽiʲcʔ ikɘʔkant̪ahɛ̃ʔa gɔgɔ babaoaʔ sasɔn,"In childhood, the rules of parents felt the worst.",,child time all-ABL bad feel-PROG-be.PST-M mother father-3PL.POSS discipline
output_layoutA (1).csv,10,cɛt̪ʔiɲ cɛka.ja aɾ cɛt̪ʔ bɘɲ cɛka.ja ɔna ni.jɘge gɔgɔ babad̪ɔkin hukumɛt̪ʔ t̪ahɛ̃kana,What to do and what not to do – they used to set boundaries on all these.,,what-ALL do.FIN and what NEG do.FIN that about-EMPH mother father-TOP-3DU.SUBJ order-PST.HAB be.PST-COP-NPST
output_layoutA (1).csv,11,mɛnɛʔ haɾa buɾu kat̪ɛʔiɲ buɟʰhɘoked̪a ɔna sasɔn d̪ɔ niɟeɾaʔ bʰɘlɘi̯ lɘgit̪ʔge t̪ahɛ̃kana,"But when I grew up, I realized that discipline was for our own wellbeing.",,but big grow.up-SEQ-1SG.SUBJ understand-PST.TR that discipline TOP self-M good-INF for-EMPH be.PST-COP-NPST
output_layoutA (1).csv,12,gid̪ɾɛ ɔk̚t̪ɛɾɛn gat̪ed̪ɔ bako hiɽiɲɔʔa,No one ever forgets their childhood friends.,,child time-GEN friend-TOP NEG-3PL forget-M.FIN
output_layoutA (1).csv,13,ɟɔt̪ɔ gid̪ɾɘoaʔ gid̪ɾɘ ɔk̚t̪ɛd̪ɔ ɾɘskɘɾege kʰɛmaʔma,May all children have a happy childhood.,,all child-3PL.POSS child time-TOP happy-LOC-EMPH spend-HORT
output_layoutA (1).csv,14,d̪ʰɘɾt̪i ɾe.jaʔ sanam pɘɾsi baɲcao t̪ahɛnma,Long live all the languages of the world.,,earth LOC-M all language live.long be-HORT
output_layoutA (1).csv,15,amaʔ d̪aɽan bʰage ho.joʔma,Have a safe journey.,,2SG-M journey good become-M-HORT
output_layoutA (1).csv,16,sisiɾɟɘoiʲcʔ amaʔ bʰagei̯ hoi̯ ocoi̯ma,God/Creator bless you (familiar).,,creator-HON 2SG-M good-INF become-INF give-INF-HORT
output_layoutA (1).csv,17,sisiɾɟɘoiʔ amaʔ bʰɘlɘi̯ɛ hoi̯ ocoi̯ma,God/Creator bless you (formal).,,creator-HON 2SG-M good-INF-EMPH become-INF give-INF-HORT
output_layoutA (1).csv,18,ɘɖid̪in baɲcao t̪ahɛnmɛ,May you live long.,,long-day live.long be-HORT.2SG
output_layoutA (1).csv,19,sanamkoaʔ suluk ho.joʔma,May everyone be happy.,,all-3PL-M happiness become-M-HORT
output_layoutA (1).csv,20,am usɘɾa pʰaɾnao gɔd̪ɔʔmɛ,Get well soon.,,2SG quickly recover-go become-M-HORT.2SG
output_layoutA (1).csv,21,t̪o.joma simɛ ɘt̪kiɾ id̪i kid̪i mɛnkʰan alɛ d̪ɔ cɛt̪ʔhɔ̃ balɛ cɛka d̪aɽe.jad̪ea ced̪aʔ ɟe alɛ d̪ɔ t̪o.jolɛka balɛ d̪ɘɽ d̪aɽe.jaʔa,"The fox ran away with the chicken, but none of us could do anything, because none of us could run like a fox.",,fox-HON chicken-OBJ grabbing take run but 1PL TOP what-even NEG-1PL do can-PST because 1PL TOP fox-like NEG-1PL fast run can-M.FIN
output_layoutA (1).csv,22,ɔka hilɘʔ sɔhɔɾt̪ɛɲ calao̯lɛn unhilɘʔgi iɲ gɔgɔ d̪ɔ sim kiɾiɲ ɘgu.jɛ met̪ad̪iɲ t̪ahɛ̃kana mɛnkʰan iɲ ʈʰɛn d̪ɔ unɘʔ ʈaka baŋ t̪ahɛ̃kana,"On the day I went to town, my mother asked me to buy chicken, but I had no money.",,which day town-ALL go-PST.1SG that-day-EMPH 1SG mother TOP chicken buy-ALL send say-1SG be.PST-COP-NPST but 1SG at TOP that-M money NEG be.PST-COP-NPST
output_layoutA (1).csv,23,iɲɾɛn gid̪ɾɘ ɾɛŋgɛʲcʔɛd̪iɾɛ hɔ̃ d̪aka bai̯ ɟɔːma mɛnkʰan cɔklɛʈ kiɾiɲakʰan ɔna d̪ɔi̯ ɟɔmgea,"Although my child is hungry, he won't eat rice, but if I buy him chocolate he will eat it.",,1SG-GEN child hungry-be.PST-COND even rice NEG-INF eat-FIN but chocolate buy-give-INF-COND that TOP-INF eat-EMPH-FIN
