file,utterance_id,root_annotation_id,root_tier,start_ms,end_ms,ref,mb,gl,ft,ipa,bangla,english,ipa_original,ipa_normalized,segmentation,gloss,notes,all_tiers_json
santali_paradigm_glossed.eaf,37,a37,ref,79200,81200,ɘliɲliɲ ɾɔɽa,ɘliɲ-liɲ ɾɔɽ-a,1DU.EXCL-SUBJ say-HAB.FIN,We two say.,,,,,,,,,"{""ft"": [""We two say.""], ""gl"": [""1DU.EXCL-SUBJ say-HAB.FIN""], ""mb"": [""ɘliɲ-liɲ ɾɔɽ-a""], ""ref"": [""ɘliɲliɲ ɾɔɽa""]}"
santali_paradigm_glossed.eaf,38,a38,ref,81400,83400,alɛlɛ ɾɔɽa,alɛ-lɛ ɾɔɽ-a,1PL.INCL-SUBJ say-HAB.FIN,We say.,,,,,,,,,"{""ft"": [""We say.""], ""gl"": [""1PL.INCL-SUBJ say-HAB.FIN""], ""mb"": [""alɛ-lɛ ɾɔɽ-a""], ""ref"": [""alɛlɛ ɾɔɽa""]}"
santali_paradigm_glossed.eaf,39,a39,ref,83600,85600,amɛm ɾɔɽa,amɛ-m ɾɔɽ-a,2SG-SUBJ say-HAB.FIN,You say.,,,,,,,,,"{""ft"": [""You say.""], ""gl"": [""2SG-SUBJ say-HAB.FIN""], ""mb"": [""amɛ-m ɾɔɽ-a""], ""ref"": [""amɛm ɾɔɽa""]}"
santali_paradigm_glossed.eaf,40,a40,ref,85800,87800,abɛnbɛn ɾɔɽa,abɛn-bɛn ɾɔɽ-a,2DU-SUBJ say-HAB.FIN,You two say.,,,,,,,,,"{""ft"": [""You two say.""], ""gl"": [""2DU-SUBJ say-HAB.FIN""], ""mb"": [""abɛn-bɛn ɾɔɽ-a""], ""ref"": [""abɛnbɛn ɾɔɽa""]}"
santali_paradigm_glossed.eaf,41,a41,ref,88000,90000,apɛpɛ ɾɔɽa,apɛ-pɛ ɾɔɽ-a,2PL-SUBJ say-HAB.FIN,You say.,,,,,,,,,"{""ft"": [""You say.""], ""gl"": [""2PL-SUBJ say-HAB.FIN""], ""mb"": [""apɛ-pɛ ɾɔɽ-a""], ""ref"": [""apɛpɛ ɾɔɽa""]}"
santali_paradigm_glossed.eaf,42,a42,ref,90200,92200,uni.jɛ ɾɔɽa,uni-jɛ ɾɔɽ-a,3SG.ANIM-SUBJ say-HAB.FIN,He/She says.,,,,,,,,,"{""ft"": [""He/She says.""], ""gl"": [""3SG.ANIM-SUBJ say-HAB.FIN""], ""mb"": [""uni-jɛ ɾɔɽ-a""], ""ref"": [""uni.jɛ ɾɔɽa""]}"
santali_paradigm_glossed.eaf,43,a43,ref,92400,94400,ɔna͡i̯ ɾɔɽa,ɔna-i̯ ɾɔɽ-a,3SG.INANIM-SUBJ say-HAB.FIN,That says.,,,,,,,,,"{""ft"": [""That says.""], ""gl"": [""3SG.INANIM-SUBJ say-HAB.FIN""], ""mb"": [""ɔna-i̯ ɾɔɽ-a""], ""ref"": [""ɔna͡i̯ ɾɔɽa""]}"
santali_paradigm_glossed.eaf,44,a44,ref,94600,96600,uŋkinkin ɾɔɽa,uŋkin-kin ɾɔɽ-a,3DU.ANIM-SUBJ say-HAB.FIN,The two say.,,,,,,,,,"{""ft"": [""The two say.""], ""gl"": [""3DU.ANIM-SUBJ say-HAB.FIN""], ""mb"": [""uŋkin-kin ɾɔɽ-a""], ""ref"": [""uŋkinkin ɾɔɽa""]}"
santali_paradigm_glossed.eaf,45,a45,ref,96800,98800,ɔnakoko ɾɔɽa,ɔnako-ko ɾɔɽ-a,3PL.INANIM-SUBJ say-HAB.FIN,Those say.,,,,,,,,,"{""ft"": [""Those say.""], ""gl"": [""3PL.INANIM-SUBJ say-HAB.FIN""], ""mb"": [""ɔnako-ko ɾɔɽ-a""], ""ref"": [""ɔnakoko ɾɔɽa""]}"
santali_paradigm_glossed.eaf,46,a46,ref,99000,101000,oŋkoko ɾɔɽa,oŋko-ko ɾɔɽ-a,3PL.ANIM-SUBJ say-HAB.FIN,They say.,,,,,,,,,"{""ft"": [""They say.""], ""gl"": [""3PL.ANIM-SUBJ say-HAB.FIN""], ""mb"": [""oŋko-ko ɾɔɽ-a""], ""ref"": [""oŋkoko ɾɔɽa""]}"
santali_paradigm_glossed.eaf,47,a47,ref,101200,103200,ɔnakoko ɾɔɽa,ɔnako-ko ɾɔɽ-a,3PL.INANIM-SUBJ say-HAB.FIN,Those say.,,,,,,,,,"{""ft"": [""Those say.""], ""gl"": [""3PL.INANIM-SUBJ say-HAB.FIN""], ""mb"": [""ɔnako-ko ɾɔɽ-a""], ""ref"": [""ɔnakoko ɾɔɽa""]}"
santali_paradigm_glossed.eaf,48,a48,ref,103400,105400,iɲ bɘɲ ɾɔɽa,iɲ bɘɲ ɾɔɽ-a,1SG NEG say-HAB.FIN,I do not say so.,,,,,,,,,"{""ft"": [""I do not say so.""], ""gl"": [""1SG NEG say-HAB.FIN""], ""mb"": [""iɲ bɘɲ ɾɔɽ-a""], ""ref"": [""iɲ bɘɲ ɾɔɽa""]}"
santali_paradigm_glossed.eaf,49,a49,ref,105600,107600,ɘliɲ bɘliɲ ɾɔɽa,ɘliɲ bɘ-liɲ ɾɔɽ-a,1DU.EXCL NEG-SUBJ say-HAB.FIN,We two do not say so.,,,,,,,,,"{""ft"": [""We two do not say so.""], ""gl"": [""1DU.EXCL NEG-SUBJ say-HAB.FIN""], ""mb"": [""ɘliɲ bɘ-liɲ ɾɔɽ-a""], ""ref"": [""ɘliɲ bɘliɲ ɾɔɽa""]}"
santali_paradigm_glossed.eaf,50,a50,ref,107800,109800,alɛ balɛ ɾɔɽa,alɛ ba-lɛ ɾɔɽ-a,1PL.INCL NEG-SUBJ say-HAB.FIN,We do not say so.,,,,,,,,,"{""ft"": [""We do not say so.""], ""gl"": [""1PL.INCL NEG-SUBJ say-HAB.FIN""], ""mb"": [""alɛ ba-lɛ ɾɔɽ-a""], ""ref"": [""alɛ balɛ ɾɔɽa""]}"
santali_paradigm_glossed.eaf,51,a51,ref,110000,112000,am bam ɾɔɽa,am ba-m ɾɔɽ-a,2SG NEG-SUBJ say-HAB.FIN,You do not say so.,,,,,,,,,"{""ft"": [""You do not say so.""], ""gl"": [""2SG NEG-SUBJ say-HAB.FIN""], ""mb"": [""am ba-m ɾɔɽ-a""], ""ref"": [""am bam ɾɔɽa""]}"
santali_paradigm_glossed.eaf,52,a52,ref,112200,114200,abɛn babɛn ɾɔɽa,abɛn ba-bɛn ɾɔɽ-a,2DU NEG-SUBJ say-HAB.FIN,You two do not say so.,,,,,,,,,"{""ft"": [""You two do not say so.""], ""gl"": [""2DU NEG-SUBJ say-HAB.FIN""], ""mb"": [""abɛn ba-bɛn ɾɔɽ-a""], ""ref"": [""abɛn babɛn ɾɔɽa""]}"
santali_paradigm_glossed.eaf,53,a53,ref,114400,116400,apɛ bapɛ ɾɔɽa,apɛ ba-pɛ ɾɔɽ-a,2PL NEG-SUBJ say-HAB.FIN,You do not say so.,,,,,,,,,"{""ft"": [""You do not say so.""], ""gl"": [""2PL NEG-SUBJ say-HAB.FIN""], ""mb"": [""apɛ ba-pɛ ɾɔɽ-a""], ""ref"": [""apɛ bapɛ ɾɔɽa""]}"
santali_paradigm_glossed.eaf,54,a54,ref,116600,118600,uni ba͡i̯ ɾɔɽa,uni ba-i̯ ɾɔɽ-a,3SG.ANIM NEG-3SG.ANIM:SUBJ say-HAB.FIN,He/She does not say so.,,,,,,,,,"{""ft"": [""He/She does not say so.""], ""gl"": [""3SG.ANIM NEG-3SG.ANIM:SUBJ say-HAB.FIN""], ""mb"": [""uni ba-i̯ ɾɔɽ-a""], ""ref"": [""uni ba͡i̯ ɾɔɽa""]}"
santali_paradigm_glossed.eaf,55,a55,ref,118800,120800,ɔna ba͡i̯ ɾɔɽa,ɔna ba-i̯ ɾɔɽ-a,3SG.INANIM NEG-SUBJ say-HAB.FIN,That does not say so.,,,,,,,,,"{""ft"": [""That does not say so.""], ""gl"": [""3SG.INANIM NEG-SUBJ say-HAB.FIN""], ""mb"": [""ɔna ba-i̯ ɾɔɽ-a""], ""ref"": [""ɔna ba͡i̯ ɾɔɽa""]}"
santali_paradigm_glossed.eaf,56,a56,ref,121000,123000,unkin bɘkin ɾɔɽa,unkin bɘ-kin ɾɔɽ-a,3DU.ANIM NEG-3DU:SUBJ say-HAB.FIN,The two do not say so.,,,,,,,,,"{""ft"": [""The two do not say so.""], ""gl"": [""3DU.ANIM NEG-3DU:SUBJ say-HAB.FIN""], ""mb"": [""unkin bɘ-kin ɾɔɽ-a""], ""ref"": [""unkin bɘkin ɾɔɽa""]}"
santali_paradigm_glossed.eaf,57,a57,ref,123200,125200,ɔnakin ba͡i̯ ɾɔɽa,ɔnakin ba-i̯ ɾɔɽ-a,3DU.INANIM NEG-SUBJ say-HAB.FIN,Those two do not say so.,,,,,,,,,"{""ft"": [""Those two do not say so.""], ""gl"": [""3DU.INANIM NEG-SUBJ say-HAB.FIN""], ""mb"": [""ɔnakin ba-i̯ ɾɔɽ-a""], ""ref"": [""ɔnakin ba͡i̯ ɾɔɽa""]}"
santali_paradigm_glossed.eaf,58,a58,ref,125400,127400,onko bako ɾɔɽa,onko ba-ko ɾɔɽ-a,3PL.ANIM NEG-3PL:SUBJ say-HAB.FIN,They do not say so.,,,,,,,,,"{""ft"": [""They do not say so.""], ""gl"": [""3PL.ANIM NEG-3PL:SUBJ say-HAB.FIN""], ""mb"": [""onko ba-ko ɾɔɽ-a""], ""ref"": [""onko bako ɾɔɽa""]}"
santali_paradigm_glossed.eaf,59,a59,ref,127600,129600,ɔnako bako ɾɔɽa,ɔnako ba-ko ɾɔɽ-a,3PL.INANIM NEG-3PL:SUBJ say-HAB.FIN,Those do not say so.,,,,,,,,,"{""ft"": [""Those do not say so.""], ""gl"": [""3PL.INANIM NEG-3PL:SUBJ say-HAB.FIN""], ""mb"": [""ɔnako ba-ko ɾɔɽ-a""], ""ref"": [""ɔnako bako ɾɔɽa""]}"
santali_paradigm_glossed.eaf,60,a60,ref,129800,131800,iɲiɲ ɾɔɽa?,iɲ-iɲ ɾɔɽ-a,1SG-SUBJ say-Q.FIN,Do I say?,,,,,,,,,"{""ft"": [""Do I say?""], ""gl"": [""1SG-SUBJ say-Q.FIN""], ""mb"": [""iɲ-iɲ ɾɔɽ-a""], ""ref"": [""iɲiɲ ɾɔɽa?""]}"
santali_paradigm_glossed.eaf,61,a61,ref,132000,134000,ɘliɲliɲ ɾɔɽa?,ɘliɲ-liɲ ɾɔɽ-a,1DU.EXCL-SUBJ say-Q.FIN,Do we two say?,,,,,,,,,"{""ft"": [""Do we two say?""], ""gl"": [""1DU.EXCL-SUBJ say-Q.FIN""], ""mb"": [""ɘliɲ-liɲ ɾɔɽ-a""], ""ref"": [""ɘliɲliɲ ɾɔɽa?""]}"
santali_paradigm_glossed.eaf,62,a62,ref,134200,136200,alɛlɛ ɾɔɽa?,alɛ-lɛ ɾɔɽ-a,1PL.INCL-SUBJ say-Q.FIN,Do we say?,,,,,,,,,"{""ft"": [""Do we say?""], ""gl"": [""1PL.INCL-SUBJ say-Q.FIN""], ""mb"": [""alɛ-lɛ ɾɔɽ-a""], ""ref"": [""alɛlɛ ɾɔɽa?""]}"
santali_paradigm_glossed.eaf,63,a63,ref,136400,138400,amɛm ɾɔɽa?,amɛ-m ɾɔɽ-a,2SG-SUBJ say-Q.FIN,Do you say?,,,,,,,,,"{""ft"": [""Do you say?""], ""gl"": [""2SG-SUBJ say-Q.FIN""], ""mb"": [""amɛ-m ɾɔɽ-a""], ""ref"": [""amɛm ɾɔɽa?""]}"
santali_paradigm_glossed.eaf,64,a64,ref,138600,140600,abɛnbɛn ɾɔɽa?,abɛn-bɛn ɾɔɽ-a,2DU-SUBJ say-Q.FIN,Do you two say?,,,,,,,,,"{""ft"": [""Do you two say?""], ""gl"": [""2DU-SUBJ say-Q.FIN""], ""mb"": [""abɛn-bɛn ɾɔɽ-a""], ""ref"": [""abɛnbɛn ɾɔɽa?""]}"
santali_paradigm_glossed.eaf,65,a65,ref,140800,142800,apɛpɛ ɾɔɽa?,apɛ-pɛ ɾɔɽ-a,2PL-SUBJ say-Q.FIN,Do you say?,,,,,,,,,"{""ft"": [""Do you say?""], ""gl"": [""2PL-SUBJ say-Q.FIN""], ""mb"": [""apɛ-pɛ ɾɔɽ-a""], ""ref"": [""apɛpɛ ɾɔɽa?""]}"
santali_paradigm_glossed.eaf,66,a66,ref,143000,145000,uni.jɛ ɾɔɽa?,uni-jɛ ɾɔɽ-a,3SG.ANIM-SUBJ say-Q.FIN,Does he/she say?,,,,,,,,,"{""ft"": [""Does he/she say?""], ""gl"": [""3SG.ANIM-SUBJ say-Q.FIN""], ""mb"": [""uni-jɛ ɾɔɽ-a""], ""ref"": [""uni.jɛ ɾɔɽa?""]}"
santali_paradigm_glossed.eaf,67,a67,ref,145200,147200,ɔna͡i̯ ɾɔɽa?,ɔna-i̯ ɾɔɽ-a,3SG.INANIM-SUBJ say-Q.FIN,Does that say?,,,,,,,,,"{""ft"": [""Does that say?""], ""gl"": [""3SG.INANIM-SUBJ say-Q.FIN""], ""mb"": [""ɔna-i̯ ɾɔɽ-a""], ""ref"": [""ɔna͡i̯ ɾɔɽa?""]}"
santali_paradigm_glossed.eaf,68,a68,ref,147400,149400,unkinkin ɾɔɽa?,unkin-kin ɾɔɽ-a,3DU.ANIM-SUBJ say-Q.FIN,Do they two say?,,,,,,,,,"{""ft"": [""Do they two say?""], ""gl"": [""3DU.ANIM-SUBJ say-Q.FIN""], ""mb"": [""unkin-kin ɾɔɽ-a""], ""ref"": [""unkinkin ɾɔɽa?""]}"
santali_paradigm_glossed.eaf,69,a69,ref,149600,151600,ɔnakinɛ ɾɔɽa?,ɔnakin-ɛ ɾɔɽ-a,3DU.INANIM-SUBJ say-Q.FIN,Do those two say?,,,,,,,,,"{""ft"": [""Do those two say?""], ""gl"": [""3DU.INANIM-SUBJ say-Q.FIN""], ""mb"": [""ɔnakin-ɛ ɾɔɽ-a""], ""ref"": [""ɔnakinɛ ɾɔɽa?""]}"
santali_paradigm_glossed.eaf,70,a70,ref,151800,153800,onkoko ɾɔɽa?,onko-ko ɾɔɽ-a,3PL.ANIM-SUBJ say-Q.FIN,Do they say?,,,,,,,,,"{""ft"": [""Do they say?""], ""gl"": [""3PL.ANIM-SUBJ say-Q.FIN""], ""mb"": [""onko-ko ɾɔɽ-a""], ""ref"": [""onkoko ɾɔɽa?""]}"
santali_paradigm_glossed.eaf,71,a71,ref,154000,156000,ɔnakoko ɾɔɽa?,ɔnako-ko ɾɔɽ-a,3PL.INANIM-SUBJ say-Q.FIN,Do those say?,,,,,,,,,"{""ft"": [""Do those say?""], ""gl"": [""3PL.INANIM-SUBJ say-Q.FIN""], ""mb"": [""ɔnako-ko ɾɔɽ-a""], ""ref"": [""ɔnakoko ɾɔɽa?""]}"
santali_paradigm_glossed.eaf,72,a72,ref,156200,158200,iɲiɲ ɾɔɾɔɽ kana,iɲ-iɲ ɾɔ-ɾɔɽ kan-a,1SG-SUBJ RED-say COP-PROG.FIN,I am saying.,,,,,,,,,"{""ft"": [""I am saying.""], ""gl"": [""1SG-SUBJ RED-say COP-PROG.FIN""], ""mb"": [""iɲ-iɲ ɾɔ-ɾɔɽ kan-a""], ""ref"": [""iɲiɲ ɾɔɾɔɽ kana""]}"
santali_paradigm_glossed.eaf,73,a73,ref,158400,160400,ɘliɲliɲ ɾɔɾɔɽ kana,ɘliɲ-liɲ ɾɔ-ɾɔɽ kan-a,1DU.EXCL-SUBJ RED-say COP-PROG.FIN,We two are saying.,,,,,,,,,"{""ft"": [""We two are saying.""], ""gl"": [""1DU.EXCL-SUBJ RED-say COP-PROG.FIN""], ""mb"": [""ɘliɲ-liɲ ɾɔ-ɾɔɽ kan-a""], ""ref"": [""ɘliɲliɲ ɾɔɾɔɽ kana""]}"
santali_paradigm_glossed.eaf,74,a74,ref,160600,162600,alɛlɛ ɾɔɾɔɽ kana,alɛ-lɛ ɾɔ-ɾɔɽ kan-a,1PL.INCL-SUBJ RED-say COP-PROG.FIN,We are saying.,,,,,,,,,"{""ft"": [""We are saying.""], ""gl"": [""1PL.INCL-SUBJ RED-say COP-PROG.FIN""], ""mb"": [""alɛ-lɛ ɾɔ-ɾɔɽ kan-a""], ""ref"": [""alɛlɛ ɾɔɾɔɽ kana""]}"
santali_paradigm_glossed.eaf,75,a75,ref,162800,164800,amɛm ɾɔɾɔɽ kana,amɛ-m ɾɔ-ɾɔɽ kan-a,2SG-SUBJ RED-say COP-PROG.FIN,You are saying.,,,,,,,,,"{""ft"": [""You are saying.""], ""gl"": [""2SG-SUBJ RED-say COP-PROG.FIN""], ""mb"": [""amɛ-m ɾɔ-ɾɔɽ kan-a""], ""ref"": [""amɛm ɾɔɾɔɽ kana""]}"
santali_paradigm_glossed.eaf,76,a76,ref,165000,167000,abɛnbɛn ɾɔɾɔɽ kana,abɛn-bɛn ɾɔ-ɾɔɽ kan-a,2DU-SUBJ RED-say COP-PROG.FIN,You two are saying.,,,,,,,,,"{""ft"": [""You two are saying.""], ""gl"": [""2DU-SUBJ RED-say COP-PROG.FIN""], ""mb"": [""abɛn-bɛn ɾɔ-ɾɔɽ kan-a""], ""ref"": [""abɛnbɛn ɾɔɾɔɽ kana""]}"
santali_paradigm_glossed.eaf,77,a77,ref,167200,169200,apɛpɛ ɾɔɾɔɽ kana,apɛ-pɛ ɾɔ-ɾɔɽ kan-a,2PL-SUBJ RED-say COP-PROG.FIN,You are saying.,,,,,,,,,"{""ft"": [""You are saying.""], ""gl"": [""2PL-SUBJ RED-say COP-PROG.FIN""], ""mb"": [""apɛ-pɛ ɾɔ-ɾɔɽ kan-a""], ""ref"": [""apɛpɛ ɾɔɾɔɽ kana""]}"
santali_paradigm_glossed.eaf,78,a78,ref,169400,171400,uni̯͡ɛ ɾɔɾɔɽ kana,uni-̯ɛ ɾɔ-ɾɔɽ kan-a,3SG.ANIM-SUBJ RED-say COP-PROG.FIN,He/She is saying.,,,,,,,,,"{""ft"": [""He/She is saying.""], ""gl"": [""3SG.ANIM-SUBJ RED-say COP-PROG.FIN""], ""mb"": [""uni-̯ɛ ɾɔ-ɾɔɽ kan-a""], ""ref"": [""uni̯͡ɛ ɾɔɾɔɽ kana""]}"
santali_paradigm_glossed.eaf,79,a79,ref,171600,173600,ɔna͡i̯ ɾɔɾɔɽ kana,ɔna-i̯ ɾɔ-ɾɔɽ kan-a,3SG.INANIM-SUBJ RED-say COP-PROG.FIN,That is saying.,,,,,,,,,"{""ft"": [""That is saying.""], ""gl"": [""3SG.INANIM-SUBJ RED-say COP-PROG.FIN""], ""mb"": [""ɔna-i̯ ɾɔ-ɾɔɽ kan-a""], ""ref"": [""ɔna͡i̯ ɾɔɾɔɽ kana""]}"
santali_paradigm_glossed.eaf,80,a80,ref,173800,175800,unkinkin ɾɔɾɔɽ kana,unkin-kin ɾɔ-ɾɔɽ kan-a,3DU.ANIM-SUBJ RED-say COP-PROG.FIN,They the two are saying.,,,,,,,,,"{""ft"": [""They the two are saying.""], ""gl"": [""3DU.ANIM-SUBJ RED-say COP-PROG.FIN""], ""mb"": [""unkin-kin ɾɔ-ɾɔɽ kan-a""], ""ref"": [""unkinkin ɾɔɾɔɽ kana""]}"
santali_paradigm_glossed.eaf,81,a81,ref,176000,178000,ɔnakinɛ ɾɔɾɔɽ kana,ɔnakin-ɛ ɾɔ-ɾɔɽ kan-a,3DU.INANIM-SUBJ RED-say COP-PROG.FIN,Those two are saying.,,,,,,,,,"{""ft"": [""Those two are saying.""], ""gl"": [""3DU.INANIM-SUBJ RED-say COP-PROG.FIN""], ""mb"": [""ɔnakin-ɛ ɾɔ-ɾɔɽ kan-a""], ""ref"": [""ɔnakinɛ ɾɔɾɔɽ kana""]}"
santali_paradigm_glossed.eaf,82,a82,ref,178200,180200,onkoko ɾɔɾɔɽ kana,onko-ko ɾɔ-ɾɔɽ kan-a,3PL.ANIM-SUBJ RED-say COP-PROG.FIN,They are saying.,,,,,,,,,"{""ft"": [""They are saying.""], ""gl"": [""3PL.ANIM-SUBJ RED-say COP-PROG.FIN""], ""mb"": [""onko-ko ɾɔ-ɾɔɽ kan-a""], ""ref"": [""onkoko ɾɔɾɔɽ kana""]}"
santali_paradigm_glossed.eaf,83,a83,ref,180400,182400,ɔnakoko ɾɔɾɔɽ kana,ɔnako-ko ɾɔ-ɾɔɽ kan-a,3PL.INANIM-SUBJ RED-say COP-PROG.FIN,Those are saying.,,,,,,,,,"{""ft"": [""Those are saying.""], ""gl"": [""3PL.INANIM-SUBJ RED-say COP-PROG.FIN""], ""mb"": [""ɔnako-ko ɾɔ-ɾɔɽ kan-a""], ""ref"": [""ɔnakoko ɾɔɾɔɽ kana""]}"
santali_paradigm_glossed.eaf,84,a84,ref,182600,184600,iɲiɲ ɾɔɽakad̪a,iɲ-iɲ ɾɔɽ-a-kad̪-a,1SG-SUBJ say-PERF-TR-FIN,I have said.,,,,,,,,,"{""ft"": [""I have said.""], ""gl"": [""1SG-SUBJ say-PERF-TR-FIN""], ""mb"": [""iɲ-iɲ ɾɔɽ-a-kad̪-a""], ""ref"": [""iɲiɲ ɾɔɽakad̪a""]}"
santali_paradigm_glossed.eaf,85,a85,ref,184800,186800,ɘliɲliɲ ɾɔɽakad̪a,ɘliɲ-liɲ ɾɔɽ-a-kad̪-a,1DU.EXCL-SUBJ say-PERF-TR-FIN,We two have said.,,,,,,,,,"{""ft"": [""We two have said.""], ""gl"": [""1DU.EXCL-SUBJ say-PERF-TR-FIN""], ""mb"": [""ɘliɲ-liɲ ɾɔɽ-a-kad̪-a""], ""ref"": [""ɘliɲliɲ ɾɔɽakad̪a""]}"
santali_paradigm_glossed.eaf,86,a86,ref,187000,189000,alɛlɛ ɾɔɽakad̪a,alɛ-lɛ ɾɔɽ-a-kad̪-a,1PL.INCL-SUBJ say-PERF-TR-FIN,We have said.,,,,,,,,,"{""ft"": [""We have said.""], ""gl"": [""1PL.INCL-SUBJ say-PERF-TR-FIN""], ""mb"": [""alɛ-lɛ ɾɔɽ-a-kad̪-a""], ""ref"": [""alɛlɛ ɾɔɽakad̪a""]}"
santali_paradigm_glossed.eaf,87,a87,ref,189200,191200,amɛm ɾɔɽakad̪a,amɛ-m ɾɔɽ-a-kad̪-a,2SG-SUBJ say-PERF-TR-FIN,You have said.,,,,,,,,,"{""ft"": [""You have said.""], ""gl"": [""2SG-SUBJ say-PERF-TR-FIN""], ""mb"": [""amɛ-m ɾɔɽ-a-kad̪-a""], ""ref"": [""amɛm ɾɔɽakad̪a""]}"
santali_paradigm_glossed.eaf,88,a88,ref,191400,193400,abɛnbɛn ɾɔɽakad̪a,abɛn-bɛn ɾɔɽ-a-kad̪-a,2DU-SUBJ say-PERF-TR-FIN,You two have said.,,,,,,,,,"{""ft"": [""You two have said.""], ""gl"": [""2DU-SUBJ say-PERF-TR-FIN""], ""mb"": [""abɛn-bɛn ɾɔɽ-a-kad̪-a""], ""ref"": [""abɛnbɛn ɾɔɽakad̪a""]}"
santali_paradigm_glossed.eaf,89,a89,ref,193600,195600,apɛpɛ ɾɔɽakad̪a,apɛ-pɛ ɾɔɽ-a-kad̪-a,2PL-SUBJ say-PERF-TR-FIN,You have said.,,,,,,,,,"{""ft"": [""You have said.""], ""gl"": [""2PL-SUBJ say-PERF-TR-FIN""], ""mb"": [""apɛ-pɛ ɾɔɽ-a-kad̪-a""], ""ref"": [""apɛpɛ ɾɔɽakad̪a""]}"
santali_paradigm_glossed.eaf,90,a90,ref,195800,197800,uni͡i̯ ɾɔɽakad̪a,uni-i̯ ɾɔɽ-a-kad̪-a,3SG.ANIM-SUBJ say-PERF-TR-FIN,He/She has said.,,,,,,,,,"{""ft"": [""He/She has said.""], ""gl"": [""3SG.ANIM-SUBJ say-PERF-TR-FIN""], ""mb"": [""uni-i̯ ɾɔɽ-a-kad̪-a""], ""ref"": [""uni͡i̯ ɾɔɽakad̪a""]}"
santali_paradigm_glossed.eaf,91,a91,ref,198000,200000,ɔna͡i̯ ɾɔɽakad̪a,ɔna-i̯ ɾɔɽ-a-kad̪-a,3SG.INANIM-SUBJ say-PERF-TR-FIN,That has said.,,,,,,,,,"{""ft"": [""That has said.""], ""gl"": [""3SG.INANIM-SUBJ say-PERF-TR-FIN""], ""mb"": [""ɔna-i̯ ɾɔɽ-a-kad̪-a""], ""ref"": [""ɔna͡i̯ ɾɔɽakad̪a""]}"
santali_paradigm_glossed.eaf,92,a92,ref,200200,202200,uŋkinkin ɾɔɽakad̪a,uŋkin-kin ɾɔɽ-a-kad̪-a,3DU.ANIM-SUBJ say-PERF-TR-FIN,The two have said.,,,,,,,,,"{""ft"": [""The two have said.""], ""gl"": [""3DU.ANIM-SUBJ say-PERF-TR-FIN""], ""mb"": [""uŋkin-kin ɾɔɽ-a-kad̪-a""], ""ref"": [""uŋkinkin ɾɔɽakad̪a""]}"
santali_paradigm_glossed.eaf,93,a93,ref,202400,204400,ɔnakinɛ ɾɔɽakad̪a,ɔnakin-ɛ ɾɔɽ-a-kad̪-a,3DU.INANIM-SUBJ say-PERF-TR-FIN,Those two have said.,,,,,,,,,"{""ft"": [""Those two have said.""], ""gl"": [""3DU.INANIM-SUBJ say-PERF-TR-FIN""], ""mb"": [""ɔnakin-ɛ ɾɔɽ-a-kad̪-a""], ""ref"": [""ɔnakinɛ ɾɔɽakad̪a""]}"
santali_paradigm_glossed.eaf,94,a94,ref,204600,206600,onkoko ɾɔɽakad̪a,onko-ko ɾɔɽ-a-kad̪-a,3PL.ANIM-SUBJ say-PERF-TR-FIN,They have said.,,,,,,,,,"{""ft"": [""They have said.""], ""gl"": [""3PL.ANIM-SUBJ say-PERF-TR-FIN""], ""mb"": [""onko-ko ɾɔɽ-a-kad̪-a""], ""ref"": [""onkoko ɾɔɽakad̪a""]}"
santali_paradigm_glossed.eaf,95,a95,ref,206800,208800,ɔnakoko ɾɔɽakad̪a,ɔnako-ko ɾɔɽ-a-kad̪-a,3PL.INANIM-SUBJ say-PERF-TR-FIN,Those have said.,,,,,,,,,"{""ft"": [""Those have said.""], ""gl"": [""3PL.INANIM-SUBJ say-PERF-TR-FIN""], ""mb"": [""ɔnako-ko ɾɔɽ-a-kad̪-a""], ""ref"": [""ɔnakoko ɾɔɽakad̪a""]}"
santali_paradigm_glossed.eaf,96,a96,ref,209000,211000,iɲ bɘɲ ɾɔɽakad̪a,iɲ bɘɲ ɾɔɽ-a-kad̪-a,1SG NEG say-PERF-TR-FIN,I have not said.,,,,,,,,,"{""ft"": [""I have not said.""], ""gl"": [""1SG NEG say-PERF-TR-FIN""], ""mb"": [""iɲ bɘɲ ɾɔɽ-a-kad̪-a""], ""ref"": [""iɲ bɘɲ ɾɔɽakad̪a""]}"
santali_paradigm_glossed.eaf,97,a97,ref,211200,213200,ɘliɲ bɘliɲ ɾɔɽakad̪a,ɘliɲ bɘ-liɲ ɾɔɽ-a-kad̪-a,1DU.EXCL NEG-1DU:SUBJ say-PERF-TR-FIN,We two have not said.,,,,,,,,,"{""ft"": [""We two have not said.""], ""gl"": [""1DU.EXCL NEG-1DU:SUBJ say-PERF-TR-FIN""], ""mb"": [""ɘliɲ bɘ-liɲ ɾɔɽ-a-kad̪-a""], ""ref"": [""ɘliɲ bɘliɲ ɾɔɽakad̪a""]}"
